Лицензия_банк,ИД_1300,дата
"АйСиБиСи Банк лицензия № 3475, Москва и обл.",238,2015-03-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",237,2015-03-01
"Екатерининский лицензия № 2167, Москва и обл.",234,2015-03-01
"Риабанк лицензия № 3434, Москва и обл.",231,2015-03-01
"Ситибанк лицензия № 2557, Москва и обл.",223,2015-03-01
"Мегаполис лицензия № 3265, Чувашия",220,2015-03-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",219,2015-03-01
"Миллениум Банк лицензия № 3423, Москва и обл.",214,2015-03-01
"Промсельхозбанк лицензия № 538, Москва и обл.",211,2015-03-01
"Балаково-Банк лицензия № 444, Саратовская обл.",210,2015-03-01
"Центрально-Азиатский лицензия № 3037, Хакасия",210,2015-03-01
"Сибирский Банк Реконструкции и Развития лицензия № 1284, Тюменская обл.",209,2015-03-01
"Витязь лицензия № 2890, Москва и обл.",209,2015-03-01
"Татагропромбанк лицензия № 728, Татарстан",207,2015-03-01
"Камский Горизонт лицензия № 2554, Татарстан",207,2015-03-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",205,2015-03-01
"Жилкредит лицензия № 1736, Москва и обл.",199,2015-03-01
"Банк БКФ лицензия № 2684, Москва и обл.",196,2015-03-01
"Девон-Кредит лицензия № 1972, Татарстан",196,2015-03-01
"РосинтерБанк лицензия № 226, Москва и обл.",196,2015-03-01
"Нота-Банк лицензия № 2913, Москва и обл.",194,2015-03-01
"ИНГ Банк лицензия № 2495, Москва и обл.",191,2015-03-01
"Евроазиатский Инвестиционный Банк лицензия № 2897, Москва и обл.",185,2015-03-01
"РНКБ лицензия № 1354, Симферополь",174,2015-03-01
"Дойче Банк лицензия № 3328, Москва и обл.",172,2015-03-01
"Экспо Финанс лицензия № 2594, Москва и обл.",164,2015-03-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",161,2015-03-01
"Булгар Банк лицензия № 1917, Татарстан",161,2015-03-01
"Кросна-Банк лицензия № 2607, Москва и обл.",159,2015-03-01
"Нордеа Банк лицензия № 3016, Москва и обл.",158,2015-03-01
"Газтрансбанк лицензия № 665, Адыгея",156,2015-03-01
"Северстройбанк лицензия № 3507, Вологодская обл.",150,2015-03-01
"ОФК Банк лицензия № 2270, Москва и обл.",145,2015-03-01
"Альтернатива лицензия № 3452, Москва и обл.",144,2015-03-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",140,2015-03-01
"Банк Агора лицензия № 3231, Москва и обл.",135,2015-03-01
"Татсоцбанк лицензия № 480, Татарстан",135,2015-03-01
"Арзамас лицензия № 1281, Нижегородская обл.",132,2015-03-01
"РН Банк лицензия № 170, Москва и обл.",122,2015-03-01
"Внешпромбанк лицензия № 3261, Москва и обл.",114,2015-03-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",114,2015-03-01
"Евразийский Банк лицензия № 969, Москва и обл.",111,2015-03-01
"Старооскольский Агропромбанк лицензия № 1050, Белгородская обл.",109,2015-03-01
"Банк Сберегательно-кредитного сервиса лицензия № 3224, Москва и обл.",106,2015-03-01
"Инбанк лицензия № 1829, Москва и обл.",86,2015-03-01
"Коммерцбанк (Евразия) лицензия № 3333, Москва и обл.",85,2015-03-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",82,2015-03-01
"Русский Национальный Банк лицензия № 469, Ростовская обл.",80,2015-03-01
"Почтобанк лицензия № 1788, Пермская обл.",78,2015-03-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",78,2015-03-01
"Бизнес для Бизнеса лицензия № 1060, Чувашия",62,2015-03-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",57,2015-03-01
"Сумитомо Мицуи лицензия № 3494, Москва и обл.",53,2015-03-01
"Еврокредит лицензия № 2957, Москва и обл.",39,2015-03-01
"ТЭСТ лицензия № 3440, Москва и обл.",34,2015-03-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",32,2015-03-01
"Азия Банк лицензия № 3183, Москва и обл.",20,2015-03-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.",6,2015-03-01
"Натиксис Банк лицензия № 3390, Москва и обл.",5,2015-03-01
"Чайна Констракшн лицензия № 3515, Москва и обл.",1,2015-03-01
"Национальный Клиринговый Центр лицензия № 3466, Москва и обл.",1,2015-03-01
"Данске Банк лицензия № 3307, Санкт-Петербург и обл.",0,2015-03-01
"21 Век лицензия № 3309, Санкт-Петербург и обл.",0,2015-03-01
"АРБ-Инкасс лицензия № 3353, Москва и обл.",0,2015-03-01
"Дальний Восток лицензия № 3318, Тульская обл.",0,2015-03-01
"Финчер лицензия № 3486, Москва и обл.",0,2015-03-01
"Вестерн Юнион ДП Восток лицензия № 2726, Москва и обл.",0,2015-03-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.",0,2015-03-01
"Деньги.Мэйл.Ру лицензия № 3511, Москва и обл.",0,2015-03-01
"Единая касса лицензия № 3512, Москва и обл.",0,2015-03-01
"Икано Банк лицензия № 3519, Центр",0,2015-03-01
"Инновационный Расчетный Центр лицензия № 3447, Москва и обл.",0,2015-03-01
"Интеррасчет лицензия № 1618, Москва и обл.",0,2015-03-01
"Расчетный Финансовый Дом лицензия № 3430, Санкт-Петербург и обл.",0,2015-03-01
"Красноярский Краевой Расчетный Центр лицензия № 3483, Красноярский край",0,2015-03-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",0,2015-03-01
"КредитАльянс лицензия № 3472, Вологодская обл.",0,2015-03-01
"Лидер лицензия № 3304, Москва и обл.",0,2015-03-01
"Межбанковский Кредитный Союз лицензия № 3242, Москва и обл.",0,2015-03-01
"Монета.ру лицензия № 3508, Марий Эл",0,2015-03-01
"Морган Стэнли Банк лицензия № 3456, Москва и обл.",0,2015-03-01
"Московский Клиринговый Центр лицензия № 3314, Москва и обл.",0,2015-03-01
"Мурманский Расчетный Центр лицензия № 3341, Мурманская обл.",0,2015-03-01
"Национальный Расчетный Депозитарий лицензия № 3294, Москва и обл.",0,2015-03-01
"Моби.Деньги лицензия № 3523, Москва и обл.",0,2015-03-01
"Объединенная Расчетная Система лицензия № 3342, Москва и обл.",0,2015-03-01
"Оней Банк лицензия № 3516, Москва и обл.",0,2015-03-01
"ФФин Банк лицензия № 1143, Сахалинская обл.",0,2015-03-01
"Петербургский Расчетный Центр лицензия № 3306, Санкт-Петербург и обл.",0,2015-03-01
"Платежный Клиринговый Дом лицензия № 3343, Москва и обл.",0,2015-03-01
"Платежный Центр лицензия № 3166, Новосибирская обл.",0,2015-03-01
"Премиум лицензия № 3514, Москва и обл.",0,2015-03-01
"ПэйПал Ру лицензия № 3517, Москва и обл.",0,2015-03-01
"Рапида лицензия № 3371, Москва и обл.",0,2015-03-01
"Расчетная Палата СВМБ лицензия № 3324, Самарская обл.",0,2015-03-01
"РИБ лицензия № 2749, Москва и обл.",0,2015-03-01
"Русское Финансовое Общество лицензия № 3427, Москва и обл.",0,2015-03-01
"Единая Расчетная Палата лицензия № 384, Москва и обл.",0,2015-03-01
"Сетевая Расчетная Палата лицензия № 3332, Татарстан",0,2015-03-01
"Транзит лицензия № 2688, Дагестан",0,2015-03-01
"Телекоммерц Банк лицензия № 3380, Тульская обл.",0,2015-03-01
"Умут лицензия № 2435, Дагестан",0,2015-03-01
"Расчетные Решения лицензия № 3524, Москва и обл.",0,2015-03-01
"Фидбэк лицензия № 3502, Москва и обл.",0,2015-03-01
"Финансово-Расчетный Центр лицензия № 3319, Астраханская обл.",0,2015-03-01
"Частный Расчетно-Кассовый Центр лицензия № 3420, Москва и обл.",0,2015-03-01
"Электронный платежный сервис лицензия № 3509, Москва и обл.",0,2015-03-01
"Яндекс.Деньги лицензия № 3510, Россия",0,2015-03-01
"ВРБ лицензия № 3499, Москва и обл.",10000,2015-04-01
"Евроинвест лицензия № 3383, Москва и обл.",10000,2015-04-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.",10000,2015-04-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",9359,2015-04-01
"Московский Областной Банк лицензия № 1751, Москва и обл.",9071,2015-04-01
"Нарат лицензия № 1902, Саратовская обл.",8711,2015-04-01
"Капитал лицензия № 575, Москва и обл.",8664,2015-04-01
"Рунэтбанк лицензия № 2829, Москва и обл.",8660,2015-04-01
"Мир Бизнес Банк лицензия № 3396, Москва и обл.",8630,2015-04-01
"Анелик РУ лицензия № 3443, Москва и обл.",8540,2015-04-01
"Финанс Бизнес Банк лицензия № 520, Москва и обл.",8466,2015-04-01
"Приполярком лицензия № 507, Тюменская обл.",6488,2015-04-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",6189,2015-04-01
"Финтрастбанк лицензия № 3104, Москва и обл.",5966,2015-04-01
"Платина лицензия № 2347, Москва и обл.",5927,2015-04-01
"Идеалбанк лицензия № 3491, Москва и обл.",5873,2015-04-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",5825,2015-04-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",5423,2015-04-01
"Проминвестбанк лицензия № 2433, Москва и обл.",5389,2015-04-01
"Связной Банк лицензия № 1961, Москва и обл.",5313,2015-04-01
"Ипозембанк лицензия № 3026, Самарская обл.",5212,2015-04-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.",5200,2015-04-01
"Лада-Кредит лицензия № 2668, Москва и обл.",5172,2015-04-01
"Развитие-Столица лицензия № 3013, Москва и обл.",5088,2015-04-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",4956,2015-04-01
"МГБ лицензия № 2866, Дагестан",4954,2015-04-01
"Финарс Банк лицензия № 2938, Москва и обл.",4937,2015-04-01
"ГПБ-Ипотека лицензия № 2403, Москва и обл.",4932,2015-04-01
"Национальный Резервный Банк лицензия № 2170, Москва и обл.",4909,2015-04-01
"Современные Стандарты Бизнеса лицензия № 3397, Москва и обл.",4837,2015-04-01
"Тихоокеанский Внешторгбанк лицензия № 1378, Сахалинская обл.",4763,2015-04-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",4736,2015-04-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.",4725,2015-04-01
"Азимут лицензия № 3154, Москва и обл.",4706,2015-04-01
"АМБ Банк лицензия № 3036, Москва и обл.",4685,2015-04-01
"Зеленокумская лицензия № 1239, Ставропольский край",4671,2015-04-01
"НСТ-Банк лицензия № 1738, Оренбургская обл.",4664,2015-04-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.",4587,2015-04-01
"Новый Промышленный Банк лицензия № 930, Москва и обл.",4555,2015-04-01
"Система лицензия № 2846, Москва и обл.",4450,2015-04-01
"НКБ лицензия № 2942, Калмыкия",4407,2015-04-01
"Межрегиональный Клиринговый Банк лицензия № 2543, Москва и обл.",4364,2015-04-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",4336,2015-04-01
"ЦентроКредит лицензия № 121, Москва и обл.",4214,2015-04-01
"Старый Кремль лицензия № 2657, Москва и обл.",4055,2015-04-01
"Нальчик лицензия № 695, Кабардино-Балкария",4044,2015-04-01
"Объединенный Национальный Банк лицензия № 2074, Нижегородская обл.",4004,2015-04-01
"ИР-Кредит лицензия № 1724, Москва и обл.",3947,2015-04-01
"Вест лицензия № 2605, Москва и обл.",3896,2015-04-01
"Консервативный Коммерческий Банк лицензия № 1087, Астраханская обл.",3887,2015-04-01
"Международный Расчетный Банк лицензия № 3028, Москва и обл.",3867,2015-04-01
"КОР лицензия № 2148, Волгоградская обл.",3852,2015-04-01
"Плато-Банк лицензия № 2071, Свердловская обл.",3791,2015-04-01
"ФДБ лицензия № 3071, Москва и обл.",3786,2015-04-01
"Уралфинанс лицензия № 1370, Свердловская обл.",3750,2015-04-01
"Европейский Стандарт лицензия № 3200, Кабардино-Балкария",3687,2015-04-01
"Северо-Восточный Альянс лицензия № 2768, Москва и обл.",3656,2015-04-01
"Майма лицензия № 1037, Москва и обл.",3653,2015-04-01
"Тандем лицензия № 1951, Москва и обл.",3631,2015-04-01
"Турбобанк лицензия № 3203, Санкт-Петербург и обл.",3585,2015-04-01
"Алеф-Банк лицензия № 2119, Москва и обл.",3554,2015-04-01
"Санкт-Петербургский Банк Инвестиций лицензия № 3468, Санкт-Петербург и обл.",3509,2015-04-01
"Банк РМП лицензия № 2574, Москва и обл.",3442,2015-04-01
"Москва-Сити лицензия № 3247, Москва и обл.",3410,2015-04-01
"Синергия лицензия № 2884, Саратовская обл.",3362,2015-04-01
"Восточный Банк лицензия № 1460, Амурская обл.",3343,2015-04-01
"Русский Финансовый Альянс лицензия № 2035, Москва и обл.",3319,2015-04-01
"Профит Банк лицензия № 3234, Москва и обл.",3313,2015-04-01
"ВУЗ-Банк лицензия № 1557, Свердловская обл.",3303,2015-04-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",3293,2015-04-01
"Инкаробанк лицензия № 2696, Москва и обл.",3282,2015-04-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",3281,2015-04-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",3250,2015-04-01
"Спецстройбанк лицензия № 236, Москва и обл.",3245,2015-04-01
"Кубаньторгбанк лицензия № 478, Краснодарский край",3241,2015-04-01
"Национальный Банк «Траст» лицензия № 3279, Москва и обл.",3231,2015-04-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",3209,2015-04-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.",3177,2015-04-01
"НОКССбанк лицензия № 3202, Волгоградская обл.",3117,2015-04-01
"Терра лицензия № 3476, Москва и обл.",3105,2015-04-01
"Московский Национальный Инвестиционный Банк лицензия № 3181, Москва и обл.",3092,2015-04-01
"Промсвязьинвест лицензия № 2761, Дагестан",3049,2015-04-01
"МТС Банк лицензия № 2268, Москва и обл.",2986,2015-04-01
"УМ-Банк лицензия № 1441, Свердловская обл.",2970,2015-04-01
"Республиканский Кредитный Альянс лицензия № 3017, Москва и обл.",2938,2015-04-01
"Профессионал Банк лицензия № 2471, Москва и обл.",2920,2015-04-01
"Энергобанк лицензия № 67, Татарстан",2904,2015-04-01
"ГРиС-Банк лицензия № 1928, Ставропольский край",2899,2015-04-01
"Эльбин лицензия № 2267, Дагестан",2891,2015-04-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",2878,2015-04-01
"СМБ-Банк лицензия № 3504, Санкт-Петербург и обл.",2838,2015-04-01
"РусьРегионБанк лицензия № 685, Москва и обл.",2777,2015-04-01
"Юнистрим лицензия № 3467, Москва и обл.",2774,2015-04-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",2735,2015-04-01
"РБА лицензия № 3413, Москва и обл.",2716,2015-04-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",2714,2015-04-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",2697,2015-04-01
"Сибнефтебанк лицензия № 385, Тюменская обл.",2689,2015-04-01
"Промсбербанк лицензия № 1043, Москва и обл.",2666,2015-04-01
"ОТП Банк лицензия № 2766, Москва и обл.",2639,2015-04-01
"Балтика лицензия № 967, Москва и обл.",2624,2015-04-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",2616,2015-04-01
"Экспресс-Волга лицензия № 3085, Саратовская обл.",2603,2015-04-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Костромская обл.",2575,2015-04-01
"Южный Региональный Банк лицензия № 3015, Ростовская обл.",2563,2015-04-01
"Руссобанк лицензия № 2313, Москва и обл.",2543,2015-04-01
"Унифондбанк лицензия № 3416, Москва и обл.",2517,2015-04-01
"Пойдем! лицензия № 2534, Москва и обл.",2498,2015-04-01
"Народный Инвестиционный Банк лицензия № 2876, Самарская обл.",2454,2015-04-01
"Пробизнесбанк лицензия № 2412, Москва и обл.",2444,2015-04-01
"Банк МБФИ лицензия № 2073, Москва и обл.",2421,2015-04-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",2406,2015-04-01
"Идея Банк лицензия № 430, Краснодарский край",2395,2015-04-01
"Оргбанк лицензия № 3312, Москва и обл.",2391,2015-04-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",2367,2015-04-01
"Крокус-Банк лицензия № 2682, Москва и обл.",2345,2015-04-01
"Почта Банк лицензия № 650, Москва и обл.",2322,2015-04-01
"Балтийский Банк лицензия № 128, Санкт-Петербург и обл.",2304,2015-04-01
"Уралприватбанк лицензия № 153, Свердловская обл.",2280,2015-04-01
"Русский Стандарт лицензия № 2289, Москва и обл.",2272,2015-04-01
"ПИР Банк лицензия № 2655, Москва и обл.",2264,2015-04-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",2262,2015-04-01
"Межрегионбанк лицензия № 1059, Москва и обл.",2250,2015-04-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",2227,2015-04-01
"МАК-Банк лицензия № 1088, Москва и обл.",2212,2015-04-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",2195,2015-04-01
"БМ-Банк лицензия № 2748, Москва и обл.",2188,2015-04-01
"Сельмашбанк лицензия № 106, Ростовская обл.",2173,2015-04-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",2172,2015-04-01
"Региональный Банк Развития лицензия № 2782, Башкортостан",2172,2015-04-01
"Расчетный Дом лицензия № 3350, Москва и обл.",2172,2015-04-01
"Инвест-Экобанк лицензия № 1956, Санкт-Петербург и обл.",2161,2015-04-01
"Газэнергобанк лицензия № 3252, Калужская обл.",2140,2015-04-01
"Смартбанк лицензия № 3408, Москва и обл.",2126,2015-04-01
"Финам Банк лицензия № 2799, Москва и обл.",2113,2015-04-01
"Автоторгбанк лицензия № 2776, Москва и обл.",2101,2015-04-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",2100,2015-04-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",2090,2015-04-01
"Зернобанк лицензия № 2337, Алтайский край",2073,2015-04-01
"Миръ лицензия № 3089, Москва и обл.",2066,2015-04-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",2062,2015-04-01
"Олма-Банк лицензия № 3250, Москва и обл.",2054,2015-04-01
"Интеркредит лицензия № 3047, Москва и обл.",2045,2015-04-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",2039,2015-04-01
"Элита лицензия № 1399, Калужская обл.",2039,2015-04-01
"Дом-Банк лицензия № 3209, Москва и обл.",2033,2015-04-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",2031,2015-04-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",2030,2015-04-01
"РСКБ лицензия № 2050, Москва и обл.",2029,2015-04-01
"Бинбанк Сургут лицензия № 1701, Ханты-Мансийский АО — Югра",2006,2015-04-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",2000,2015-04-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",1960,2015-04-01
"Ермак лицензия № 1809, Ханты-Мансийский АО — Югра",1951,2015-04-01
"МВС Банк лицензия № 2407, Дагестан",1948,2015-04-01
"Строительно-Коммерческий Банк лицензия № 3050, Санкт-Петербург и обл.",1947,2015-04-01
"Соколовский лицензия № 2830, Москва и обл.",1945,2015-04-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",1945,2015-04-01
"Кетовский Коммерческий Банк лицензия № 842, Курганская обл.",1944,2015-04-01
"Региональный Банк Сбережений лицензия № 3367, Москва и обл.",1940,2015-04-01
"Вакобанк лицензия № 1291, Псковская обл.",1940,2015-04-01
"Мосстройэкономбанк (М Банк) лицензия № 948, Москва и обл.",1904,2015-04-01
"Резерв лицензия № 2364, Челябинская обл.",1899,2015-04-01
"Анкор Банк лицензия № 889, Татарстан",1895,2015-04-01
"Новое Время лицензия № 3492, Москва и обл.",1880,2015-04-01
"Майский лицензия № 1673, Кабардино-Балкария",1873,2015-04-01
"Еврокапитал-Альянс лицензия № 3459, Ярославская обл.",1860,2015-04-01
"Россита-Банк лицензия № 3257, Москва и обл.",1855,2015-04-01
"Промтрансбанк лицензия № 2638, Башкортостан",1833,2015-04-01
"МДМ Банк лицензия № 2562, Москва и обл.",1831,2015-04-01
"Агроинкомбанк лицензия № 1946, Астраханская обл.",1820,2015-04-01
"Металлург лицензия № 2877, Москва и обл.",1819,2015-04-01
"Снежинский лицензия № 1376, Челябинская обл.",1816,2015-04-01
"Кольцо Урала лицензия № 65, Свердловская обл.",1814,2015-04-01
"Интеркоопбанк лицензия № 2803, Москва и обл.",1811,2015-04-01
"Континент Финанс лицензия № 149, Калужская обл.",1810,2015-04-01
"ЮМК лицензия № 3495, Краснодарский край",1803,2015-04-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",1799,2015-04-01
"Первомайский лицензия № 518, Краснодарский край",1794,2015-04-01
"Норвик Банк лицензия № 902, Кировская обл.",1759,2015-04-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",1756,2015-04-01
"Кредо Финанс лицензия № 793, Дагестан",1751,2015-04-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",1741,2015-04-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",1739,2015-04-01
"Промэнергобанк лицензия № 2728, Вологодская обл.",1739,2015-04-01
"Коммерческий Индо Банк лицензия № 3446, Москва и обл.",1738,2015-04-01
"Банк ВВБ лицензия № 1093, Ярославская обл.",1729,2015-04-01
"Севергазбанк лицензия № 2816, Вологодская обл.",1724,2015-04-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",1709,2015-04-01
"Н-Банк лицензия № 3493, Москва и обл.",1708,2015-04-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",1699,2015-04-01
"Траст Капитал Банк лицензия № 2741, Москва и обл.",1694,2015-04-01
"Бум-Банк лицензия № 1137, Кабардино-Балкария",1693,2015-04-01
"Аресбанк лицензия № 2914, Москва и обл.",1690,2015-04-01
"Альта-Банк лицензия № 2269, Москва и обл.",1690,2015-04-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",1687,2015-04-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.",1670,2015-04-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",1666,2015-04-01
"Межрегиональный Почтовый Банк лицензия № 3171, Москва и обл.",1662,2015-04-01
"Евромет лицензия № 2902, Москва и обл.",1654,2015-04-01
"Апабанк лицензия № 2404, Москва и обл.",1654,2015-04-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",1652,2015-04-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",1649,2015-04-01
"Ростфинанс лицензия № 481, Ростовская обл.",1646,2015-04-01
"Собинбанк лицензия № 1317, Москва и обл.",1646,2015-04-01
"Земкомбанк лицензия № 574, Ростовская обл.",1638,2015-04-01
"Тайдон лицензия № 2085, Кемеровская обл.",1638,2015-04-01
"Дорис Банк лицензия № 1679, Москва и обл.",1635,2015-04-01
"Мико-Банк лицензия № 3195, Москва и обл.",1622,2015-04-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",1616,2015-04-01
"Континенталь лицензия № 3184, Ставропольский край",1611,2015-04-01
"Энтузиастбанк лицензия № 3048, Москва и обл.",1591,2015-04-01
"Океан Банк лицензия № 1697, Москва и обл.",1584,2015-04-01
"Аспект лицензия № 608, Москва и обл.",1583,2015-04-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",1563,2015-04-01
"Кедр лицензия № 1574, Красноярский край",1555,2015-04-01
"Эксперт Банк лицензия № 2949, Омская обл.",1552,2015-04-01
"Ноосфера лицензия № 2650, Республика Алтай",1552,2015-04-01
"АйМаниБанк лицензия № 1975, Москва и обл.",1541,2015-04-01
"Зенит Сочи лицензия № 232, Краснодарский край",1536,2015-04-01
"Акция лицензия № 927, Ивановская обл.",1535,2015-04-01
"Петрокоммерц лицензия № 1776, Москва и обл.",1531,2015-04-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",1516,2015-04-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",1514,2015-04-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",1507,2015-04-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",1503,2015-04-01
"Хованский лицензия № 2145, Москва и обл.",1500,2015-04-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",1492,2015-04-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",1486,2015-04-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",1483,2015-04-01
"Великие Луки Банк лицензия № 598, Псковская обл.",1478,2015-04-01
"БыстроБанк лицензия № 1745, Удмуртия",1472,2015-04-01
"СИАБ лицензия № 3245, Санкт-Петербург и обл.",1470,2015-04-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",1469,2015-04-01
"Авангард лицензия № 2879, Москва и обл.",1466,2015-04-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",1448,2015-04-01
"Развитие лицензия № 2729, Карачаево-Черкесия",1447,2015-04-01
"Курган лицензия № 2568, Курганская обл.",1433,2015-04-01
"Холмск лицензия № 503, Сахалинская обл.",1428,2015-04-01
"Газбанк лицензия № 2316, Самарская обл.",1425,2015-04-01
"Совкомбанк лицензия № 963, Костромская обл.",1415,2015-04-01
"Регнум лицензия № 3373, Москва и обл.",1414,2015-04-01
"Джаст Банк лицензия № 3503, Москва и обл.",1408,2015-04-01
"Сириус лицензия № 3506, Омская обл.",1403,2015-04-01
"Дальневосточный Банк лицензия № 843, Приморский край",1401,2015-04-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",1392,2015-04-01
"Тульский Промышленник лицензия № 2382, Тульская обл.",1390,2015-04-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",1389,2015-04-01
"Примтеркомбанк лицензия № 21, Приморский край",1386,2015-04-01
"ИпоТек Банк лицензия № 2794, Москва и обл.",1386,2015-04-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",1383,2015-04-01
"Углеметбанк лицензия № 2997, Челябинская обл.",1376,2015-04-01
"Форус Банк лицензия № 3457, Нижегородская обл.",1374,2015-04-01
"Славянский Кредит лицензия № 2960, Москва и обл.",1361,2015-04-01
"Инвестиционный Союз лицензия № 637, Москва и обл.",1356,2015-04-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",1352,2015-04-01
"Коммерческий Банк Развития лицензия № 3364, Москва и обл.",1349,2015-04-01
"Форштадт лицензия № 2208, Оренбургская обл.",1349,2015-04-01
"Ханты-Мансийский банк Открытие лицензия № 1971, Москва и обл.",1345,2015-04-01
"Курскпромбанк лицензия № 735, Курская обл.",1344,2015-04-01
"Альфа-Банк лицензия № 1326, Москва и обл.",1337,2015-04-01
"СКБ-Банк лицензия № 705, Свердловская обл.",1335,2015-04-01
"Югра лицензия № 880, Ханты-Мансийский АО — Югра",1334,2015-04-01
"Социнвестбанк лицензия № 1132, Башкортостан",1325,2015-04-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",1324,2015-04-01
"Левобережный лицензия № 1343, Новосибирская обл.",1304,2015-04-01
"Эно лицензия № 1988, Краснодарский край",1300,2015-04-01
"Сибэс лицензия № 208, Омская обл.",1297,2015-04-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",1294,2015-04-01
"Объединенный Банк Промышленных Инвестиций лицензия № 2626, Москва и обл.",1285,2015-04-01
"Алтынбанк лицензия № 2070, Татарстан",1278,2015-04-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",1276,2015-04-01
"Оренбург лицензия № 3269, Оренбургская обл.",1276,2015-04-01
"Прохладный лицензия № 874, Кабардино-Балкария",1275,2015-04-01
"Плюс Банк лицензия № 1189, Москва и обл.",1269,2015-04-01
