Лицензия_банк,ИД_200,дата
"Снежинский лицензия № 1376, Челябинская обл.",1 154 517,2010-04-01
"Инвестбанк лицензия № 107, Калининградская обл.",1 128 183,2010-04-01
"Финам Банк лицензия № 2799, Москва и обл.",1 125 441,2010-04-01
"СДМ-Банк лицензия № 1637, Москва и обл.",1 116 244,2010-04-01
"Первый Республиканский Банк лицензия № 1730, Москва и обл.",1 114 709,2010-04-01
"Баренцбанк лицензия № 2188, Мурманская обл.",1 107 909,2010-04-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",1 107 594,2010-04-01
"Екатеринбург лицензия № 3161, Свердловская обл.",1 081 213,2010-04-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",1 067 354,2010-04-01
"БайкалБанк лицензия № 2632, Бурятия",1 056 888,2010-04-01
"Плюс Банк лицензия № 1189, Омская обл.",1 056 298,2010-04-01
"лицензия № ,",1 049 447,2010-04-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",1 048 255,2010-04-01
"ЦентроКредит лицензия № 121, Москва и обл.",1 045 322,2010-04-01
"Русстройбанк лицензия № 3205, Москва и обл.",1 043 033,2010-04-01
"СБ Банк (Судостроительный банк) лицензия № 2999, Москва и обл.",1 042 617,2010-04-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",1 041 558,2010-04-01
"Славянский Кредит лицензия № 2960, Москва и обл.",1 033 154,2010-04-01
"Энергобанк лицензия № 67, Татарстан",1 027 359,2010-04-01
"МБА-Москва лицензия № 3395, Москва и обл.",1 026 855,2010-04-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",1 024 198,2010-04-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",1 016 263,2010-04-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",1 015 594,2010-04-01
"Кранбанк лицензия № 2271, Ивановская обл.",1 007 606,2010-04-01
"Акибанк лицензия № 2587, Татарстан",1 004 338,2010-04-01
"Форус Банк лицензия № 3457, Нижегородская обл.",997 229,2010-04-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",994 126,2010-04-01
"Кольцо Урала лицензия № 65, Свердловская обл.",990 926,2010-04-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",986 493,2010-04-01
"Банк24.ру лицензия № 2227, Свердловская обл.",978 309,2010-04-01
"Потенциал лицензия № 1019, Самарская обл.",978 245,2010-04-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",973 775,2010-04-01
"Новосибирский Муниципальный Банк лицензия № 2786, Новосибирская обл.",966 425,2010-04-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",961 505,2010-04-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",955 437,2010-04-01
"Развитие-Столица лицензия № 3013, Москва и обл.",954 580,2010-04-01
"Газэнергобанк лицензия № 3252, Калужская обл.",949 841,2010-04-01
"Сетелем Банк лицензия № 2168, Москва и обл.",944 052,2010-04-01
"Хлынов лицензия № 254, Кировская обл.",943 134,2010-04-01
"Колыма-Банк лицензия № 1076, Магаданская обл.",936 674,2010-04-01
"Башкомснаббанк лицензия № 1398, Башкортостан",928 083,2010-04-01
"Башпромбанк лицензия № 1006, Башкортостан",927 371,2010-04-01
"Интрастбанк лицензия № 3144, Москва и обл.",897 495,2010-04-01
"Компания Розничного Кредитования лицензия № 3385, Москва и обл.",893 242,2010-04-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",886 682,2010-04-01
"Девон-Кредит лицензия № 1972, Татарстан",879 137,2010-04-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",876 918,2010-04-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.",849 870,2010-04-01
"Пушкино лицензия № 391, Москва и обл.",849 087,2010-04-01
"РН Банк лицензия № 170, Омская обл.",825 583,2010-04-01
"Вега-Банк лицензия № 3270, Москва и обл.",824 034,2010-04-01
"Металлинвестбанк лицензия № 2440, Москва и обл.",813 544,2010-04-01
"Банк Премьер Кредит лицензия № 1663, Коми",808 996,2010-04-01
"Банк Проектного Финансирования лицензия № 1677, Москва и обл.",805 972,2010-04-01
"НС Банк лицензия № 3124, Москва и обл.",794 654,2010-04-01
"Стройвестбанк лицензия № 1667, Калининградская обл.",783 819,2010-04-01
"Акцепт лицензия № 567, Новосибирская обл.",774 933,2010-04-01
"Социнвестбанк лицензия № 1132, Башкортостан",761 924,2010-04-01
"Промтрансбанк лицензия № 2638, Башкортостан",749 998,2010-04-01
"Экспресс лицензия № 3084, Дагестан",733 999,2010-04-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",733 977,2010-04-01
"Форштадт лицензия № 2208, Оренбургская обл.",721 156,2010-04-01
"Камабанк лицензия № 803, Пермская обл.",718 581,2010-04-01
"Курскпромбанк лицензия № 735, Курская обл.",717 685,2010-04-01
"Ишбанк лицензия № 2867, Москва и обл.",695 870,2010-04-01
"Холдинг-Кредит лицензия № 3030, Москва и обл.",690 373,2010-04-01
"КС Банк лицензия № 1752, Мордовия",685 999,2010-04-01
"Енисейский Объединенный Банк лицензия № 2645, Красноярский край",681 383,2010-04-01
"Автоградбанк лицензия № 1455, Татарстан",675 311,2010-04-01
"Волжский Социальный Банк лицензия № 2428, Самарская обл.",667 136,2010-04-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",660 087,2010-04-01
"Норвик Банк лицензия № 902, Кировская обл.",641 261,2010-04-01
"АФ Банк лицензия № 991, Башкортостан",638 260,2010-04-01
"Уралфинпромбанк лицензия № 3119, Свердловская обл.",636 886,2010-04-01
"Славянский Банк лицензия № 383, Москва и обл.",633 089,2010-04-01
"Аресбанк лицензия № 2914, Москва и обл.",626 342,2010-04-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",625 889,2010-04-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",621 781,2010-04-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",619 215,2010-04-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",614 720,2010-04-01
"Темпбанк лицензия № 55, Москва и обл.",612 118,2010-04-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",608 106,2010-04-01
"Уссури лицензия № 596, Хабаровский край",607 694,2010-04-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",605 262,2010-04-01
"Новикомбанк лицензия № 2546, Москва и обл.",597 899,2010-04-01
"Интеркоммерц Банк лицензия № 1657, Москва и обл.",595 344,2010-04-01
"Огни Москвы лицензия № 2328, Москва и обл.",587 714,2010-04-01
"Алемар лицензия № 2384, Новосибирская обл.",583 985,2010-04-01
"Мой Банк лицензия № 2939, Москва и обл.",580 303,2010-04-01
"Витас Банк лицензия № 1955, Москва и обл.",578 998,2010-04-01
"Сембанк лицензия № 2606, Москва и обл.",573 528,2010-04-01
"Эсидбанк лицензия № 1991, Дагестан",571 472,2010-04-01
"Стромкомбанк лицензия № 404, Красноярский край",568 082,2010-04-01
"Нико-Банк лицензия № 702, Оренбургская обл.",560 686,2010-04-01
"Европейский Трастовый Банк лицензия № 2968, Москва и обл.",548 909,2010-04-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",546 463,2010-04-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",545 465,2010-04-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",543 793,2010-04-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",543 638,2010-04-01
"Славия лицензия № 2664, Москва и обл.",541 654,2010-04-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",540 682,2010-04-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",539 995,2010-04-01
"СМП Банк лицензия № 3368, Москва и обл.",535 353,2010-04-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",529 195,2010-04-01
"Держава лицензия № 2738, Москва и обл.",525 788,2010-04-01
"ОФК Банк лицензия № 2270, Москва и обл.",522 415,2010-04-01
"Россия лицензия № 328, Санкт-Петербург и обл.",522 091,2010-04-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",514 033,2010-04-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",512 944,2010-04-01
"Рост Банк лицензия № 2888, Татарстан",511 343,2010-04-01
"Енисей лицензия № 474, Красноярский край",506 448,2010-04-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",504 074,2010-04-01
"Промсбербанк лицензия № 1043, Москва и обл.",498 132,2010-04-01
"Ярсоцбанк лицензия № 828, Ярославская обл.",496 659,2010-04-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",495 988,2010-04-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",492 982,2010-04-01
"Сибсоцбанк лицензия № 2015, Алтайский край",481 803,2010-04-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",477 864,2010-04-01
"Замоскворецкий лицензия № 1640, Москва и обл.",471 452,2010-04-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",469 769,2010-04-01
"Капитал лицензия № 575, Москва и обл.",468 326,2010-04-01
"Пульс Столицы лицензия № 3002, Москва и обл.",462 335,2010-04-01
"Навигатор лицензия № 2469, Москва и обл.",457 429,2010-04-01
"Ижкомбанк лицензия № 646, Удмуртия",455 143,2010-04-01
"Фининвест лицензия № 671, Москва и обл.",448 197,2010-04-01
"С банк лицензия № 2581, Москва и обл.",437 438,2010-04-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",435 596,2010-04-01
"Первый Экспресс лицензия № 3237, Тульская обл.",423 731,2010-04-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",422 486,2010-04-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",419 222,2010-04-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",418 958,2010-04-01
"Экономбанк лицензия № 1319, Саратовская обл.",418 722,2010-04-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",418 563,2010-04-01
"Связной Банк лицензия № 1961, Москва и обл.",414 076,2010-04-01
"Волгопромбанк лицензия № 701, Волгоградская обл.",410 472,2010-04-01
"Мосстройэкономбанк (М Банк) лицензия № 948, Москва и обл.",406 695,2010-04-01
"Югра лицензия № 880, Тюменская обл.",404 695,2010-04-01
"Ноосфера лицензия № 2650, Республика Алтай",403 781,2010-04-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",402 410,2010-04-01
"Аделантбанк лицензия № 1835, Москва и обл.",400 940,2010-04-01
"Бинбанк Сургут лицензия № 1701, Тюменская обл.",398 214,2010-04-01
"Империя лицензия № 2535, Москва и обл.",396 531,2010-04-01
"Ермак лицензия № 1809, Тюменская обл.",395 358,2010-04-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",388 561,2010-04-01
"МАК-Банк лицензия № 1088, Москва и обл.",382 736,2010-04-01
"Хованский лицензия № 2145, Москва и обл.",381 295,2010-04-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",379 898,2010-04-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",376 933,2010-04-01
"Донкомбанк лицензия № 492, Ростовская обл.",373 222,2010-04-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",372 241,2010-04-01
"Столичный Торговый Банк лицензия № 2797, Москва и обл.",369 650,2010-04-01
"Ланта-Банк лицензия № 1920, Москва и обл.",366 467,2010-04-01
"Международный Промышленный Банк лицензия № 2056, Москва и обл.",364 856,2010-04-01
"Ренессанс лицензия № 1939, Москва и обл.",364 845,2010-04-01
"Крокус-Банк лицензия № 2682, Москва и обл.",364 040,2010-04-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",363 352,2010-04-01
"Профессионал Банк (бывш. Наш Дом) лицензия № 3296, Москва и обл.",357 903,2010-04-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",354 936,2010-04-01
"Инвест-Экобанк лицензия № 1956, Санкт-Петербург и обл.",353 716,2010-04-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",352 721,2010-04-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",352 393,2010-04-01
"Интехбанк лицензия № 2705, Татарстан",352 028,2010-04-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",350 971,2010-04-01
"Республиканский Банк лицензия № 3277, Москва и обл.",348 480,2010-04-01
"ГринКомБанк лицензия № 1184, Иркутская обл.",345 003,2010-04-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",342 497,2010-04-01
"Стратегия лицензия № 2801, Москва и обл.",339 267,2010-04-01
"РСКБ лицензия № 2050, Москва и обл.",337 164,2010-04-01
"Клиентский лицензия № 2324, Москва и обл.",336 832,2010-04-01
"ВТБ Северо-Запад лицензия № 439, Санкт-Петербург и обл.",336 329,2010-04-01
"Трансстройбанк лицензия № 2807, Москва и обл.",333 877,2010-04-01
"МАСТ-Банк лицензия № 3267, Москва и обл.",330 449,2010-04-01
"Трастовый Республиканский Банк лицензия № 3404, Москва и обл.",327 805,2010-04-01
"Уралприватбанк лицензия № 153, Свердловская обл.",327 448,2010-04-01
"Эргобанк лицензия № 2856, Москва и обл.",323 747,2010-04-01
"Банк Раунд лицензия № 2506, Москва и обл.",323 710,2010-04-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",316 056,2010-04-01
"Банк ИТБ лицензия № 3128, Москва и обл.",309 275,2010-04-01
"Банк Агора лицензия № 3231, Москва и обл.",308 849,2010-04-01
"Спецсетьстройбанк лицензия № 3062, Москва и обл.",304 420,2010-04-01
"Нота-Банк лицензия № 2913, Москва и обл.",302 591,2010-04-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",301 593,2010-04-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",300 048,2010-04-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",297 639,2010-04-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",297 227,2010-04-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",296 423,2010-04-01
"Северный Народный Банк лицензия № 2721, Коми",291 357,2010-04-01
"Новация лицензия № 840, Адыгея",289 574,2010-04-01
"Крыловский лицензия № 456, Краснодарский край",288 905,2010-04-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",287 023,2010-04-01
"Мультибанк лицензия № 2235, Москва и обл.",286 708,2010-04-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",285 898,2010-04-01
"Вокбанк лицензия № 312, Нижегородская обл.",285 223,2010-04-01
"Экспо Финанс лицензия № 2594, Москва и обл.",284 238,2010-04-01
"Дагестан лицензия № 543, Дагестан",284 078,2010-04-01
"Аксонбанк лицензия № 680, Костромская обл.",284 015,2010-04-01
"Орловский Социальный Банк лицензия № 2921, Орловская обл.",283 768,2010-04-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",283 090,2010-04-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",281 874,2010-04-01
"Белгородпромстройбанк лицензия № 1816, Белгородская обл.",279 145,2010-04-01
"Ноябрьскнефтекомбанк лицензия № 2274, Тюменская обл.",278 281,2010-04-01
"Солид Банк лицензия № 1329, Камчатская обл.",278 236,2010-04-01
"Банк БКФ лицензия № 2684, Москва и обл.",275 644,2010-04-01
"Синко-Банк лицензия № 2838, Москва и обл.",274 805,2010-04-01
"Народный Кредит лицензия № 2401, Москва и обл.",273 497,2010-04-01
"Турбобанк лицензия № 3203, Санкт-Петербург и обл.",273 494,2010-04-01
"Росэнергобанк лицензия № 2211, Москва и обл.",272 656,2010-04-01
"Сервис-Резерв лицензия № 2034, Москва и обл.",272 564,2010-04-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",268 081,2010-04-01
"ОПМ-Банк лицензия № 2734, Москва и обл.",267 832,2010-04-01
"Дил-Банк лицензия № 3384, Москва и обл.",265 016,2010-04-01
"Ростпромстройбанк лицензия № 1705, Ростовская обл.",263 321,2010-04-01
"Региональный Кредитный Банк лицензия № 1608, Калининградская обл.",263 065,2010-04-01
"Зенит Сочи лицензия № 232, Краснодарский край",261 478,2010-04-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",259 450,2010-04-01
"ИТ Банк лицензия № 2609, Омская обл.",257 727,2010-04-01
"Эльбин лицензия № 2267, Дагестан",257 454,2010-04-01
"Таатта лицензия № 1249, Саха (Якутия)",256 304,2010-04-01
"Образование лицензия № 1521, Москва и обл.",255 234,2010-04-01
"Канский лицензия № 860, Красноярский край",253 230,2010-04-01
"Евроальянс лицензия № 1781, Ивановская обл.",249 213,2010-04-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",247 888,2010-04-01
"Банк Казани лицензия № 708, Татарстан",247 430,2010-04-01
"Унифондбанк лицензия № 3416, Москва и обл.",245 374,2010-04-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",245 059,2010-04-01
"Инкредбанк лицензия № 3405, Москва и обл.",242 160,2010-04-01
"Донхлеббанк лицензия № 2285, Ростовская обл.",240 815,2010-04-01
"Земский Банк лицензия № 2900, Самарская обл.",239 808,2010-04-01
"Богородский Муниципальный Банк лицензия № 2992, Москва и обл.",239 124,2010-04-01
"Инвестиционный Союз лицензия № 637, Москва и обл.",239 028,2010-04-01
"Агророс лицензия № 2860, Саратовская обл.",238 492,2010-04-01
"Новобанк лицензия № 1352, Новгородская обл.",237 427,2010-04-01
"Кубань Кредит лицензия № 2518, Краснодарский край",234 435,2010-04-01
"Морской Банк лицензия № 77, Москва и обл.",234 407,2010-04-01
"Владпромбанк лицензия № 870, Владимирская обл.",233 303,2010-04-01
"ПВ-Банк лицензия № 634, Ульяновская обл.",233 010,2010-04-01
"Зернобанк лицензия № 2337, Алтайский край",232 404,2010-04-01
"Дон-Тексбанк лицензия № 1818, Ростовская обл.",232 240,2010-04-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",232 170,2010-04-01
"Транспортный лицензия № 3174, Москва и обл.",230 731,2010-04-01
"ЕАТП Банк лицензия № 1765, Астраханская обл.",230 437,2010-04-01
"Востокбизнесбанк лицензия № 1342, Приморский край",230 311,2010-04-01
"Банкирский Дом лицензия № 2928, Санкт-Петербург и обл.",229 987,2010-04-01
"Приморье лицензия № 3001, Приморский край",228 949,2010-04-01
"Региональный Банк Развития лицензия № 2782, Башкортостан",228 692,2010-04-01
"Одинбанк лицензия № 3197, Москва и обл.",228 674,2010-04-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",226 793,2010-04-01
"Европейский лицензия № 1616, Калининградская обл.",226 149,2010-04-01
"ГПБ-Ипотека лицензия № 2403, Москва и обл.",224 864,2010-04-01
"Металлург лицензия № 2877, Москва и обл.",223 176,2010-04-01
"Сибэс лицензия № 208, Омская обл.",222 127,2010-04-01
"Донинвест лицензия № 1617, Ростовская обл.",222 041,2010-04-01
"Национальный Банк Развития Бизнеса лицензия № 2795, Москва и обл.",221 568,2010-04-01
"Женская Микрофинансовая Cеть лицензия № 3458, Москва и обл.",220 844,2010-04-01
"Росдорбанк лицензия № 1573, Москва и обл.",218 595,2010-04-01
"Миллениум Банк лицензия № 3423, Москва и обл.",218 484,2010-04-01
"Спутник лицензия № 1071, Оренбургская обл.",217 091,2010-04-01
"Ураллига лицензия № 1626, Челябинская обл.",215 614,2010-04-01
"Венец лицензия № 524, Ульяновская обл.",215 586,2010-04-01
"Роспромбанк лицензия № 3204, Москва и обл.",214 688,2010-04-01
"Радиотехбанк лицензия № 1166, Нижегородская обл.",214 016,2010-04-01
"СИАБ лицензия № 3245, Санкт-Петербург и обл.",213 490,2010-04-01
"Уралфинанс лицензия № 1370, Свердловская обл.",213 371,2010-04-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",212 033,2010-04-01
"Легион лицензия № 3117, Москва и обл.",210 674,2010-04-01
"Рублев лицензия № 3098, Москва и обл.",210 393,2010-04-01
"МФТ-Банк лицензия № 3356, Москва и обл.",209 538,2010-04-01
"Синергия лицензия № 2884, Саратовская обл.",209 393,2010-04-01
"Промрегионбанк лицензия № 2123, Томская обл.",209 332,2010-04-01
"НОМОС-Банк-Сибирь лицензия № 410, Новосибирская обл.",208 772,2010-04-01
"Сибнефтебанк лицензия № 385, Тюменская обл.",206 940,2010-04-01
"Ассоциация лицензия № 732, Нижегородская обл.",206 142,2010-04-01
"Агросоюз лицензия № 1459, Оренбургская обл.",204 872,2010-04-01
"Лайтбанк лицензия № 3177, Москва и обл.",204 651,2010-04-01
"Международный Инвестиционный Банк лицензия № 2742, Москва и обл.",204 532,2010-04-01
"Саммит Банк лицензия № 85, Приморский край",203 035,2010-04-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",202 498,2010-04-01
"Мой Банк. Ипотека лицензия № 2436, Башкортостан",202 355,2010-04-01
"Межпромбанк Плюс лицензия № 3282, Москва и обл.",201 920,2010-04-01
"Объединенный Банк Развития лицензия № 3345, Москва и обл.",201 636,2010-04-01
"Новокиб лицензия № 1747, Кемеровская обл.",199 706,2010-04-01
"Совинком лицензия № 2302, Москва и обл.",199 675,2010-04-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",198 048,2010-04-01
"Нижегородпромстройбанк лицензия № 1851, Нижегородская обл.",197 614,2010-04-01
"ФорБанк лицензия № 2063, Алтайский край",196 062,2010-04-01
"Руссобанк лицензия № 2313, Москва и обл.",194 990,2010-04-01
"Контраст-Банк лицензия № 2857, Москва и обл.",193 812,2010-04-01
"Ганзакомбанк лицензия № 1734, Санкт-Петербург и обл.",192 022,2010-04-01
"Арсенал лицензия № 3000, Москва и обл.",191 736,2010-04-01
"Россита-Банк лицензия № 3257, Москва и обл.",190 932,2010-04-01
"Липецкий Областной Банк лицензия № 1794, Липецкая обл.",186 068,2010-04-01
"Метробанк лицензия № 2548, Москва и обл.",185 951,2010-04-01
"Метрополь лицензия № 1639, Москва и обл.",184 735,2010-04-01
"Аверс лицензия № 415, Татарстан",184 700,2010-04-01
"Углеметбанк лицензия № 2997, Челябинская обл.",182 703,2010-04-01
"Холмск лицензия № 503, Сахалинская обл.",181 657,2010-04-01
"Ипотека-Инвест лицензия № 3070, Татарстан",180 510,2010-04-01
"Тамбовкредитпромбанк лицензия № 1312, Тамбовская обл.",180 348,2010-04-01
"Тагилбанк лицензия № 1635, Свердловская обл.",177 932,2010-04-01
"Мираф-Банк лицензия № 2244, Омская обл.",175 340,2010-04-01
"Кредит-Москва лицензия № 5, Москва и обл.",173 554,2010-04-01
"Тарханы лицензия № 459, Пензенская обл.",172 961,2010-04-01
"Лесбанк лицензия № 1598, Москва и обл.",172 733,2010-04-01
"Система лицензия № 2846, Москва и обл.",171 803,2010-04-01
"Новый Символ лицензия № 370, Москва и обл.",171 771,2010-04-01
"Камчатка лицензия № 2966, Камчатская обл.",171 615,2010-04-01
"Почтобанк лицензия № 1788, Пермская обл.",169 886,2010-04-01
"ББР Банк лицензия № 2929, Москва и обл.",169 157,2010-04-01
"НБК-Банк лицензия № 3283, Москва и обл.",168 821,2010-04-01
"Профит Банк лицензия № 3234, Москва и обл.",167 832,2010-04-01
"Бузулукбанк лицензия № 1282, Оренбургская обл.",167 659,2010-04-01
"Радиан лицензия № 1675, Иркутская обл.",167 302,2010-04-01
"Сиббизнесбанк лицензия № 2539, Тюменская обл.",167 140,2010-04-01
"Еврокоммерц лицензия № 1777, Москва и обл.",165 836,2010-04-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",164 920,2010-04-01
"Русский Земельный Банк лицензия № 2810, Москва и обл.",164 547,2010-04-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",164 176,2010-04-01
"Альба Альянс лицензия № 2593, Москва и обл.",163 874,2010-04-01
"Старый Кремль лицензия № 2657, Москва и обл.",163 301,2010-04-01
"ЕвроситиБанк лицензия № 1869, Ставропольский край",161 703,2010-04-01
"Кросна-Банк лицензия № 2607, Москва и обл.",161 046,2010-04-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",160 509,2010-04-01
"АМБ Банк лицензия № 3036, Москва и обл.",159 799,2010-04-01
"Башинвестбанк лицензия № 2189, Башкортостан",159 242,2010-04-01
"Выборг-Банк лицензия № 720, Санкт-Петербург и обл.",159 191,2010-04-01
"Континент Финанс лицензия № 149, Калужская обл.",158 513,2010-04-01
"Техноком лицензия № 2614, Москва и обл.",156 034,2010-04-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",155 618,2010-04-01
"Донбанк лицензия № 2984, Ростовская обл.",155 214,2010-04-01
"Автоторгбанк лицензия № 2776, Москва и обл.",154 914,2010-04-01
"Охотный Ряд лицензия № 3375, Москва и обл.",154 267,2010-04-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",153 978,2010-04-01
"Центркомбанк лицензия № 2983, Москва и обл.",153 674,2010-04-01
"Космос лицензия № 2245, Москва и обл.",153 145,2010-04-01
"Экопромбанк лицензия № 2011, Пермская обл.",153 125,2010-04-01
"Смолевич лицензия № 1121, Смоленская обл.",152 830,2010-04-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",152 363,2010-04-01
"Элита лицензия № 1399, Калужская обл.",150 859,2010-04-01
"Национальный Республиканский Банк лицензия № 3359, Москва и обл.",148 007,2010-04-01
"Платина лицензия № 2347, Москва и обл.",147 316,2010-04-01
"Евразбанк лицензия № 1676, Москва и обл.",146 850,2010-04-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",146 529,2010-04-01
"Тихоокеанский Внешторгбанк лицензия № 1378, Сахалинская обл.",146 205,2010-04-01
"Регион лицензия № 233, Ярославская обл.",146 199,2010-04-01
"Смартбанк лицензия № 3408, Москва и обл.",146 091,2010-04-01
"РИТЦ Банк лицензия № 2677, Москва и обл.",145 386,2010-04-01
"Финанс Бизнес Банк лицензия № 520, Краснодарский край",144 967,2010-04-01
"Иваново лицензия № 1763, Ивановская обл.",140 763,2010-04-01
"Ипозембанк лицензия № 3026, Самарская обл.",140 499,2010-04-01
"ИР-Кредит лицензия № 1724, Москва и обл.",140 261,2010-04-01
"Промэнергобанк лицензия № 2728, Вологодская обл.",139 965,2010-04-01
"КОР лицензия № 2148, Волгоградская обл.",139 782,2010-04-01
"Кроссинвестбанк лицензия № 2849, Москва и обл.",139 547,2010-04-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",138 710,2010-04-01
"Эллипс Банк лицензия № 1950, Нижегородская обл.",137 286,2010-04-01
"Тусар лицензия № 2712, Москва и обл.",136 684,2010-04-01
"Примтеркомбанк лицензия № 21, Приморский край",135 727,2010-04-01
"Социум-Банк лицензия № 2881, Москва и обл.",135 543,2010-04-01
"Банк Развития Региона лицензия № 3315, Северная Осетия — Алания",134 859,2010-04-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",133 519,2010-04-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",132 535,2010-04-01
"Юникорбанк лицензия № 2586, Москва и обл.",132 509,2010-04-01
"Дружба лицензия № 990, Тюменская обл.",132 191,2010-04-01
"Нарат лицензия № 1902, Саратовская обл.",132 071,2010-04-01
"Анталбанк лицензия № 3115, Москва и обл.",131 402,2010-04-01
"Столичный Кредит лицензия № 2853, Москва и обл.",130 893,2010-04-01
"Нижневолжский Коммерческий Банк лицензия № 931, Саратовская обл.",130 850,2010-04-01
"Вкабанк лицензия № 1027, Астраханская обл.",130 192,2010-04-01
"Онего лицензия № 2484, Карелия",129 895,2010-04-01
"Центрально-Европейский Банк лицензия № 2670, Москва и обл.",128 690,2010-04-01
"Преодоление лицензия № 2649, Москва и обл.",128 553,2010-04-01
"Рублевский лицензия № 2192, Москва и обл.",128 465,2010-04-01
"Транснациональный Банк лицензия № 2108, Москва и обл.",128 121,2010-04-01
