Лицензия_банк,ИД_200,дата
"Совкомбанк лицензия № 963, Костромская обл.",9 268 528,2010-02-01
"Банк Интеза лицензия № 2216, Москва и обл.",9 236 445,2010-02-01
"Балтийский Банк лицензия № 128, Москва и обл.",9 156 518,2010-02-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",8 723 674,2010-02-01
"Газбанк лицензия № 2316, Самарская обл.",8 473 880,2010-02-01
"Петрокоммерц лицензия № 1776, Москва и обл.",8 243 679,2010-02-01
"Банк Зенит лицензия № 3255, Москва и обл.",7 785 805,2010-02-01
"Центр-инвест лицензия № 2225, Ростовская обл.",7 692 228,2010-02-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",7 256 592,2010-02-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",7 056 657,2010-02-01
"Авангард лицензия № 2879, Москва и обл.",6 874 783,2010-02-01
"Национальный Резервный Банк лицензия № 2170, Москва и обл.",6 603 499,2010-02-01
"Городской Ипотечный Банк лицензия № 1627, Москва и обл.",6 483 532,2010-02-01
"Внешпромбанк лицензия № 3261, Москва и обл.",6 364 261,2010-02-01
"Далькомбанк лицензия № 84, Хабаровский край",6 352 862,2010-02-01
"Собинбанк лицензия № 1317, Москва и обл.",6 005 777,2010-02-01
"Сургутнефтегазбанк лицензия № 588, Тюменская обл.",5 735 592,2010-02-01
"РосЕвроБанк лицензия № 3137, Москва и обл.",5 570 473,2010-02-01
"Сведбанк лицензия № 3064, Москва и обл.",5 507 078,2010-02-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",5 480 913,2010-02-01
"Уралсиб-Юг Банк лицензия № 457, Краснодарский край",5 442 195,2010-02-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",5 413 511,2010-02-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.",5 074 898,2010-02-01
"Московский Областной Банк лицензия № 1751, Москва и обл.",5 012 031,2010-02-01
"Бинбанк Столица лицензия № 3052, Москва и обл.",4 948 568,2010-02-01
"Экспресс-Волга лицензия № 3085, Саратовская обл.",4 718 239,2010-02-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",4 692 945,2010-02-01
"БМВ Банк лицензия № 3482, Москва и обл.",4 621 190,2010-02-01
"БыстроБанк лицензия № 1745, Удмуртия",4 524 671,2010-02-01
"Лада-Кредит лицензия № 2668, Самарская обл.",4 489 978,2010-02-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",4 482 256,2010-02-01
"Петровский лицензия № 729, Санкт-Петербург и обл.",4 335 446,2010-02-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.",4 216 302,2010-02-01
"Челиндбанк лицензия № 485, Челябинская обл.",4 183 330,2010-02-01
"Агропромкредит лицензия № 2880, Москва и обл.",4 110 875,2010-02-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",3 849 903,2010-02-01
"Локо-Банк лицензия № 2707, Москва и обл.",3 663 398,2010-02-01
"Мастер-Банк лицензия № 2176, Москва и обл.",3 656 427,2010-02-01
"Инвесткапиталбанк лицензия № 2377, Башкортостан",3 479 936,2010-02-01
"Татфондбанк лицензия № 3058, Татарстан",3 465 551,2010-02-01
"Тойота Банк лицензия № 3470, Москва и обл.",3 404 511,2010-02-01
"Урал ФД лицензия № 249, Пермская обл.",3 180 886,2010-02-01
"Газэнергопромбанк лицензия № 3284, Москва и обл.",3 112 804,2010-02-01
"Примсоцбанк лицензия № 2733, Приморский край",3 016 277,2010-02-01
"АМТ Банк лицензия № 2820, Москва и обл.",2 935 218,2010-02-01
"ВУЗ-Банк лицензия № 1557, Свердловская обл.",2 864 598,2010-02-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",2 836 953,2010-02-01
"Связь-Банк лицензия № 1470, Москва и обл.",2 800 712,2010-02-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",2 709 628,2010-02-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",2 695 981,2010-02-01
"Стройкредит лицензия № 18, Москва и обл.",2 615 732,2010-02-01
"Кедр лицензия № 1574, Москва и обл.",2 565 305,2010-02-01
"Соцгорбанк лицензия № 1827, Москва и обл.",2 513 528,2010-02-01
"ФИА-Банк лицензия № 2542, Самарская обл.",2 444 611,2010-02-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",2 405 866,2010-02-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",2 391 790,2010-02-01
"Национальный Торговый Банк лицензия № 3087, Самарская обл.",2 375 033,2010-02-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",2 329 167,2010-02-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",2 315 571,2010-02-01
"АБ Финанс лицензия № 514, Москва и обл.",2 288 122,2010-02-01
"Банк «Открытие» лицензия № 2179, Москва и обл.",2 243 662,2010-02-01
"Банк Финсервис лицензия № 3388, Москва и обл.",2 242 530,2010-02-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",2 236 072,2010-02-01
"Экспобанк лицензия № 2998, Москва и обл.",2 171 158,2010-02-01
"Российский Капитал лицензия № 2312, Москва и обл.",2 126 619,2010-02-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Калужская обл.",2 113 843,2010-02-01
"Первомайский лицензия № 518, Краснодарский край",2 094 773,2010-02-01
"Альта-Банк лицензия № 2269, Москва и обл.",2 070 276,2010-02-01
"Северная Казна лицензия № 2083, Свердловская обл.",2 070 023,2010-02-01
"Фора-Банк лицензия № 1885, Москва и обл.",2 060 919,2010-02-01
"Севергазбанк лицензия № 2816, Вологодская обл.",2 032 610,2010-02-01
"Банк РСБ 24 (Русславбанк) лицензия № 1073, Москва и обл.",2 029 834,2010-02-01
"НК Банк лицензия № 2755, Москва и обл.",1 997 455,2010-02-01
"Левобережный лицензия № 1343, Новосибирская обл.",1 951 584,2010-02-01
"Новокузнецкий Муниципальный Банк лицензия № 2865, Кемеровская обл.",1 922 979,2010-02-01
"Интерпромбанк лицензия № 3266, Москва и обл.",1 772 247,2010-02-01
"Оренбург лицензия № 3269, Оренбургская обл.",1 762 023,2010-02-01
"НБД-Банк лицензия № 1966, Нижегородская обл.",1 741 383,2010-02-01
"Тимер Банк лицензия № 1581, Татарстан",1 729 433,2010-02-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",1 721 460,2010-02-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",1 715 979,2010-02-01
"Пересвет лицензия № 2110, Москва и обл.",1 703 645,2010-02-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",1 629 444,2010-02-01
"Дальневосточный Банк лицензия № 843, Приморский край",1 615 916,2010-02-01
"Первобанк лицензия № 3461, Самарская обл.",1 611 808,2010-02-01
"Крайинвестбанк лицензия № 3360, Краснодарский край",1 577 177,2010-02-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",1 549 650,2010-02-01
"Смоленский Банк лицензия № 2029, Смоленская обл.",1 477 791,2010-02-01
"Спурт Банк лицензия № 2207, Татарстан",1 472 441,2010-02-01
"Донской Народный Банк лицензия № 2126, Ростовская обл.",1 469 679,2010-02-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",1 468 652,2010-02-01
"Банк АВБ лицензия № 23, Самарская обл.",1 463 196,2010-02-01
"ПИР Банк лицензия № 2655, Москва и обл.",1 418 104,2010-02-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",1 417 631,2010-02-01
"СтарБанк лицензия № 548, Тюменская обл.",1 401 364,2010-02-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",1 397 657,2010-02-01
"Волго-Камский Банк лицензия № 282, Самарская обл.",1 389 840,2010-02-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",1 369 504,2010-02-01
"Глобэкс лицензия № 1942, Москва и обл.",1 367 180,2010-02-01
"Русь лицензия № 704, Оренбургская обл.",1 342 162,2010-02-01
"Монетный Дом лицензия № 419, Челябинская обл.",1 319 637,2010-02-01
"Инвестбанк лицензия № 107, Калининградская обл.",1 298 435,2010-02-01
"Унифин лицензия № 2654, Москва и обл.",1 283 975,2010-02-01
"НОМОС-Региобанк лицензия № 539, Хабаровский край",1 262 885,2010-02-01
"АйМаниБанк лицензия № 1975, Республика Алтай",1 255 690,2010-02-01
"Сибирьгазбанк лицензия № 3042, Тюменская обл.",1 236 576,2010-02-01
"Приоритет лицензия № 3135, Самарская обл.",1 226 637,2010-02-01
"Первый Республиканский Банк лицензия № 1730, Москва и обл.",1 178 421,2010-02-01
"Банк24.ру лицензия № 2227, Свердловская обл.",1 159 061,2010-02-01
"Европейский Трастовый Банк лицензия № 2968, Москва и обл.",1 141 438,2010-02-01
"СДМ-Банк лицензия № 1637, Москва и обл.",1 122 732,2010-02-01
"СБ Банк (Судостроительный банк) лицензия № 2999, Москва и обл.",1 121 980,2010-02-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",1 121 863,2010-02-01
"Баренцбанк лицензия № 2188, Мурманская обл.",1 117 945,2010-02-01
"Плюс Банк лицензия № 1189, Омская обл.",1 115 582,2010-02-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",1 108 641,2010-02-01
"Екатеринбург лицензия № 3161, Свердловская обл.",1 107 407,2010-02-01
"БайкалБанк лицензия № 2632, Бурятия",1 104 597,2010-02-01
"Финам Банк лицензия № 2799, Москва и обл.",1 089 864,2010-02-01
"Энергобанк лицензия № 67, Татарстан",1 077 682,2010-02-01
"Снежинский лицензия № 1376, Челябинская обл.",1 068 036,2010-02-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",1 060 272,2010-02-01
"Славянский Кредит лицензия № 2960, Москва и обл.",1 058 899,2010-02-01
"Акибанк лицензия № 2587, Татарстан",1 053 508,2010-02-01
"Русстройбанк лицензия № 3205, Москва и обл.",1 042 797,2010-02-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",1 040 343,2010-02-01
"Девон-Кредит лицензия № 1972, Татарстан",1 027 616,2010-02-01
"ЦентроКредит лицензия № 121, Москва и обл.",1 013 064,2010-02-01
"Кранбанк лицензия № 2271, Ивановская обл.",1 012 316,2010-02-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",1 009 324,2010-02-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",1 007 445,2010-02-01
"лицензия № ,",1 003 474,2010-02-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",994 543,2010-02-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",976 743,2010-02-01
"Волга-Кредит лицензия № 1153, Самарская обл.",976 541,2010-02-01
"Компания Розничного Кредитования лицензия № 3385, Москва и обл.",964 924,2010-02-01
"Башпромбанк лицензия № 1006, Башкортостан",949 998,2010-02-01
"Потенциал лицензия № 1019, Самарская обл.",949 160,2010-02-01
"Форус Банк лицензия № 3457, Нижегородская обл.",945 099,2010-02-01
"Башкомснаббанк лицензия № 1398, Башкортостан",932 386,2010-02-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",927 140,2010-02-01
"Пушкино лицензия № 391, Москва и обл.",926 590,2010-02-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",922 029,2010-02-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",920 513,2010-02-01
"Металлинвестбанк лицензия № 2440, Москва и обл.",919 412,2010-02-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",918 277,2010-02-01
"Газэнергобанк лицензия № 3252, Калужская обл.",890 833,2010-02-01
"Интрастбанк лицензия № 3144, Москва и обл.",888 433,2010-02-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",887 343,2010-02-01
"Новосибирский Муниципальный Банк лицензия № 2786, Новосибирская обл.",879 058,2010-02-01
"Хлынов лицензия № 254, Кировская обл.",874 597,2010-02-01
"Развитие-Столица лицензия № 3013, Москва и обл.",870 545,2010-02-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",870 360,2010-02-01
"Банк Премьер Кредит лицензия № 1663, Коми",867 127,2010-02-01
"Камабанк лицензия № 803, Пермская обл.",853 722,2010-02-01
"Колыма-Банк лицензия № 1076, Магаданская обл.",851 230,2010-02-01
"РН Банк лицензия № 170, Омская обл.",841 097,2010-02-01
"НС Банк лицензия № 3124, Москва и обл.",840 949,2010-02-01
"Стройвестбанк лицензия № 1667, Калининградская обл.",816 940,2010-02-01
"Вега-Банк лицензия № 3270, Москва и обл.",808 776,2010-02-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",807 628,2010-02-01
"Банк Проектного Финансирования лицензия № 1677, Москва и обл.",799 066,2010-02-01
"Сетелем Банк лицензия № 2168, Москва и обл.",784 183,2010-02-01
"Курскпромбанк лицензия № 735, Курская обл.",760 137,2010-02-01
"Экспресс лицензия № 3084, Дагестан",755 840,2010-02-01
"Форштадт лицензия № 2208, Оренбургская обл.",737 054,2010-02-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",729 365,2010-02-01
"Акцепт лицензия № 567, Новосибирская обл.",723 023,2010-02-01
"Кольцо Урала лицензия № 65, Свердловская обл.",720 565,2010-02-01
"Енисейский Объединенный Банк лицензия № 2645, Красноярский край",717 885,2010-02-01
"МБА-Москва лицензия № 3395, Москва и обл.",717 518,2010-02-01
"Промтрансбанк лицензия № 2638, Башкортостан",717 089,2010-02-01
"Капитал лицензия № 575, Москва и обл.",715 968,2010-02-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",708 395,2010-02-01
"Темпбанк лицензия № 55, Москва и обл.",699 630,2010-02-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",693 575,2010-02-01
"Волжский Социальный Банк лицензия № 2428, Самарская обл.",678 870,2010-02-01
"КС Банк лицензия № 1752, Мордовия",673 035,2010-02-01
"АФ Банк лицензия № 991, Башкортостан",669 082,2010-02-01
"Холдинг-Кредит лицензия № 3030, Москва и обл.",662 375,2010-02-01
"СМП Банк лицензия № 3368, Москва и обл.",657 468,2010-02-01
"Алемар лицензия № 2384, Новосибирская обл.",650 054,2010-02-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",648 154,2010-02-01
"Аресбанк лицензия № 2914, Москва и обл.",639 493,2010-02-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",636 674,2010-02-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",633 623,2010-02-01
"Уралфинпромбанк лицензия № 3119, Свердловская обл.",625 198,2010-02-01
"Ишбанк лицензия № 2867, Москва и обл.",618 118,2010-02-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.",611 645,2010-02-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",597 832,2010-02-01
"Эсидбанк лицензия № 1991, Дагестан",581 978,2010-02-01
"Замоскворецкий лицензия № 1640, Москва и обл.",580 353,2010-02-01
"Уссури лицензия № 596, Хабаровский край",577 024,2010-02-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",572 486,2010-02-01
"Витас Банк лицензия № 1955, Москва и обл.",567 865,2010-02-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",563 466,2010-02-01
"Интеркоммерц Банк лицензия № 1657, Москва и обл.",561 932,2010-02-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",560 274,2010-02-01
"Социнвестбанк лицензия № 1132, Башкортостан",555 032,2010-02-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",553 366,2010-02-01
"Сембанк лицензия № 2606, Москва и обл.",553 084,2010-02-01
"Держава лицензия № 2738, Москва и обл.",550 142,2010-02-01
"Славия лицензия № 2664, Москва и обл.",547 016,2010-02-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",546 473,2010-02-01
"Империя лицензия № 2535, Москва и обл.",545 250,2010-02-01
"Промсбербанк лицензия № 1043, Москва и обл.",542 669,2010-02-01
"Автоградбанк лицензия № 1455, Татарстан",540 580,2010-02-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",539 601,2010-02-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",535 641,2010-02-01
"Хованский лицензия № 2145, Москва и обл.",534 564,2010-02-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",534 232,2010-02-01
"Огни Москвы лицензия № 2328, Москва и обл.",533 949,2010-02-01
"Енисей лицензия № 474, Красноярский край",532 308,2010-02-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",530 538,2010-02-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",528 738,2010-02-01
"Россия лицензия № 328, Санкт-Петербург и обл.",527 777,2010-02-01
"ОФК Банк лицензия № 2270, Москва и обл.",524 455,2010-02-01
"Мой Банк лицензия № 2939, Москва и обл.",523 457,2010-02-01
"Ярсоцбанк лицензия № 828, Ярославская обл.",523 274,2010-02-01
"Рост Банк лицензия № 2888, Татарстан",514 339,2010-02-01
"Новикомбанк лицензия № 2546, Москва и обл.",509 561,2010-02-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",502 095,2010-02-01
"Нико-Банк лицензия № 702, Оренбургская обл.",498 539,2010-02-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",488 062,2010-02-01
"Славянский Банк лицензия № 383, Москва и обл.",488 007,2010-02-01
"Норвик Банк лицензия № 902, Кировская обл.",485 541,2010-02-01
"Связной Банк лицензия № 1961, Москва и обл.",482 492,2010-02-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",475 750,2010-02-01
"Стромкомбанк лицензия № 404, Красноярский край",474 369,2010-02-01
"Столичный Торговый Банк лицензия № 2797, Москва и обл.",469 793,2010-02-01
"Мосстройэкономбанк (М Банк) лицензия № 948, Москва и обл.",465 525,2010-02-01
"Ижкомбанк лицензия № 646, Удмуртия",462 952,2010-02-01
"Сибсоцбанк лицензия № 2015, Алтайский край",456 987,2010-02-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",445 572,2010-02-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",442 830,2010-02-01
"Навигатор лицензия № 2469, Москва и обл.",438 025,2010-02-01
"Волгопромбанк лицензия № 701, Волгоградская обл.",434 962,2010-02-01
"Аделантбанк лицензия № 1835, Москва и обл.",423 806,2010-02-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",419 956,2010-02-01
"Бинбанк Сургут лицензия № 1701, Тюменская обл.",416 379,2010-02-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",413 869,2010-02-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",411 771,2010-02-01
"С банк лицензия № 2581, Москва и обл.",409 601,2010-02-01
"Югра лицензия № 880, Тюменская обл.",408 553,2010-02-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",407 122,2010-02-01
"Ермак лицензия № 1809, Тюменская обл.",398 351,2010-02-01
"Пульс Столицы лицензия № 3002, Москва и обл.",398 001,2010-02-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",388 444,2010-02-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",385 247,2010-02-01
"Сервис-Резерв лицензия № 2034, Москва и обл.",384 250,2010-02-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",382 684,2010-02-01
"Республиканский Банк лицензия № 3277, Москва и обл.",377 450,2010-02-01
"Первый Экспресс лицензия № 3237, Тульская обл.",374 890,2010-02-01
"Международный Промышленный Банк лицензия № 2056, Москва и обл.",374 345,2010-02-01
"Экономбанк лицензия № 1319, Саратовская обл.",374 003,2010-02-01
"Ланта-Банк лицензия № 1920, Москва и обл.",373 704,2010-02-01
"Крокус-Банк лицензия № 2682, Москва и обл.",369 616,2010-02-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",364 409,2010-02-01
"Профессионал Банк (бывш. Наш Дом) лицензия № 3296, Москва и обл.",361 293,2010-02-01
"ГринКомБанк лицензия № 1184, Иркутская обл.",361 209,2010-02-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",360 531,2010-02-01
"Донкомбанк лицензия № 492, Ростовская обл.",356 868,2010-02-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",355 681,2010-02-01
"Востоккредитбанк лицензия № 922, Амурская обл.",354 092,2010-02-01
"Банк Раунд лицензия № 2506, Москва и обл.",352 079,2010-02-01
"ВТБ Северо-Запад лицензия № 439, Санкт-Петербург и обл.",351 848,2010-02-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",351 835,2010-02-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",349 602,2010-02-01
"Интехбанк лицензия № 2705, Татарстан",347 596,2010-02-01
"Трансстройбанк лицензия № 2807, Москва и обл.",346 620,2010-02-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",344 733,2010-02-01
"Ренессанс лицензия № 1939, Москва и обл.",343 287,2010-02-01
"Ноосфера лицензия № 2650, Республика Алтай",340 864,2010-02-01
"Инвест-Экобанк лицензия № 1956, Санкт-Петербург и обл.",339 504,2010-02-01
"ОПМ-Банк лицензия № 2734, Москва и обл.",338 125,2010-02-01
"Уралприватбанк лицензия № 153, Свердловская обл.",330 777,2010-02-01
"МАК-Банк лицензия № 1088, Москва и обл.",325 705,2010-02-01
"Банк Агора лицензия № 3231, Москва и обл.",322 431,2010-02-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",320 623,2010-02-01
"РСКБ лицензия № 2050, Москва и обл.",319 372,2010-02-01
"Банк БКФ лицензия № 2684, Москва и обл.",317 483,2010-02-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",313 308,2010-02-01
"Нота-Банк лицензия № 2913, Москва и обл.",309 913,2010-02-01
"Северный Народный Банк лицензия № 2721, Коми",305 717,2010-02-01
"Клиентский лицензия № 2324, Москва и обл.",304 251,2010-02-01
"Эргобанк лицензия № 2856, Москва и обл.",303 064,2010-02-01
"Образование лицензия № 1521, Москва и обл.",297 696,2010-02-01
"Народный Кредит лицензия № 2401, Москва и обл.",297 422,2010-02-01
"Ноябрьскнефтекомбанк лицензия № 2274, Тюменская обл.",296 188,2010-02-01
"Новация лицензия № 840, Адыгея",293 573,2010-02-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",293 000,2010-02-01
"Стратегия лицензия № 2801, Москва и обл.",292 539,2010-02-01
"Ростпромстройбанк лицензия № 1705, Ростовская обл.",292 042,2010-02-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",290 623,2010-02-01
"Агророс лицензия № 2860, Саратовская обл.",290 491,2010-02-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",288 558,2010-02-01
"Белгородпромстройбанк лицензия № 1816, Белгородская обл.",287 725,2010-02-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",287 049,2010-02-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",284 095,2010-02-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",281 884,2010-02-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",281 518,2010-02-01
"Турбобанк лицензия № 3203, Санкт-Петербург и обл.",280 828,2010-02-01
"Мультибанк лицензия № 2235, Москва и обл.",279 254,2010-02-01
"Солид Банк лицензия № 1329, Камчатская обл.",274 574,2010-02-01
"Аксонбанк лицензия № 680, Костромская обл.",270 995,2010-02-01
"Региональный Кредитный Банк лицензия № 1608, Калининградская обл.",269 636,2010-02-01
"Крыловский лицензия № 456, Краснодарский край",267 398,2010-02-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",266 244,2010-02-01
"Дил-Банк лицензия № 3384, Москва и обл.",263 509,2010-02-01
"Синко-Банк лицензия № 2838, Москва и обл.",262 910,2010-02-01
"Дагестан лицензия № 543, Дагестан",262 590,2010-02-01
"Канский лицензия № 860, Красноярский край",261 842,2010-02-01
"Евроальянс лицензия № 1781, Ивановская обл.",258 397,2010-02-01
"Уралфинанс лицензия № 1370, Свердловская обл.",258 274,2010-02-01
"Зенит Сочи лицензия № 232, Краснодарский край",257 388,2010-02-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",256 814,2010-02-01
"Кубань Кредит лицензия № 2518, Краснодарский край",256 498,2010-02-01
"ИТ Банк лицензия № 2609, Омская обл.",255 997,2010-02-01
