Лицензия_банк,ИД_1700,дата
"Кредит Европа Банк лицензия № 3311, Москва и обл.",5042,2016-02-01
"Углеметбанк лицензия № 2997, Челябинская обл.",5009,2016-02-01
"Столичный Кредит лицензия № 2853, Москва и обл.",4890,2016-02-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",4871,2016-02-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",4866,2016-02-01
"Образование лицензия № 1521, Москва и обл.",4808,2016-02-01
"Экспресс-Волга лицензия № 3085, Костромская обл.",4790,2016-02-01
"Алтынбанк лицензия № 2070, Татарстан",4764,2016-02-01
"Донкомбанк лицензия № 492, Ростовская обл.",4752,2016-02-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",4690,2016-02-01
"Морской Банк лицензия № 77, Москва и обл.",4661,2016-02-01
"БМ-Банк лицензия № 2748, Москва и обл.",4642,2016-02-01
"Сталь Банк лицензия № 2248, Москва и обл.",4635,2016-02-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",4608,2016-02-01
"Банк «Санкт-Петербург» лицензия № 436, Санкт-Петербург и обл.",4606,2016-02-01
"Глобэкс лицензия № 1942, Москва и обл.",4602,2016-02-01
"РНКБ лицензия № 1354, Симферополь",4579,2016-02-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",4572,2016-02-01
"Росавтобанк лицензия № 2767, Москва и обл.",4500,2016-02-01
"Хлынов лицензия № 254, Кировская обл.",4441,2016-02-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",4411,2016-02-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",4384,2016-02-01
"ОТП Банк лицензия № 2766, Москва и обл.",4331,2016-02-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",4309,2016-02-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",4277,2016-02-01
"Абсолют Банк лицензия № 2306, Москва и обл.",4269,2016-02-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",4237,2016-02-01
"Русский Национальный Банк лицензия № 469, Ростовская обл.",4173,2016-02-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",4159,2016-02-01
"Росдорбанк лицензия № 1573, Москва и обл.",4117,2016-02-01
"Енисей лицензия № 474, Красноярский край",4116,2016-02-01
"Союз лицензия № 2307, Москва и обл.",3994,2016-02-01
"Сириус лицензия № 3506, Омская обл.",3982,2016-02-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",3831,2016-02-01
"Океан Банк лицензия № 1697, Москва и обл.",3741,2016-02-01
"Преодоление лицензия № 2649, Москва и обл.",3684,2016-02-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.",3670,2016-02-01
"МБА-Москва лицензия № 3395, Москва и обл.",3661,2016-02-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",3631,2016-02-01
"Интеркредит лицензия № 3047, Москва и обл.",3571,2016-02-01
"1Банк лицензия № 2896, Северная Осетия — Алания",3521,2016-02-01
"АйСиБиСи Банк лицензия № 3475, Москва и обл.",3475,2016-02-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",3462,2016-02-01
"Кольцо Урала лицензия № 65, Свердловская обл.",3382,2016-02-01
"ИР-Кредит лицензия № 1724, Москва и обл.",3304,2016-02-01
"Эксперт Банк лицензия № 2949, Омская обл.",3226,2016-02-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",3183,2016-02-01
"Айви Банк лицензия № 2055, Москва и обл.",3178,2016-02-01
"Национальная Факторинговая Компания лицензия № 3437, Москва и обл.",3163,2016-02-01
"Финарс Банк лицензия № 2938, Москва и обл.",2822,2016-02-01
"Риабанк лицензия № 3434, Москва и обл.",2819,2016-02-01
"Ак Барс лицензия № 2590, Татарстан",2766,2016-02-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",2299,2016-02-01
"Унифин лицензия № 2654, Москва и обл.",2292,2016-02-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",2285,2016-02-01
"Межрегиональный Банк Реконструкции лицензия № 2620, Москва и обл.",2216,2016-02-01
"Татфондбанк лицензия № 3058, Татарстан",2161,2016-02-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",1863,2016-02-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",1688,2016-02-01
"Альта-Банк лицензия № 2269, Москва и обл.",929,2016-02-01
"ВУЗ-Банк лицензия № 1557, Свердловская обл.",498,2016-02-01
"Икано Банк лицензия № 3519, Центр","32 696,15",2016-03-01
"ФФин Банк лицензия № 1143, Москва и обл.","10 386,36",2016-03-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.","9 329,35",2016-03-01
"Финтрастбанк лицензия № 3104, Москва и обл.","6 059,97",2016-03-01
"Рунэтбанк лицензия № 2829, Москва и обл.","4 034,57",2016-03-01
"НКБ лицензия № 2942, Москва и обл.","3 909,89",2016-03-01
"Тайдон лицензия № 2085, Кемеровская обл.","3 599,16",2016-03-01
"ВРБ лицензия № 3499, Ярославская обл.","2 837,06",2016-03-01
"Олма-Банк лицензия № 3250, Москва и обл.","2 821,45",2016-03-01
"Национальный Корпоративный Банк лицензия № 3422, Москва и обл.","2 464,60",2016-03-01
"Терра лицензия № 3476, Москва и обл.","2 178,59",2016-03-01
"Оней Банк лицензия № 3516, Москва и обл.","2 173,94",2016-03-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.","1 533,90",2016-03-01
"Европейский Стандарт лицензия № 3200, Москва и обл.","1 346,43",2016-03-01
"ДельтаКредит лицензия № 3338, Москва и обл.","1 232,37",2016-03-01
"Арксбанк лицензия № 1868, Москва и обл.","1 012,92",2016-03-01
"Кроссинвестбанк лицензия № 2849, Москва и обл.",95832,2016-03-01
"Банк Сберегательно-кредитного сервиса лицензия № 3224, Москва и обл.",88230,2016-03-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",87755,2016-03-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",87285,2016-03-01
"ГринКомБанк лицензия № 1184, Иркутская обл.",82852,2016-03-01
"Восточный Банк лицензия № 1460, Амурская обл.",75498,2016-03-01
"Саммит Банк лицензия № 85, Приморский край",74445,2016-03-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.",73927,2016-03-01
"Севергазбанк лицензия № 2816, Вологодская обл.",63557,2016-03-01
"КС Банк лицензия № 1752, Мордовия",59437,2016-03-01
"ГРиС-Банк лицензия № 1928, Ставропольский край",58896,2016-03-01
"АйМаниБанк лицензия № 1975, Москва и обл.",57113,2016-03-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.",55784,2016-03-01
"Капитал лицензия № 575, Москва и обл.",54745,2016-03-01
"К2 Банк лицензия № 2851, Карачаево-Черкесия",54400,2016-03-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",53974,2016-03-01
"Урал ФД лицензия № 249, Пермская обл.",53323,2016-03-01
"Мострансбанк лицензия № 2258, Москва и обл.",52283,2016-03-01
"Северстройбанк лицензия № 3507, Вологодская обл.",49690,2016-03-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",48346,2016-03-01
"Кузбассхимбанк лицензия № 2868, Кемеровская обл.",46823,2016-03-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",46219,2016-03-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",45238,2016-03-01
"Генбанк лицензия № 2490, Симферополь",44652,2016-03-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",44641,2016-03-01
"Вокбанк лицензия № 312, Нижегородская обл.",44024,2016-03-01
"Альтернатива лицензия № 3452, Москва и обл.",43883,2016-03-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",43708,2016-03-01
"Центрально-Азиатский лицензия № 3037, Хакасия",43632,2016-03-01
"Центр-инвест лицензия № 2225, Ростовская обл.",43496,2016-03-01
"Миръ лицензия № 3089, Москва и обл.",43333,2016-03-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",43025,2016-03-01
"Екатеринбург лицензия № 3161, Свердловская обл.",42584,2016-03-01
"Экспо Финанс лицензия № 2594, Москва и обл.",42153,2016-03-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",42072,2016-03-01
"Великие Луки Банк лицензия № 598, Псковская обл.",40554,2016-03-01
"Берейт лицензия № 3505, Санкт-Петербург и обл.",40511,2016-03-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",40426,2016-03-01
"Иваново лицензия № 1763, Ивановская обл.",40375,2016-03-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",39726,2016-03-01
"Банк ПСА Финанс Рус лицензия № 3481, Москва и обл.",39578,2016-03-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.",38673,2016-03-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",37700,2016-03-01
"Челиндбанк лицензия № 485, Челябинская обл.",37286,2016-03-01
"Оренбург лицензия № 3269, Оренбургская обл.",37257,2016-03-01
"Приморье лицензия № 3001, Приморский край",35758,2016-03-01
"РН Банк лицензия № 170, Москва и обл.",33950,2016-03-01
"Метрополь лицензия № 1639, Москва и обл.",33929,2016-03-01
"Коммерческий Индо Банк лицензия № 3446, Москва и обл.",33459,2016-03-01
"Сургутнефтегазбанк лицензия № 588, Ханты-Мансийский АО — Югра",33070,2016-03-01
"Почтобанк лицензия № 1788, Пермская обл.",33037,2016-03-01
"Русь лицензия № 704, Оренбургская обл.",32846,2016-03-01
"Запсибкомбанк лицензия № 918, Тюменская обл.",32058,2016-03-01
"Роспромбанк лицензия № 3204, Москва и обл.",32011,2016-03-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",31915,2016-03-01
"Крыловский лицензия № 456, Краснодарский край",31673,2016-03-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",31631,2016-03-01
"Актив Банк лицензия № 2529, Мордовия",31577,2016-03-01
"Тройка-Д Банк лицензия № 3431, Москва и обл.",31413,2016-03-01
"Севзапинвестпромбанк лицензия № 2152, Санкт-Петербург и обл.",31316,2016-03-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",31297,2016-03-01
"Дальневосточный Банк лицензия № 843, Приморский край",31208,2016-03-01
"Примсоцбанк лицензия № 2733, Приморский край",30336,2016-03-01
"МТС Банк лицензия № 2268, Москва и обл.",30304,2016-03-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",29952,2016-03-01
"Ассоциация лицензия № 732, Нижегородская обл.",29469,2016-03-01
"Дон-Тексбанк лицензия № 1818, Ростовская обл.",29386,2016-03-01
"Центркомбанк лицензия № 2983, Москва и обл.",28969,2016-03-01
"Новый Век лицензия № 3417, Москва и обл.",28830,2016-03-01
"Алжан лицензия № 2491, Дагестан",28711,2016-03-01
"Нордеа Банк лицензия № 3016, Москва и обл.",28483,2016-03-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",28480,2016-03-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",28364,2016-03-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",28349,2016-03-01
"Стандарт-Кредит лицензия № 841, Адыгея",27834,2016-03-01
"Вологжанин лицензия № 1896, Вологодская обл.",27748,2016-03-01
"Национальный Резервный Банк лицензия № 2170, Москва и обл.",27304,2016-03-01
"Левобережный лицензия № 1343, Новосибирская обл.",26974,2016-03-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",26748,2016-03-01
"Байкалкредобанк лицензия № 2990, Иркутская обл.",26727,2016-03-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",26674,2016-03-01
"Акцепт лицензия № 567, Новосибирская обл.",26455,2016-03-01
"ОФК Банк лицензия № 2270, Москва и обл.",26220,2016-03-01
"Агропромкредит лицензия № 2880, Москва и обл.",25817,2016-03-01
"Первобанк лицензия № 3461, Самарская обл.",25787,2016-03-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",25091,2016-03-01
"Стар Альянс лицензия № 3433, Москва и обл.",24913,2016-03-01
"Интеркоопбанк лицензия № 2803, Москва и обл.",24672,2016-03-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",24666,2016-03-01
"Кубаньторгбанк лицензия № 478, Краснодарский край",24328,2016-03-01
"Информпрогресс лицензия № 2166, Москва и обл.",24104,2016-03-01
"Металлург лицензия № 2877, Москва и обл.",23853,2016-03-01
"Нейва лицензия № 1293, Свердловская обл.",23747,2016-03-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",23712,2016-03-01
"Первоуральскбанк лицензия № 965, Свердловская обл.",23467,2016-03-01
"Стратегия лицензия № 2801, Москва и обл.",23446,2016-03-01
"АвтоКредитБанк лицензия № 1973, Татарстан",23330,2016-03-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",23186,2016-03-01
"Народный Инвестиционный Банк лицензия № 2876, Самарская обл.",22941,2016-03-01
"Взаимодействие лицензия № 1704, Новосибирская обл.",22783,2016-03-01
"Вкабанк лицензия № 1027, Астраханская обл.",22768,2016-03-01
"Логос лицензия № 3233, Москва и обл.",22685,2016-03-01
"Холмск лицензия № 503, Сахалинская обл.",22584,2016-03-01
"Майкопбанк лицензия № 1136, Адыгея",22546,2016-03-01
"Земский Банк лицензия № 2900, Самарская обл.",22032,2016-03-01
"Синергия лицензия № 2884, Саратовская обл.",21954,2016-03-01
"Верхневолжский лицензия № 1084, Ярославская обл.",21807,2016-03-01
"РусьРегионБанк лицензия № 685, Москва и обл.",21711,2016-03-01
"МВС Банк лицензия № 2407, Дагестан",21629,2016-03-01
"Спиритбанк лицензия № 2053, Тульская обл.",21617,2016-03-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",21463,2016-03-01
"Вега-Банк лицензия № 3270, Москва и обл.",21431,2016-03-01
"Инбанк лицензия № 1829, Москва и обл.",21403,2016-03-01
"Банк ВВБ лицензия № 1093, Севастополь",21359,2016-03-01
"Тальменка-Банк лицензия № 826, Алтайский край",21342,2016-03-01
"Тамбовкредитпромбанк лицензия № 1312, Тамбовская обл.",21153,2016-03-01
"Уралпромбанк лицензия № 2964, Челябинская обл.",20856,2016-03-01
"Мосуралбанк лицензия № 2468, Москва и обл.",20546,2016-03-01
"Акрополь лицензия № 3027, Москва и обл.",20506,2016-03-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",20476,2016-03-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",20363,2016-03-01
"Резерв лицензия № 2364, Челябинская обл.",20358,2016-03-01
"КОР лицензия № 2148, Волгоградская обл.",20177,2016-03-01
"Энтузиастбанк лицензия № 3048, Москва и обл.",20128,2016-03-01
"ИТ Банк лицензия № 2609, Омская обл.",20127,2016-03-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",20125,2016-03-01
"Балаково-Банк лицензия № 444, Саратовская обл.",20084,2016-03-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",20004,2016-03-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",19599,2016-03-01
"Рост Банк лицензия № 2888, Москва и обл.",19573,2016-03-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",19463,2016-03-01
"Пойдем! лицензия № 2534, Москва и обл.",19410,2016-03-01
"Спецстройбанк лицензия № 236, Москва и обл.",19283,2016-03-01
"Азия Банк лицензия № 3183, Москва и обл.",19260,2016-03-01
"Газтрансбанк лицензия № 665, Адыгея",19049,2016-03-01
"Металлинвестбанк лицензия № 2440, Москва и обл.",18893,2016-03-01
"Зираат Банк лицензия № 2559, Москва и обл.",18840,2016-03-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",18635,2016-03-01
"Смартбанк лицензия № 3408, Москва и обл.",18492,2016-03-01
"Ноосфера лицензия № 2650, Республика Алтай",18458,2016-03-01
"Банк Агора лицензия № 3231, Москва и обл.",18427,2016-03-01
"Братский АНКБ лицензия № 1144, Иркутская обл.",18322,2016-03-01
"Таатта лицензия № 1249, Саха (Якутия)",18314,2016-03-01
"Бинбанк Сургут лицензия № 1701, Ханты-Мансийский АО — Югра",18141,2016-03-01
"Солид Банк лицензия № 1329, Камчатская обл.",18020,2016-03-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",17727,2016-03-01
"Рента-Банк лицензия № 3095, Москва и обл.",17669,2016-03-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",17658,2016-03-01
"Венец лицензия № 524, Ульяновская обл.",17619,2016-03-01
"Торжокуниверсалбанк лицензия № 933, Тверская обл.",17449,2016-03-01
"Банк МБФИ лицензия № 2073, Москва и обл.",17441,2016-03-01
"Тойота Банк лицензия № 3470, Москва и обл.",17441,2016-03-01
"Модульбанк лицензия № 1927, Костромская обл.",17358,2016-03-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",17346,2016-03-01
"Южный Региональный Банк лицензия № 3015, Ростовская обл.",17259,2016-03-01
"ИРС лицензия № 272, Москва и обл.",17253,2016-03-01
"Руна-Банк лицензия № 3207, Москва и обл.",17161,2016-03-01
"Вятич лицензия № 2796, Рязанская обл.",17130,2016-03-01
"Вологдабанк лицензия № 992, Вологодская обл.",17075,2016-03-01
"Булгар Банк лицензия № 1917, Ярославская обл.",17019,2016-03-01
"Кредитинвест лицензия № 1197, Дагестан",16985,2016-03-01
"Ишбанк лицензия № 2867, Москва и обл.",16931,2016-03-01
"Агророс лицензия № 2860, Саратовская обл.",16819,2016-03-01
"Новопокровский лицензия № 467, Краснодарский край",16701,2016-03-01
"Снежинский лицензия № 1376, Челябинская обл.",16700,2016-03-01
"Курган лицензия № 2568, Курганская обл.",16528,2016-03-01
"МДМ Банк лицензия № 2562, Москва и обл.",16504,2016-03-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",16438,2016-03-01
"Фольксваген Банк Рус лицензия № 3500, Москва и обл.",16357,2016-03-01
"Вестинтербанк лицензия № 3398, Москва и обл.",16259,2016-03-01
"Калуга лицензия № 1151, Калужская обл.",16246,2016-03-01
"Уралприватбанк лицензия № 153, Свердловская обл.",16205,2016-03-01
"Москва-Сити лицензия № 3247, Москва и обл.",16100,2016-03-01
"Долинск лицензия № 857, Сахалинская обл.",15894,2016-03-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",15803,2016-03-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",15725,2016-03-01
"Чайнасельхозбанк лицензия № 3529, Москва и обл.",15666,2016-03-01
"Жилкредит лицензия № 1736, Москва и обл.",15589,2016-03-01
"Камчаткомагропромбанк лицензия № 545, Камчатская обл.",15563,2016-03-01
"Центрально-Европейский Банк лицензия № 2670, Москва и обл.",15553,2016-03-01
"Торговый Городской Банк лицензия № 3180, Москва и обл.",15532,2016-03-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",15297,2016-03-01
"Выборг-Банк лицензия № 720, Санкт-Петербург и обл.",15256,2016-03-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",15216,2016-03-01
"Народный Земельно-Промышленный Банк лицензия № 2873, Алтайский край",15129,2016-03-01
"Акцент лицензия № 696, Оренбургская обл.",15113,2016-03-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",15110,2016-03-01
"Норвик Банк лицензия № 902, Кировская обл.",15094,2016-03-01
"Промсельхозбанк лицензия № 538, Москва и обл.",15080,2016-03-01
"Ринвестбанк лицензия № 3262, Рязанская обл.",15029,2016-03-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",15021,2016-03-01
"Развитие-Столица лицензия № 3013, Москва и обл.",15016,2016-03-01
"Международный Расчетный Банк лицензия № 3028, Москва и обл.",15015,2016-03-01
"Континенталь лицензия № 3184, Ставропольский край",14986,2016-03-01
"Локо-Банк лицензия № 2707, Москва и обл.",14968,2016-03-01
"Система лицензия № 2846, Москва и обл.",14938,2016-03-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.",14863,2016-03-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",14853,2016-03-01
"Земкомбанк лицензия № 574, Ростовская обл.",14738,2016-03-01
"БайкалБанк лицензия № 2632, Бурятия",14624,2016-03-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",14595,2016-03-01
"Телекоммерц Банк лицензия № 3380, Тульская обл.",14525,2016-03-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",14460,2016-03-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",14442,2016-03-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",14442,2016-03-01
"Северо-Западный 1 Альянс Банк лицензия № 766, Санкт-Петербург и обл.",14426,2016-03-01
"Евразийский Банк лицензия № 969, Москва и обл.",14371,2016-03-01
"Экспобанк лицензия № 2998, Москва и обл.",14292,2016-03-01
"Ижкомбанк лицензия № 646, Удмуртия",14277,2016-03-01
"МСП Банк лицензия № 3340, Москва и обл.",14236,2016-03-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",14204,2016-03-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",14148,2016-03-01
"Газстройбанк лицензия № 2919, Москва и обл.",14134,2016-03-01
"Россельхозбанк лицензия № 3349, Москва и обл.",14090,2016-03-01
"Примтеркомбанк лицензия № 21, Приморский край",14040,2016-03-01
"Кредо Финанс лицензия № 793, Дагестан",13999,2016-03-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",13978,2016-03-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",13949,2016-03-01
"Ситибанк лицензия № 2557, Москва и обл.",13937,2016-03-01
"ГПБ-Ипотека лицензия № 2403, Москва и обл.",13931,2016-03-01
"Газэнергобанк лицензия № 3252, Калужская обл.",13917,2016-03-01
"Лэнд-Банк лицензия № 1478, Москва и обл.",13914,2016-03-01
"Вакобанк лицензия № 1291, Псковская обл.",13885,2016-03-01
"Финанс Бизнес Банк лицензия № 520, Москва и обл.",13855,2016-03-01
"Риал-Кредит лицензия № 3393, Москва и обл.",13853,2016-03-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",13836,2016-03-01
"ИК Банк лицензия № 1732, Татарстан",13759,2016-03-01
"Ростфинанс лицензия № 481, Ростовская обл.",13729,2016-03-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",13716,2016-03-01
"Мегаполис лицензия № 3265, Чувашия",13645,2016-03-01
"Москва лицензия № 1661, Москва и обл.",13618,2016-03-01
"Русский Стандарт лицензия № 2289, Москва и обл.",13566,2016-03-01
"Мир Бизнес Банк лицензия № 3396, Москва и обл.",13548,2016-03-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",13497,2016-03-01
"Евроальянс лицензия № 1781, Ивановская обл.",13472,2016-03-01
"Зенит Сочи лицензия № 232, Краснодарский край",13456,2016-03-01
"ФорБанк лицензия № 2063, Москва и обл.",13398,2016-03-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",13385,2016-03-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",13383,2016-03-01
"АлтайБизнес-Банк лицензия № 2388, Алтайский край",13365,2016-03-01
"Банк Финсервис лицензия № 3388, Москва и обл.",13302,2016-03-01
"Межрегиональный Почтовый Банк лицензия № 3171, Москва и обл.",13254,2016-03-01
"Майский лицензия № 1673, Кабардино-Балкария",13165,2016-03-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",13156,2016-03-01
"Проинвестбанк лицензия № 784, Пермская обл.",13154,2016-03-01
"Союзный лицензия № 3236, Москва и обл.",13151,2016-03-01
"Ури Банк лицензия № 3479, Москва и обл.",13083,2016-03-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",13079,2016-03-01
"Агросоюз лицензия № 1459, Москва и обл.",12977,2016-03-01
"Республиканский Кредитный Альянс лицензия № 3017, Москва и обл.",12969,2016-03-01
"Бинбанк лицензия № 323, Москва и обл.",12956,2016-03-01
"Си Ди Би Банк лицензия № 3339, Краснодарский край",12908,2016-03-01
"Итуруп лицензия № 2390, Сахалинская обл.",12898,2016-03-01
"Мурманский Социальный Коммерческий Банк лицензия № 2722, Мурманская обл.",12890,2016-03-01
"Владпромбанк лицензия № 870, Владимирская обл.",12879,2016-03-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.",12877,2016-03-01
"Гута-Банк лицензия № 256, Москва и обл.",12826,2016-03-01
"Социум-Банк лицензия № 2881, Москва и обл.",12821,2016-03-01
"Кремлевский лицензия № 2905, Москва и обл.",12796,2016-03-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",12795,2016-03-01
"Курскпромбанк лицензия № 735, Курская обл.",12774,2016-03-01
"Санкт-Петербургский Банк Инвестиций лицензия № 3468, Санкт-Петербург и обл.",12757,2016-03-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",12747,2016-03-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",12720,2016-03-01
"Первомайский лицензия № 518, Краснодарский край",12674,2016-03-01
"Уссури лицензия № 596, Хабаровский край",12597,2016-03-01
"Флора-Москва лицензия № 533, Москва и обл.",12596,2016-03-01
"Внешфинбанк лицензия № 3173, Краснодарский край",12582,2016-03-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",12569,2016-03-01
"Русский Финансовый Альянс лицензия № 2035, Москва и обл.",12516,2016-03-01
"Промрегионбанк лицензия № 2123, Москва и обл.",12515,2016-03-01
"Соверен Банк лицензия № 3206, Москва и обл.",12500,2016-03-01
"Химик лицензия № 1114, Нижегородская обл.",12305,2016-03-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.",12302,2016-03-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",12231,2016-03-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",12218,2016-03-01
"Профессионал Банк (бывш. Наш Дом) лицензия № 3296, Москва и обл.",12211,2016-03-01
"Национальный Банк Взаимного Кредита лицензия № 3214, Москва и обл.",12189,2016-03-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",12181,2016-03-01
"Таганрогбанк лицензия № 3136, Ростовская обл.",12104,2016-03-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",12079,2016-03-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",12053,2016-03-01
"Северный Кредит лицензия № 2398, Вологодская обл.",12025,2016-03-01
"ЦентроКредит лицензия № 121, Москва и обл.",12012,2016-03-01
"РУБанк лицензия № 2813, Москва и обл.",11993,2016-03-01
"Севастопольский Морской Банк лицензия № 3528, Севастополь",11975,2016-03-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",11974,2016-03-01
"Элита лицензия № 1399, Калужская обл.",11930,2016-03-01
"Девон-Кредит лицензия № 1972, Татарстан",11805,2016-03-01
"Унифондбанк лицензия № 3416, Москва и обл.",11801,2016-03-01
"Донхлеббанк лицензия № 2285, Ростовская обл.",11799,2016-03-01
"Интехбанк лицензия № 2705, Татарстан",11794,2016-03-01
"Мико-Банк лицензия № 3195, Москва и обл.",11792,2016-03-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",11789,2016-03-01
"Кетовский Коммерческий Банк лицензия № 842, Курганская обл.",11774,2016-03-01
"Крокус-Банк лицензия № 2682, Москва и обл.",11754,2016-03-01
"СМП Банк лицензия № 3368, Москва и обл.",11746,2016-03-01
"Дружба лицензия № 990, Тюменская обл.",11730,2016-03-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",11694,2016-03-01
"Прохладный лицензия № 874, Кабардино-Балкария",11687,2016-03-01
"Динамичные Системы лицензия № 3439, Москва и обл.",11637,2016-03-01
"Гефест лицензия № 1046, Тверская обл.",11623,2016-03-01
"Пересвет лицензия № 2110, Москва и обл.",11597,2016-03-01
