Лицензия_банк,ИД_401,дата
"ОТП Банк лицензия № 2766, Москва и обл.",29 932 019,2015-02-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",29 175 123,2015-02-01
"Связной Банк лицензия № 1961, Москва и обл.",27 876 198,2015-02-01
"Сургутнефтегазбанк лицензия № 588, Ханты-Мансийский АО — Югра",27 397 727,2015-02-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.",27 375 055,2015-02-01
"Интеркоммерц Банк лицензия № 1657, Москва и обл.",27 040 803,2015-02-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",27 024 091,2015-02-01
"Связь-Банк лицензия № 1470, Москва и обл.",26 308 742,2015-02-01
"МТС Банк лицензия № 2268, Москва и обл.",26 042 530,2015-02-01
"СБ Банк (Судостроительный банк) лицензия № 2999, Москва и обл.",25 916 478,2015-02-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",25 005 395,2015-02-01
"Экспресс-Волга лицензия № 3085, Саратовская обл.",24 517 722,2015-02-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",24 318 038,2015-02-01
"Внешпромбанк лицензия № 3261, Москва и обл.",24 310 847,2015-02-01
"Балтийский Банк лицензия № 128, Санкт-Петербург и обл.",24 086 294,2015-02-01
"Запсибкомбанк лицензия № 918, Тюменская обл.",23 615 919,2015-02-01
"Пробизнесбанк лицензия № 2412, Москва и обл.",22 631 941,2015-02-01
"ВТБ лицензия № 1000, Санкт-Петербург и обл.",22 502 729,2015-02-01
"РосинтерБанк лицензия № 226, Москва и обл.",20 813 120,2015-02-01
"РосЕвроБанк лицензия № 3137, Москва и обл.",20 691 920,2015-02-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",18 495 631,2015-02-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",17 918 079,2015-02-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",17 685 551,2015-02-01
"Московский Областной Банк лицензия № 1751, Москва и обл.",17 593 347,2015-02-01
"Россия лицензия № 328, Санкт-Петербург и обл.",16 676 847,2015-02-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",16 564 807,2015-02-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",16 189 044,2015-02-01
"Транспортный лицензия № 3174, Москва и обл.",15 498 441,2015-02-01
"Татфондбанк лицензия № 3058, Татарстан",14 999 157,2015-02-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",14 973 108,2015-02-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.",14 012 277,2015-02-01
"Новикомбанк лицензия № 2546, Москва и обл.",13 972 013,2015-02-01
"Союз лицензия № 2307, Москва и обл.",13 215 517,2015-02-01
"НС Банк лицензия № 3124, Москва и обл.",12 528 868,2015-02-01
"Российский Кредит лицензия № 324, Москва и обл.",12 231 486,2015-02-01
"Кубань Кредит лицензия № 2518, Краснодарский край",12 224 223,2015-02-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",12 212 242,2015-02-01
"Локо-Банк лицензия № 2707, Москва и обл.",12 091 220,2015-02-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.",11 948 995,2015-02-01
"Первобанк лицензия № 3461, Самарская обл.",11 889 686,2015-02-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",11 586 819,2015-02-01
"ББР Банк лицензия № 2929, Москва и обл.",11 535 600,2015-02-01
"Нордеа Банк лицензия № 3016, Москва и обл.",11 345 973,2015-02-01
"Пересвет лицензия № 2110, Москва и обл.",11 320 410,2015-02-01
"Рост Банк лицензия № 2888, Москва и обл.",10 944 342,2015-02-01
"Фора-Банк лицензия № 1885, Москва и обл.",10 871 649,2015-02-01
"Экспобанк лицензия № 2998, Москва и обл.",10 826 863,2015-02-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",10 716 635,2015-02-01
"Газэнергобанк лицензия № 3252, Калужская обл.",10 514 615,2015-02-01
"Аверс лицензия № 415, Татарстан",10 151 864,2015-02-01
"Росэнергобанк лицензия № 2211, Москва и обл.",9 980 560,2015-02-01
"Левобережный лицензия № 1343, Новосибирская обл.",9 940 384,2015-02-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",9 714 186,2015-02-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",9 703 566,2015-02-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",9 689 902,2015-02-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",9 556 711,2015-02-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",9 350 848,2015-02-01
"Челиндбанк лицензия № 485, Челябинская обл.",9 340 647,2015-02-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",9 308 962,2015-02-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",9 265 011,2015-02-01
"Приморье лицензия № 3001, Приморский край",9 142 005,2015-02-01
"Образование лицензия № 1521, Москва и обл.",9 079 750,2015-02-01
"СДМ-Банк лицензия № 1637, Москва и обл.",8 980 688,2015-02-01
"Центр-инвест лицензия № 2225, Ростовская обл.",8 749 878,2015-02-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",8 566 184,2015-02-01
"Пойдем! лицензия № 2534, Москва и обл.",8 470 522,2015-02-01
"Русстройбанк лицензия № 3205, Москва и обл.",8 422 687,2015-02-01
"Морской Банк лицензия № 77, Москва и обл.",8 354 825,2015-02-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",8 215 731,2015-02-01
"Банк РСБ 24 (Русславбанк) лицензия № 1073, Москва и обл.",8 172 418,2015-02-01
"РНКБ лицензия № 1354, Симферополь",8 103 871,2015-02-01
"Металлинвестбанк лицензия № 2440, Москва и обл.",8 099 485,2015-02-01
"Кольцо Урала лицензия № 65, Свердловская обл.",8 061 408,2015-02-01
"Альта-Банк лицензия № 2269, Москва и обл.",7 974 953,2015-02-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",7 779 893,2015-02-01
"Крайинвестбанк лицензия № 3360, Краснодарский край",7 667 186,2015-02-01
"Примсоцбанк лицензия № 2733, Приморский край",7 657 589,2015-02-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",7 520 065,2015-02-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",7 383 871,2015-02-01
"СтарБанк лицензия № 548, Москва и обл.",7 358 875,2015-02-01
"АйМаниБанк лицензия № 1975, Москва и обл.",7 353 551,2015-02-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",7 270 029,2015-02-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",7 269 999,2015-02-01
"БыстроБанк лицензия № 1745, Удмуртия",7 177 917,2015-02-01
"Газбанк лицензия № 2316, Самарская обл.",7 064 773,2015-02-01
"Сетелем Банк лицензия № 2168, Москва и обл.",7 060 729,2015-02-01
"Севергазбанк лицензия № 2816, Вологодская обл.",7 037 675,2015-02-01
"Дальневосточный Банк лицензия № 843, Приморский край",6 924 072,2015-02-01
"МАСТ-Банк лицензия № 3267, Москва и обл.",6 919 148,2015-02-01
"ВУЗ-Банк лицензия № 1557, Свердловская обл.",6 795 951,2015-02-01
"Девон-Кредит лицензия № 1972, Татарстан",6 745 402,2015-02-01
"Кедр лицензия № 1574, Красноярский край",6 708 478,2015-02-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",6 677 786,2015-02-01
"Транснациональный Банк лицензия № 2108, Москва и обл.",6 659 484,2015-02-01
"Тусар лицензия № 2712, Москва и обл.",6 614 333,2015-02-01
"Урал ФД лицензия № 249, Пермская обл.",6 600 753,2015-02-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",6 315 896,2015-02-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",6 262 387,2015-02-01
"Рублев лицензия № 3098, Москва и обл.",6 195 824,2015-02-01
"Агропромкредит лицензия № 2880, Москва и обл.",6 019 283,2015-02-01
"Банк АВБ лицензия № 23, Самарская обл.",5 955 307,2015-02-01
"Интерпромбанк лицензия № 3266, Москва и обл.",5 790 277,2015-02-01
"МБА-Москва лицензия № 3395, Москва и обл.",5 714 979,2015-02-01
"Система лицензия № 2846, Москва и обл.",5 495 144,2015-02-01
"Кубаньторгбанк лицензия № 478, Краснодарский край",5 195 442,2015-02-01
"Почта Банк лицензия № 650, Москва и обл.",5 183 466,2015-02-01
"Мосстройэкономбанк (М Банк) лицензия № 948, Москва и обл.",5 017 431,2015-02-01
"Инвестиционный Союз лицензия № 637, Москва и обл.",5 006 717,2015-02-01
"Хованский лицензия № 2145, Москва и обл.",4 984 622,2015-02-01
"АМБ Банк лицензия № 3036, Москва и обл.",4 952 982,2015-02-01
"Банк Город лицензия № 2644, Москва и обл.",4 917 014,2015-02-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",4 916 849,2015-02-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",4 916 262,2015-02-01
"ФИА-Банк лицензия № 2542, Самарская обл.",4 842 320,2015-02-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",4 836 936,2015-02-01
"Нота-Банк лицензия № 2913, Москва и обл.",4 826 796,2015-02-01
"Солид Банк лицензия № 1329, Камчатская обл.",4 802 379,2015-02-01
"Балтика лицензия № 967, Москва и обл.",4 614 599,2015-02-01
"Метробанк лицензия № 2548, Москва и обл.",4 429 764,2015-02-01
"НК Банк лицензия № 2755, Москва и обл.",4 412 714,2015-02-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",4 405 164,2015-02-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",4 404 852,2015-02-01
"ПИР Банк лицензия № 2655, Москва и обл.",4 311 138,2015-02-01
"ЦентроКредит лицензия № 121, Москва и обл.",4 282 944,2015-02-01
"Интехбанк лицензия № 2705, Татарстан",4 254 780,2015-02-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",4 247 198,2015-02-01
"Объединенный Капитал лицензия № 2611, Санкт-Петербург и обл.",4 213 517,2015-02-01
"Банк Финсервис лицензия № 3388, Москва и обл.",4 181 982,2015-02-01
"Унифин лицензия № 2654, Москва и обл.",4 177 115,2015-02-01
"Генбанк лицензия № 2490, Москва и обл.",4 128 118,2015-02-01
"ДельтаКредит лицензия № 3338, Москва и обл.",4 115 900,2015-02-01
"Бенифит-Банк лицензия № 3229, Москва и обл.",4 100 646,2015-02-01
"Легион лицензия № 3117, Москва и обл.",4 084 891,2015-02-01
"Тройка-Д Банк лицензия № 3431, Москва и обл.",4 080 514,2015-02-01
"Инвесткапиталбанк лицензия № 2377, Башкортостан",3 950 863,2015-02-01
"Плюс Банк лицензия № 1189, Москва и обл.",3 866 596,2015-02-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",3 828 111,2015-02-01
"Развитие лицензия № 2729, Карачаево-Черкесия",3 693 112,2015-02-01
"Акибанк лицензия № 2587, Татарстан",3 549 881,2015-02-01
"Ланта-Банк лицензия № 1920, Москва и обл.",3 548 678,2015-02-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",3 541 526,2015-02-01
"Клиентский лицензия № 2324, Москва и обл.",3 535 975,2015-02-01
"Снежинский лицензия № 1376, Челябинская обл.",3 485 934,2015-02-01
"Еврокоммерц лицензия № 1777, Москва и обл.",3 454 467,2015-02-01
"Банк Интеза лицензия № 2216, Москва и обл.",3 319 119,2015-02-01
"Норвик Банк лицензия № 902, Кировская обл.",3 303 580,2015-02-01
"Социнвестбанк лицензия № 1132, Башкортостан",3 285 622,2015-02-01
"Анталбанк лицензия № 3115, Москва и обл.",3 258 218,2015-02-01
"Росавтобанк лицензия № 2767, Москва и обл.",3 203 006,2015-02-01
"Гута-Банк лицензия № 256, Москва и обл.",3 157 900,2015-02-01
"Евромет лицензия № 2902, Москва и обл.",3 157 571,2015-02-01
"Дойче Банк лицензия № 3328, Москва и обл.",3 105 544,2015-02-01
"Росдорбанк лицензия № 1573, Москва и обл.",3 022 901,2015-02-01
"Экономбанк лицензия № 1319, Саратовская обл.",3 013 290,2015-02-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",2 981 315,2015-02-01
"Дил-Банк лицензия № 3384, Москва и обл.",2 971 641,2015-02-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",2 967 631,2015-02-01
"Углеметбанк лицензия № 2997, Челябинская обл.",2 959 064,2015-02-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",2 953 496,2015-02-01
"Спурт Банк лицензия № 2207, Татарстан",2 895 610,2015-02-01
"Финам Банк лицензия № 2799, Москва и обл.",2 887 460,2015-02-01
"ОПМ-Банк лицензия № 2734, Москва и обл.",2 836 102,2015-02-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",2 821 696,2015-02-01
"Верхневолжский лицензия № 1084, Ярославская обл.",2 676 796,2015-02-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",2 656 054,2015-02-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",2 654 841,2015-02-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",2 641 062,2015-02-01
"Оренбург лицензия № 3269, Оренбургская обл.",2 610 939,2015-02-01
"Первомайский лицензия № 518, Краснодарский край",2 610 572,2015-02-01
"Руснарбанк лицензия № 3403, Москва и обл.",2 601 246,2015-02-01
"Темпбанк лицензия № 55, Москва и обл.",2 598 068,2015-02-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",2 581 496,2015-02-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",2 566 624,2015-02-01
"Анкор Банк лицензия № 889, Татарстан",2 546 669,2015-02-01
"Стратегия лицензия № 2801, Москва и обл.",2 530 402,2015-02-01
"Башкомснаббанк лицензия № 1398, Башкортостан",2 486 749,2015-02-01
"НБД-Банк лицензия № 1966, Нижегородская обл.",2 458 559,2015-02-01
"Тимер Банк лицензия № 1581, Татарстан",2 450 268,2015-02-01
"Ижкомбанк лицензия № 646, Удмуртия",2 430 102,2015-02-01
"БайкалБанк лицензия № 2632, Бурятия",2 429 785,2015-02-01
"Альба Альянс лицензия № 2593, Москва и обл.",2 409 441,2015-02-01
"Банк ИТБ лицензия № 3128, Москва и обл.",2 396 881,2015-02-01
"Северный Кредит лицензия № 2398, Вологодская обл.",2 355 845,2015-02-01
"Алеф-Банк лицензия № 2119, Москва и обл.",2 335 251,2015-02-01
"Курскпромбанк лицензия № 735, Курская обл.",2 329 629,2015-02-01
"Автоторгбанк лицензия № 2776, Москва и обл.",2 326 846,2015-02-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",2 281 168,2015-02-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",2 257 403,2015-02-01
"Руссобанк лицензия № 2313, Москва и обл.",2 238 209,2015-02-01
"Акцепт лицензия № 567, Новосибирская обл.",2 235 214,2015-02-01
"Ренессанс лицензия № 1939, Москва и обл.",2 223 929,2015-02-01
"КС Банк лицензия № 1752, Мордовия",2 218 352,2015-02-01
"Модульбанк лицензия № 1927, Костромская обл.",2 204 099,2015-02-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",2 192 537,2015-02-01
"Кредит-Москва лицензия № 5, Москва и обл.",2 178 990,2015-02-01
"Центркомбанк лицензия № 2983, Москва и обл.",2 061 765,2015-02-01
"Татсоцбанк лицензия № 480, Татарстан",2 059 867,2015-02-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",2 055 143,2015-02-01
"Гринфилдбанк лицензия № 2711, Москва и обл.",2 046 431,2015-02-01
"ОФК Банк лицензия № 2270, Москва и обл.",2 027 863,2015-02-01
"Торговый Городской Банк лицензия № 3180, Тверская обл.",2 022 512,2015-02-01
"Хлынов лицензия № 254, Кировская обл.",2 001 028,2015-02-01
"Леноблбанк лицензия № 1003, Санкт-Петербург и обл.",1 952 185,2015-02-01
"Нико-Банк лицензия № 702, Оренбургская обл.",1 925 316,2015-02-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.",1 917 922,2015-02-01
"Солидарность (Москва) лицензия № 1555, Москва и обл.",1 883 492,2015-02-01
"Региональный Банк Развития лицензия № 2782, Башкортостан",1 880 367,2015-02-01
"Инбанк лицензия № 1829, Москва и обл.",1 874 665,2015-02-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",1 874 223,2015-02-01
"Екатеринбург лицензия № 3161, Свердловская обл.",1 860 558,2015-02-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",1 854 442,2015-02-01
"Новопокровский лицензия № 467, Краснодарский край",1 851 621,2015-02-01
"СИАБ лицензия № 3245, Санкт-Петербург и обл.",1 835 615,2015-02-01
"Московский Нефтехимический Банк лицензия № 1411, Москва и обл.",1 816 534,2015-02-01
"Межтрастбанк лицензия № 2493, Москва и обл.",1 770 630,2015-02-01
"Нижневолжский Коммерческий Банк лицензия № 931, Саратовская обл.",1 769 554,2015-02-01
"Эргобанк лицензия № 2856, Москва и обл.",1 752 676,2015-02-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",1 725 867,2015-02-01
"Промсбербанк лицензия № 1043, Москва и обл.",1 722 604,2015-02-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",1 710 900,2015-02-01
"Аресбанк лицензия № 2914, Москва и обл.",1 701 685,2015-02-01
"Милбанк лицензия № 3256, Москва и обл.",1 684 212,2015-02-01
"Развитие-Столица лицензия № 3013, Москва и обл.",1 682 186,2015-02-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",1 677 360,2015-02-01
"Таатта лицензия № 1249, Саха (Якутия)",1 667 400,2015-02-01
"Вокбанк лицензия № 312, Нижегородская обл.",1 614 192,2015-02-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",1 583 930,2015-02-01
"Трансстройбанк лицензия № 2807, Москва и обл.",1 582 612,2015-02-01
"Роспромбанк лицензия № 3204, Москва и обл.",1 577 133,2015-02-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",1 563 724,2015-02-01
"Держава лицензия № 2738, Москва и обл.",1 555 137,2015-02-01
"Эл Банк лицензия № 1025, Самарская обл.",1 551 222,2015-02-01
"РН Банк лицензия № 170, Москва и обл.",1 550 266,2015-02-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",1 546 846,2015-02-01
"Вега-Банк лицензия № 3270, Москва и обл.",1 536 002,2015-02-01
"Банкирский Дом лицензия № 2928, Санкт-Петербург и обл.",1 526 778,2015-02-01
"Адмиралтейский лицензия № 3054, Москва и обл.",1 507 368,2015-02-01
"Еврокредит лицензия № 2957, Москва и обл.",1 491 787,2015-02-01
"Век лицензия № 2299, Москва и обл.",1 489 379,2015-02-01
"Славия лицензия № 2664, Москва и обл.",1 487 297,2015-02-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",1 486 491,2015-02-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",1 483 294,2015-02-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",1 480 883,2015-02-01
"Ассоциация лицензия № 732, Нижегородская обл.",1 474 286,2015-02-01
"Екатерининский лицензия № 2167, Москва и обл.",1 462 585,2015-02-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",1 452 767,2015-02-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",1 450 552,2015-02-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",1 447 298,2015-02-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",1 446 969,2015-02-01
"Северный Народный Банк лицензия № 2721, Коми",1 445 099,2015-02-01
"Профессионал Банк лицензия № 2471, Москва и обл.",1 410 329,2015-02-01
"Промтрансбанк лицензия № 2638, Башкортостан",1 399 810,2015-02-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",1 384 976,2015-02-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",1 380 214,2015-02-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",1 377 227,2015-02-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",1 362 863,2015-02-01
"Идея Банк лицензия № 430, Краснодарский край",1 348 579,2015-02-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",1 336 695,2015-02-01
"Арксбанк лицензия № 1868, Москва и обл.",1 319 197,2015-02-01
"Банк БКФ лицензия № 2684, Москва и обл.",1 312 006,2015-02-01
"Форштадт лицензия № 2208, Оренбургская обл.",1 307 966,2015-02-01
"Нейва лицензия № 1293, Свердловская обл.",1 291 640,2015-02-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",1 284 827,2015-02-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",1 284 570,2015-02-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",1 269 371,2015-02-01
"ИТ Банк лицензия № 2609, Омская обл.",1 266 096,2015-02-01
"Кранбанк лицензия № 2271, Ивановская обл.",1 260 831,2015-02-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",1 255 381,2015-02-01
"Собинбанк лицензия № 1317, Москва и обл.",1 255 320,2015-02-01
"Объединенный Банк Промышленных Инвестиций лицензия № 2626, Москва и обл.",1 249 816,2015-02-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",1 224 399,2015-02-01
"Воронеж лицензия № 654, Воронежская обл.",1 200 770,2015-02-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",1 190 934,2015-02-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",1 187 693,2015-02-01
"Союзный лицензия № 3236, Москва и обл.",1 180 828,2015-02-01
"Газстройбанк лицензия № 2919, Москва и обл.",1 176 402,2015-02-01
"Строительно-Коммерческий Банк лицензия № 3050, Санкт-Петербург и обл.",1 157 728,2015-02-01
"Промрегионбанк лицензия № 2123, Томская обл.",1 144 644,2015-02-01
"Донкомбанк лицензия № 492, Ростовская обл.",1 137 189,2015-02-01
"Спиритбанк лицензия № 2053, Тульская обл.",1 135 104,2015-02-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",1 127 480,2015-02-01
"Эксперт Банк лицензия № 2949, Омская обл.",1 123 223,2015-02-01
"Форус Банк лицензия № 3457, Нижегородская обл.",1 116 403,2015-02-01
"Енисейский Объединенный Банк лицензия № 2645, Красноярский край",1 111 675,2015-02-01
"Кремлевский лицензия № 2905, Москва и обл.",1 108 082,2015-02-01
"Славянский Кредит лицензия № 2960, Москва и обл.",1 078 517,2015-02-01
"Мираф-Банк лицензия № 2244, Омская обл.",1 072 763,2015-02-01
"Вологжанин лицензия № 1896, Вологодская обл.",1 064 475,2015-02-01
"Актив Банк лицензия № 2529, Мордовия",1 063 760,2015-02-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",1 056 196,2015-02-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",1 049 124,2015-02-01
"Таурус Банк лицензия № 655, Москва и обл.",1 044 516,2015-02-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",1 041 589,2015-02-01
"Агросоюз лицензия № 1459, Москва и обл.",1 035 821,2015-02-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",1 022 792,2015-02-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",1 020 492,2015-02-01
"Национальный Корпоративный Банк лицензия № 3422, Москва и обл.",1 017 865,2015-02-01
"Тихоокеанский Внешторгбанк лицензия № 1378, Сахалинская обл.",1 014 210,2015-02-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",1 013 622,2015-02-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",1 005 264,2015-02-01
"ИНГ Банк лицензия № 2495, Москва и обл.",987 871,2015-02-01
"Промсельхозбанк лицензия № 538, Москва и обл.",980 669,2015-02-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",967 199,2015-02-01
"Айви Банк лицензия № 2055, Москва и обл.",957 123,2015-02-01
"Тойота Банк лицензия № 3470, Москва и обл.",951 347,2015-02-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",950 574,2015-02-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",948 587,2015-02-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",945 859,2015-02-01
"Выборг-Банк лицензия № 720, Санкт-Петербург и обл.",930 690,2015-02-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",929 805,2015-02-01
"Энергобанк лицензия № 67, Татарстан",927 208,2015-02-01
"Уссури лицензия № 596, Хабаровский край",903 957,2015-02-01
"Банк Казани лицензия № 708, Татарстан",900 965,2015-02-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",896 103,2015-02-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",884 881,2015-02-01
