Лицензия_банк,ИД_1500,дата
"Веста лицензия № 2368, Москва и обл.","20 029,84",2015-02-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.","13 664,03",2015-02-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.","3 571,02",2015-02-01
"Балтика лицензия № 967, Москва и обл.","3 528,94",2015-02-01
"Национальный Клиринговый Центр лицензия № 3466, Москва и обл.","2 793,99",2015-02-01
"Морган Стэнли Банк лицензия № 3456, Москва и обл.","2 282,09",2015-02-01
"РЕСО Кредит лицензия № 3450, Москва и обл.","1 915,43",2015-02-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.","1 889,71",2015-02-01
"Сервис-Резерв лицензия № 2034, Москва и обл.","1 834,43",2015-02-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.","1 606,35",2015-02-01
"Система лицензия № 2846, Москва и обл.","1 596,88",2015-02-01
"Металлинвестбанк лицензия № 2440, Москва и обл.","1 558,05",2015-02-01
"Интерпромбанк лицензия № 3266, Москва и обл.","1 479,39",2015-02-01
"Коммерцбанк (Евразия) лицензия № 3333, Москва и обл.","1 361,76",2015-02-01
"Бенифит-Банк лицензия № 3229, Москва и обл.","1 142,76",2015-02-01
"АМБ Банк лицензия № 3036, Москва и обл.","1 137,37",2015-02-01
"Дойче Банк лицензия № 3328, Москва и обл.","1 121,66",2015-02-01
"Ситибанк лицензия № 2557, Москва и обл.",99848,2015-02-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",89401,2015-02-01
"Смолевич лицензия № 1121, Смоленская обл.",84728,2015-02-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",84566,2015-02-01
"Индустриальный Сберегательный Банк лицензия № 3175, Москва и обл.",83972,2015-02-01
"Новикомбанк лицензия № 2546, Москва и обл.",80013,2015-02-01
"Денизбанк Москва лицензия № 3330, Москва и обл.",78043,2015-02-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",77843,2015-02-01
"Натиксис Банк лицензия № 3390, Москва и обл.",75484,2015-02-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",72256,2015-02-01
"Н-Банк лицензия № 3493, Москва и обл.",71786,2015-02-01
"Межрегионбанк лицензия № 1059, Москва и обл.",71293,2015-02-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",69801,2015-02-01
"Альба Альянс лицензия № 2593, Москва и обл.",69085,2015-02-01
"ИНГ Банк лицензия № 2495, Москва и обл.",66249,2015-02-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.",66136,2015-02-01
"Инвестиционный Союз лицензия № 637, Москва и обл.",61773,2015-02-01
"Агророс лицензия № 2860, Саратовская обл.",61501,2015-02-01
"Развитие-Столица лицензия № 3013, Москва и обл.",61037,2015-02-01
"Альта-Банк лицензия № 2269, Москва и обл.",60971,2015-02-01
"Райффайзенбанк лицензия № 3292, Москва и обл.",57519,2015-02-01
"Таурус Банк лицензия № 655, Москва и обл.",56208,2015-02-01
"Новое Время лицензия № 3492, Москва и обл.",55848,2015-02-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",55773,2015-02-01
"Аресбанк лицензия № 2914, Москва и обл.",55224,2015-02-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",54179,2015-02-01
"Ханты-Мансийский банк Открытие лицензия № 1971, Москва и обл.",53751,2015-02-01
"Бинбанк лицензия № 323, Москва и обл.",53640,2015-02-01
"СБ Банк (Судостроительный банк) лицензия № 2999, Москва и обл.",51426,2015-02-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",51004,2015-02-01
"Пульс Столицы лицензия № 3002, Москва и обл.",50461,2015-02-01
"Анкор Банк лицензия № 889, Татарстан",47281,2015-02-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",47047,2015-02-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",46858,2015-02-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",45381,2015-02-01
"АББ лицензия № 2937, Москва и обл.",45001,2015-02-01
"Первобанк лицензия № 3461, Самарская обл.",44941,2015-02-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",43343,2015-02-01
"Лидер лицензия № 3304, Москва и обл.",42777,2015-02-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",42220,2015-02-01
"Экспо Финанс лицензия № 2594, Москва и обл.",42008,2015-02-01
"Инвест-Экобанк лицензия № 1956, Санкт-Петербург и обл.",41864,2015-02-01
"Геобанк лицензия № 2027, Москва и обл.",41664,2015-02-01
"ФДБ лицензия № 3071, Москва и обл.",40604,2015-02-01
"Воронеж лицензия № 654, Воронежская обл.",40341,2015-02-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",40065,2015-02-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",40058,2015-02-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",39584,2015-02-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",39384,2015-02-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",38272,2015-02-01
"Дил-Банк лицензия № 3384, Москва и обл.",38165,2015-02-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",38105,2015-02-01
"Региональный Банк Сбережений лицензия № 3367, Москва и обл.",37975,2015-02-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",37781,2015-02-01
"Региональный Банк Развития лицензия № 2782, Башкортостан",37366,2015-02-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",37304,2015-02-01
"Башкомснаббанк лицензия № 1398, Башкортостан",37226,2015-02-01
"Риабанк лицензия № 3434, Москва и обл.",36807,2015-02-01
"ББР Банк лицензия № 2929, Москва и обл.",35302,2015-02-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",35277,2015-02-01
"Межтрастбанк лицензия № 2493, Москва и обл.",35067,2015-02-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",34978,2015-02-01
"Уралприватбанк лицензия № 153, Свердловская обл.",34946,2015-02-01
"Ассоциация лицензия № 732, Нижегородская обл.",34718,2015-02-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",34665,2015-02-01
"Руссобанк лицензия № 2313, Москва и обл.",34606,2015-02-01
"Алеф-Банк лицензия № 2119, Москва и обл.",34567,2015-02-01
"Зернобанк лицензия № 2337, Алтайский край",34017,2015-02-01
"СИАБ лицензия № 3245, Санкт-Петербург и обл.",34002,2015-02-01
"МФБанк лицензия № 3163, Москва и обл.",33790,2015-02-01
"Банк Расчетов и Сбережений лицензия № 2617, Москва и обл.",33696,2015-02-01
"Эксперт Банк лицензия № 2949, Омская обл.",33682,2015-02-01
"Петрокоммерц лицензия № 1776, Москва и обл.",33663,2015-02-01
"Интеркоммерц Банк лицензия № 1657, Москва и обл.",32237,2015-02-01
"Пересвет лицензия № 2110, Москва и обл.",32122,2015-02-01
"Пробизнесбанк лицензия № 2412, Москва и обл.",32077,2015-02-01
"ОТП Банк лицензия № 2766, Москва и обл.",31936,2015-02-01
"Банк Финсервис лицензия № 3388, Москва и обл.",31771,2015-02-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",31148,2015-02-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.",31060,2015-02-01
"Внешпромбанк лицензия № 3261, Москва и обл.",31003,2015-02-01
"Соколовский лицензия № 2830, Москва и обл.",30818,2015-02-01
"Аделантбанк лицензия № 1835, Москва и обл.",30668,2015-02-01
"Промышленно-Финансовое Сотрудничество лицензия № 2410, Москва и обл.",29741,2015-02-01
"МДМ Банк лицензия № 2562, Москва и обл.",29410,2015-02-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",29129,2015-02-01
"Левобережный лицензия № 1343, Новосибирская обл.",29048,2015-02-01
"Анталбанк лицензия № 3115, Москва и обл.",28744,2015-02-01
"Морской Банк лицензия № 77, Москва и обл.",28579,2015-02-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",28477,2015-02-01
"ВРБ лицензия № 3499, Москва и обл.",27695,2015-02-01
"Рублев лицензия № 3098, Москва и обл.",27467,2015-02-01
"Национальный Расчетный Депозитарий лицензия № 3294, Москва и обл.",27286,2015-02-01
"Строительно-Коммерческий Банк лицензия № 3050, Санкт-Петербург и обл.",27109,2015-02-01
"Верхневолжский лицензия № 1084, Ярославская обл.",26433,2015-02-01
"РИТЦ Банк лицензия № 2677, Москва и обл.",26358,2015-02-01
"Альфа-Банк лицензия № 1326, Москва и обл.",26030,2015-02-01
"Росавтобанк лицензия № 2767, Москва и обл.",25580,2015-02-01
"Леноблбанк лицензия № 1003, Санкт-Петербург и обл.",25245,2015-02-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",24863,2015-02-01
"Ишбанк лицензия № 2867, Москва и обл.",24482,2015-02-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",24389,2015-02-01
"Банк Премьер Кредит лицензия № 1663, Москва и обл.",24268,2015-02-01
"Плюс Банк лицензия № 1189, Москва и обл.",24257,2015-02-01
"Джаст Банк лицензия № 3503, Москва и обл.",23985,2015-02-01
"Росдорбанк лицензия № 1573, Москва и обл.",23744,2015-02-01
"Промсвязьбанк лицензия № 3251, Москва и обл.",23707,2015-02-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",23542,2015-02-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",22828,2015-02-01
"Кремлевский лицензия № 2905, Москва и обл.",22425,2015-02-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",22332,2015-02-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",22297,2015-02-01
"Славянский Кредит лицензия № 2960, Москва и обл.",22205,2015-02-01
"РУБанк лицензия № 2813, Москва и обл.",22188,2015-02-01
"Преодоление лицензия № 2649, Москва и обл.",22070,2015-02-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.",21947,2015-02-01
"Росэксимбанк лицензия № 2790, Москва и обл.",21912,2015-02-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",21769,2015-02-01
"Развитие лицензия № 2729, Карачаево-Черкесия",21722,2015-02-01
"ИРС лицензия № 272, Москва и обл.",21521,2015-02-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",21422,2015-02-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.",21027,2015-02-01
"Майма лицензия № 1037, Москва и обл.",20788,2015-02-01
"Си Ди Би Банк лицензия № 3339, Краснодарский край",20669,2015-02-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",20621,2015-02-01
"Авангард лицензия № 2879, Москва и обл.",20264,2015-02-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",19799,2015-02-01
"Банк Город лицензия № 2644, Москва и обл.",19741,2015-02-01
"Собинбанк лицензия № 1317, Москва и обл.",19374,2015-02-01
"Коммерческий Банк Развития лицензия № 3364, Москва и обл.",19285,2015-02-01
"Океан Банк лицензия № 1697, Москва и обл.",19197,2015-02-01
"Кросна-Банк лицензия № 2607, Москва и обл.",19194,2015-02-01
"Форштадт лицензия № 2208, Оренбургская обл.",19169,2015-02-01
"Банк РСБ 24 (Русславбанк) лицензия № 1073, Москва и обл.",19125,2015-02-01
"Энергобанк лицензия № 67, Татарстан",18946,2015-02-01
"ОФК Банк лицензия № 2270, Москва и обл.",18900,2015-02-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",18899,2015-02-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",18887,2015-02-01
"Промсельхозбанк лицензия № 538, Москва и обл.",18786,2015-02-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",18709,2015-02-01
"Аспект лицензия № 608, Москва и обл.",18647,2015-02-01
"Севергазбанк лицензия № 2816, Вологодская обл.",18490,2015-02-01
"Спурт Банк лицензия № 2207, Татарстан",18453,2015-02-01
"Ганзакомбанк лицензия № 1734, Санкт-Петербург и обл.",18297,2015-02-01
"Русское Финансовое Общество лицензия № 3427, Москва и обл.",17991,2015-02-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",17660,2015-02-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",17565,2015-02-01
"Милбанк лицензия № 3256, Москва и обл.",17413,2015-02-01
"Нейва лицензия № 1293, Свердловская обл.",17356,2015-02-01
"Экспобанк лицензия № 2998, Москва и обл.",17205,2015-02-01
"Банк ВВБ лицензия № 1093, Ярославская обл.",17198,2015-02-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.",17155,2015-02-01
"Совкомбанк лицензия № 963, Костромская обл.",16908,2015-02-01
"МТИ-Банк лицензия № 1052, Москва и обл.",16864,2015-02-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",16753,2015-02-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",16740,2015-02-01
"Ланта-Банк лицензия № 1920, Москва и обл.",16662,2015-02-01
"Банк Глобус лицензия № 2438, Москва и обл.",16619,2015-02-01
"Инбанк лицензия № 1829, Москва и обл.",16520,2015-02-01
"Гринфилдбанк лицензия № 2711, Москва и обл.",16489,2015-02-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",16466,2015-02-01
"Банк БКФ лицензия № 2684, Москва и обл.",16327,2015-02-01
"Банк Интеза лицензия № 2216, Москва и обл.",16209,2015-02-01
"Максима лицензия № 3379, Москва и обл.",16171,2015-02-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",16166,2015-02-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.",16052,2015-02-01
"Аверс лицензия № 415, Татарстан",16039,2015-02-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",15828,2015-02-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",15820,2015-02-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",15674,2015-02-01
"Банк Уралсиб лицензия № 2275, Москва и обл.",15464,2015-02-01
"Содружество лицензия № 2923, Москва и обл.",15133,2015-02-01
"СтарБанк лицензия № 548, Москва и обл.",15012,2015-02-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",14964,2015-02-01
"Кедр лицензия № 1574, Красноярский край",14948,2015-02-01
"Земкомбанк лицензия № 574, Ростовская обл.",14670,2015-02-01
"Кольцо Урала лицензия № 65, Свердловская обл.",14648,2015-02-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",14572,2015-02-01
"Век лицензия № 2299, Москва и обл.",14560,2015-02-01
"Кредит-Москва лицензия № 5, Москва и обл.",14509,2015-02-01
"ЮниКредит Банк лицензия № 1, Москва и обл.",14441,2015-02-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",14219,2015-02-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",13966,2015-02-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",13748,2015-02-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",13700,2015-02-01
"Стратегия лицензия № 2801, Москва и обл.",13498,2015-02-01
"Идея Банк лицензия № 430, Краснодарский край",13369,2015-02-01
"Банк «Санкт-Петербург» лицензия № 436, Санкт-Петербург и обл.",13221,2015-02-01
"Смартбанк лицензия № 3408, Москва и обл.",12978,2015-02-01
"Хованский лицензия № 2145, Москва и обл.",12891,2015-02-01
"Златкомбанк лицензия № 568, Москва и обл.",12856,2015-02-01
"Новопокровский лицензия № 467, Краснодарский край",12791,2015-02-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",12772,2015-02-01
"Приморье лицензия № 3001, Приморский край",12713,2015-02-01
"Снежинский лицензия № 1376, Челябинская обл.",12707,2015-02-01
"НК Банк лицензия № 2755, Москва и обл.",12494,2015-02-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",12466,2015-02-01
"Нота-Банк лицензия № 2913, Москва и обл.",12432,2015-02-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",12356,2015-02-01
"Образование лицензия № 1521, Москва и обл.",12269,2015-02-01
"Девон-Кредит лицензия № 1972, Татарстан",12268,2015-02-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",12221,2015-02-01
"Объединенный Банк Промышленных Инвестиций лицензия № 2626, Москва и обл.",12108,2015-02-01
"Интеркоопбанк лицензия № 2803, Москва и обл.",11875,2015-02-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",11690,2015-02-01
"Агропромкредит лицензия № 2880, Москва и обл.",11617,2015-02-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",11413,2015-02-01
"Россита-Банк лицензия № 3257, Москва и обл.",11215,2015-02-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",11057,2015-02-01
"ВТБ лицензия № 1000, Санкт-Петербург и обл.",11034,2015-02-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",10959,2015-02-01
"Гагаринский лицензия № 606, Москва и обл.",10785,2015-02-01
"ФорБанк лицензия № 2063, Москва и обл.",10715,2015-02-01
"РНКБ лицензия № 1354, Симферополь",10636,2015-02-01
"Братский АНКБ лицензия № 1144, Иркутская обл.",10628,2015-02-01
"Далена Банк лицензия № 1948, Москва и обл.",10616,2015-02-01
"Татфондбанк лицензия № 3058, Татарстан",10570,2015-02-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",10521,2015-02-01
"Углеметбанк лицензия № 2997, Челябинская обл.",10508,2015-02-01
"БыстроБанк лицензия № 1745, Удмуртия",10338,2015-02-01
"Оргбанк лицензия № 3312, Москва и обл.",10286,2015-02-01
"Вестинтербанк лицензия № 3398, Москва и обл.",10271,2015-02-01
"Транспортный лицензия № 3174, Москва и обл.",10138,2015-02-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",10045,2015-02-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",10041,2015-02-01
"Адмиралтейский лицензия № 3054, Москва и обл.",10040,2015-02-01
"Росбанк лицензия № 2272, Москва и обл.",10029,2015-02-01
"Связной Банк лицензия № 1961, Москва и обл.",9983,2015-02-01
"Челиндбанк лицензия № 485, Челябинская обл.",9841,2015-02-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",9781,2015-02-01
"Бумеранг лицензия № 1002, Вологодская обл.",9730,2015-02-01
"Камчаткомагропромбанк лицензия № 545, Камчатская обл.",9729,2015-02-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",9651,2015-02-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",9632,2015-02-01
"Расчетный Дом лицензия № 3350, Москва и обл.",9527,2015-02-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",9494,2015-02-01
"Экономикс-Банк лицензия № 2136, Москва и обл.",9407,2015-02-01
"Мосводоканалбанк лицензия № 2863, Москва и обл.",9360,2015-02-01
"Транснациональный Банк лицензия № 2108, Москва и обл.",9347,2015-02-01
"МБА-Москва лицензия № 3395, Москва и обл.",9172,2015-02-01
"Банк ИТБ лицензия № 3128, Москва и обл.",9148,2015-02-01
"Унифин лицензия № 2654, Москва и обл.",9036,2015-02-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",9033,2015-02-01
"Траст Капитал Банк лицензия № 2741, Москва и обл.",8999,2015-02-01
"Банк МБФИ лицензия № 2073, Москва и обл.",8986,2015-02-01
"СМП Банк лицензия № 3368, Москва и обл.",8796,2015-02-01
"Дальневосточный Банк лицензия № 843, Приморский край",8665,2015-02-01
"Примтеркомбанк лицензия № 21, Приморский край",8522,2015-02-01
"Центр-инвест лицензия № 2225, Ростовская обл.",8500,2015-02-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",8449,2015-02-01
"Гаранти Банк — Москва лицензия № 3275, Москва и обл.",8382,2015-02-01
"Еврокредит лицензия № 2957, Москва и обл.",8269,2015-02-01
"НС Банк лицензия № 3124, Москва и обл.",8241,2015-02-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",8141,2015-02-01
"Союз лицензия № 2307, Москва и обл.",7936,2015-02-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",7865,2015-02-01
"РТС-Банк лицензия № 3401, Самарская обл.",7767,2015-02-01
"Старый Кремль лицензия № 2657, Москва и обл.",7734,2015-02-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",7632,2015-02-01
"Динамичные Системы лицензия № 3439, Москва и обл.",7517,2015-02-01
"Мосстройэкономбанк (М Банк) лицензия № 948, Москва и обл.",7499,2015-02-01
"Витязь лицензия № 2890, Москва и обл.",7405,2015-02-01
"Синергия лицензия № 2884, Саратовская обл.",7370,2015-02-01
"Держава лицензия № 2738, Москва и обл.",7336,2015-02-01
"Ак Барс лицензия № 2590, Татарстан",7247,2015-02-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",7234,2015-02-01
"Агросоюз лицензия № 1459, Москва и обл.",7232,2015-02-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",7229,2015-02-01
"Солидарность (Москва) лицензия № 1555, Москва и обл.",7196,2015-02-01
"Легион лицензия № 3117, Москва и обл.",7177,2015-02-01
"Заречье лицензия № 817, Татарстан",7159,2015-02-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",7085,2015-02-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",6999,2015-02-01
"Метрополь лицензия № 1639, Москва и обл.",6998,2015-02-01
"Глобэкс лицензия № 1942, Москва и обл.",6960,2015-02-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",6910,2015-02-01
"Газбанк лицензия № 2316, Самарская обл.",6875,2015-02-01
"Российский Кредит лицензия № 324, Москва и обл.",6866,2015-02-01
"Славия лицензия № 2664, Москва и обл.",6844,2015-02-01
"Инкаробанк лицензия № 2696, Москва и обл.",6746,2015-02-01
"АйМаниБанк лицензия № 1975, Москва и обл.",6740,2015-02-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",6659,2015-02-01
"Миллениум Банк лицензия № 3423, Москва и обл.",6596,2015-02-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",6489,2015-02-01
"Гута-Банк лицензия № 256, Москва и обл.",6487,2015-02-01
"Тендер-Банк лицензия № 2252, Москва и обл.",6459,2015-02-01
"Эргобанк лицензия № 2856, Москва и обл.",6436,2015-02-01
"Сбербанк России лицензия № 1481, Москва и обл.",6433,2015-02-01
"Солид Банк лицензия № 1329, Камчатская обл.",6386,2015-02-01
"ВТБ 24 лицензия № 1623, Москва и обл.",6280,2015-02-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",6256,2015-02-01
"ВУЗ-Банк лицензия № 1557, Свердловская обл.",6245,2015-02-01
"Экспресс-Волга лицензия № 3085, Саратовская обл.",6221,2015-02-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",6221,2015-02-01
"Тульский Промышленник лицензия № 2382, Тульская обл.",6204,2015-02-01
"Северо-Восточный Альянс лицензия № 2768, Москва и обл.",5980,2015-02-01
"Енисей лицензия № 474, Красноярский край",5908,2015-02-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",5851,2015-02-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",5846,2015-02-01
"Сибирский Банк Реконструкции и Развития лицензия № 1284, Тюменская обл.",5821,2015-02-01
"Арсенал лицензия № 3000, Москва и обл.",5801,2015-02-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",5798,2015-02-01
"Азия-Инвест Банк лицензия № 3303, Москва и обл.",5795,2015-02-01
"РосЕвроБанк лицензия № 3137, Москва и обл.",5772,2015-02-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",5628,2015-02-01
"Ринвестбанк лицензия № 3262, Рязанская обл.",5625,2015-02-01
"Мираф-Банк лицензия № 2244, Омская обл.",5411,2015-02-01
"МАСТ-Банк лицензия № 3267, Москва и обл.",5360,2015-02-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",5338,2015-02-01
"Возрождение лицензия № 1439, Москва и обл.",5279,2015-02-01
"Объединенный Национальный Банк лицензия № 2074, Нижегородская обл.",5216,2015-02-01
"Жилкредит лицензия № 1736, Москва и обл.",5192,2015-02-01
"Евразийский Банк лицензия № 969, Москва и обл.",5029,2015-02-01
"Росэнергобанк лицензия № 2211, Москва и обл.",5020,2015-02-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",4999,2015-02-01
"Бинбанк Сургут лицензия № 1701, Ханты-Мансийский АО — Югра",4871,2015-02-01
"Связь-Банк лицензия № 1470, Москва и обл.",4854,2015-02-01
"Новобанк лицензия № 1352, Новгородская обл.",4797,2015-02-01
"Союзный лицензия № 3236, Москва и обл.",4769,2015-02-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",4748,2015-02-01
"Вокбанк лицензия № 312, Нижегородская обл.",4586,2015-02-01
"Ростфинанс лицензия № 481, Ростовская обл.",4523,2015-02-01
"Кубань Кредит лицензия № 2518, Краснодарский край",4434,2015-02-01
"Киви Банк лицензия № 2241, Москва и обл.",4423,2015-02-01
"НСТ-Банк лицензия № 1738, Оренбургская обл.",4328,2015-02-01
"Риал-Кредит лицензия № 3393, Москва и обл.",4277,2015-02-01
"Уральский Банк Реконструкции и Развития лицензия № 429, Свердловская обл.",4242,2015-02-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",4239,2015-02-01
"РосинтерБанк лицензия № 226, Москва и обл.",4187,2015-02-01
"НБК-Банк лицензия № 3283, Москва и обл.",4186,2015-02-01
"Банкирский Дом лицензия № 2928, Санкт-Петербург и обл.",4146,2015-02-01
"Хлынов лицензия № 254, Кировская обл.",4122,2015-02-01
"Идеалбанк лицензия № 3491, Москва и обл.",4086,2015-02-01
"Промрегионбанк лицензия № 2123, Томская обл.",4061,2015-02-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",4061,2015-02-01
"Санкт-Петербургский Банк Инвестиций лицензия № 3468, Санкт-Петербург и обл.",3998,2015-02-01
"Рост Банк лицензия № 2888, Москва и обл.",3880,2015-02-01
"Лесбанк лицензия № 1598, Москва и обл.",3759,2015-02-01
"Резерв лицензия № 2364, Челябинская обл.",3756,2015-02-01
"Банк Зенит лицензия № 3255, Москва и обл.",3635,2015-02-01
"Новый Век лицензия № 3417, Москва и обл.",3625,2015-02-01
"Русский Национальный Банк лицензия № 469, Ростовская обл.",3618,2015-02-01
"Ренессанс лицензия № 1939, Москва и обл.",3600,2015-02-01
"Русский Стандарт лицензия № 2289, Москва и обл.",3593,2015-02-01
"ПэйПал Ру лицензия № 3517, Москва и обл.",3562,2015-02-01
"Северный Кредит лицензия № 2398, Вологодская обл.",3555,2015-02-01
"Примсоцбанк лицензия № 2733, Приморский край",3543,2015-02-01
"Арксбанк лицензия № 1868, Москва и обл.",3542,2015-02-01
"Мурманский Социальный Коммерческий Банк лицензия № 2722, Мурманская обл.",3501,2015-02-01
"Альтернатива лицензия № 3452, Москва и обл.",3432,2015-02-01
"Вега-Банк лицензия № 3270, Москва и обл.",3339,2015-02-01
"ИпоТек Банк лицензия № 2794, Москва и обл.",3329,2015-02-01
"Российский Капитал лицензия № 2312, Москва и обл.",3305,2015-02-01
"ТЭСТ лицензия № 3440, Москва и обл.",3303,2015-02-01
"Банк РМП лицензия № 2574, Москва и обл.",3284,2015-02-01
"НБД-Банк лицензия № 1966, Нижегородская обл.",3266,2015-02-01
"СКБ-Банк лицензия № 705, Свердловская обл.",3203,2015-02-01
"Торговый Городской Банк лицензия № 3180, Тверская обл.",3177,2015-02-01
"Капитал лицензия № 575, Москва и обл.",3072,2015-02-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",3036,2015-02-01
"Автоторгбанк лицензия № 2776, Москва и обл.",3017,2015-02-01
"Кранбанк лицензия № 2271, Ивановская обл.",2959,2015-02-01
