Лицензия_банк,ИД_1500,дата
"Автоградбанк лицензия № 1455, Татарстан",102,2016-02-01
"Акцент лицензия № 696, Оренбургская обл.",100,2016-02-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",96,2016-02-01
"Запсибкомбанк лицензия № 918, Тюменская обл.",92,2016-02-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",92,2016-02-01
"Кузнецкий лицензия № 609, Пензенская обл.",92,2016-02-01
"Донкомбанк лицензия № 492, Ростовская обл.",91,2016-02-01
"Мико-Банк лицензия № 3195, Москва и обл.",89,2016-02-01
"Земский Банк лицензия № 2900, Самарская обл.",86,2016-02-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",85,2016-02-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",83,2016-02-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",81,2016-02-01
"Взаимодействие лицензия № 1704, Новосибирская обл.",79,2016-02-01
"Ижкомбанк лицензия № 646, Удмуртия",78,2016-02-01
"Региональный Коммерческий Банк лицензия № 836, Ульяновская обл.",77,2016-02-01
"Русь лицензия № 704, Оренбургская обл.",76,2016-02-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",73,2016-02-01
"Объединенная Расчетная Система лицензия № 3342, Москва и обл.",71,2016-02-01
"Прохладный лицензия № 874, Кабардино-Балкария",71,2016-02-01
"Вокбанк лицензия № 312, Нижегородская обл.",70,2016-02-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",67,2016-02-01
"Красноярский Краевой Расчетный Центр лицензия № 3483, Красноярский край",67,2016-02-01
"Курскпромбанк лицензия № 735, Курская обл.",59,2016-02-01
"Итуруп лицензия № 2390, Сахалинская обл.",58,2016-02-01
"ИК Банк лицензия № 1732, Татарстан",57,2016-02-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",53,2016-02-01
"Газэнергобанк лицензия № 3252, Калужская обл.",52,2016-02-01
"Финанс Бизнес Банк лицензия № 520, Москва и обл.",50,2016-02-01
"РИБ лицензия № 2749, Москва и обл.",50,2016-02-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",47,2016-02-01
"Унифондбанк лицензия № 3416, Москва и обл.",45,2016-02-01
"Арзамас лицензия № 1281, Нижегородская обл.",45,2016-02-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",43,2016-02-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",41,2016-02-01
"ФИА-Банк лицензия № 2542, Самарская обл.",40,2016-02-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",38,2016-02-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",36,2016-02-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",36,2016-02-01
"Йошкар-Ола лицензия № 2802, Марий Эл",35,2016-02-01
"Спутник лицензия № 1071, Оренбургская обл.",32,2016-02-01
"Радиотехбанк лицензия № 1166, Нижегородская обл.",32,2016-02-01
"ГРиС-Банк лицензия № 1928, Ставропольский край",31,2016-02-01
"Деньги.Мэйл.Ру лицензия № 3511, Москва и обл.",31,2016-02-01
"АлтайБизнес-Банк лицензия № 2388, Алтайский край",29,2016-02-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",28,2016-02-01
"Оренбург лицензия № 3269, Оренбургская обл.",27,2016-02-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",26,2016-02-01
"Экспресс-Волга лицензия № 3085, Костромская обл.",25,2016-02-01
"НОКССбанк лицензия № 3202, Волгоградская обл.",24,2016-02-01
"Венец лицензия № 524, Ульяновская обл.",24,2016-02-01
"Сибэс лицензия № 208, Омская обл.",23,2016-02-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",22,2016-02-01
"ЕАТП Банк лицензия № 1765, Астраханская обл.",21,2016-02-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",19,2016-02-01
"Москва-Сити лицензия № 3247, Москва и обл.",19,2016-02-01
"Газтрансбанк лицензия № 665, Адыгея",19,2016-02-01
"Крона-Банк лицензия № 2499, Иркутская обл.",18,2016-02-01
"Богородский лицензия № 1277, Нижегородская обл.",16,2016-02-01
"ДельтаКредит лицензия № 3338, Москва и обл.",15,2016-02-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",15,2016-02-01
"Континент Финанс лицензия № 149, Москва и обл.",12,2016-02-01
"Элита лицензия № 1399, Калужская обл.",12,2016-02-01
"Кузбассхимбанк лицензия № 2868, Кемеровская обл.",11,2016-02-01
"Российская Финансовая Корпорация лицензия № 3099, Москва и обл.",10,2016-02-01
"Консервативный Коммерческий Банк лицензия № 1087, Астраханская обл.",9,2016-02-01
"Почта Банк лицензия № 650, Москва и обл.",9,2016-02-01
"Национальная Факторинговая Компания лицензия № 3437, Москва и обл.",8,2016-02-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",8,2016-02-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",6,2016-02-01
"Пойдем! лицензия № 2534, Москва и обл.",5,2016-02-01
"РБА лицензия № 3413, Москва и обл.",5,2016-02-01
"Тойота Банк лицензия № 3470, Москва и обл.",4,2016-02-01
"БМВ Банк лицензия № 3482, Москва и обл.",3,2016-02-01
"Социнвестбанк лицензия № 1132, Башкортостан",2,2016-02-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",2,2016-02-01
"Информпрогресс лицензия № 2166, Москва и обл.",2,2016-02-01
"Майский лицензия № 1673, Кабардино-Балкария",1,2016-02-01
"АйМаниБанк лицензия № 1975, Москва и обл.",0,2016-02-01
"Банкирский Дом лицензия № 2928, Санкт-Петербург и обл.",0,2016-02-01
"Москва лицензия № 1661, Москва и обл.",0,2016-02-01
"Сетелем Банк лицензия № 2168, Москва и обл.",0,2016-02-01
"АвтоКредитБанк лицензия № 1973, Татарстан",0,2016-02-01
"Аксонбанк лицензия № 680, Костромская обл.",0,2016-02-01
"Акция лицензия № 927, Ивановская обл.",0,2016-02-01
"Алжан лицензия № 2491, Дагестан",0,2016-02-01
"Америкэн Экспресс Банк лицензия № 3460, Москва и обл.",0,2016-02-01
"АРБ-Инкасс лицензия № 3353, Москва и обл.",0,2016-02-01
"Банк ПСА Финанс Рус лицензия № 3481, Москва и обл.",0,2016-02-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",0,2016-02-01
"Башпромбанк лицензия № 1006, Башкортостан",0,2016-02-01
"Вест лицензия № 2605, Москва и обл.",0,2016-02-01
"Вестерн Юнион ДП Восток лицензия № 2726, Москва и обл.",0,2016-02-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",0,2016-02-01
"ГПБ-Ипотека лицензия № 2403, Москва и обл.",0,2016-02-01
"Дальний Восток лицензия № 3318, Приморский край",0,2016-02-01
"Дон-Тексбанк лицензия № 1818, Ростовская обл.",0,2016-02-01
"Дружба лицензия № 990, Тюменская обл.",0,2016-02-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.",0,2016-02-01
"Европейский Стандарт лицензия № 3200, Москва и обл.",0,2016-02-01
"Единая касса лицензия № 3512, Москва и обл.",0,2016-02-01
"Единая Расчетная Палата лицензия № 384, Москва и обл.",0,2016-02-01
"Икано Банк лицензия № 3519, Центр",0,2016-02-01
"Инновационный Расчетный Центр лицензия № 3447, Москва и обл.",0,2016-02-01
"Интеррасчет лицензия № 1618, Москва и обл.",0,2016-02-01
"ИР-Кредит лицензия № 1724, Москва и обл.",0,2016-02-01
"К2 Банк лицензия № 2851, Карачаево-Черкесия",0,2016-02-01
"Кемсоцинбанк лицензия № 96, Кемеровская обл.",0,2016-02-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",0,2016-02-01
"Континенталь лицензия № 3184, Ставропольский край",0,2016-02-01
"КредитАльянс лицензия № 3472, Вологодская обл.",0,2016-02-01
"Кредо Финанс лицензия № 793, Дагестан",0,2016-02-01
"Лэнд-Банк лицензия № 1478, Москва и обл.",0,2016-02-01
"Майкопбанк лицензия № 1136, Адыгея",0,2016-02-01
"Майма лицензия № 1037, Москва и обл.",0,2016-02-01
"МВС Банк лицензия № 2407, Дагестан",0,2016-02-01
"Межбанковский Кредитный Союз лицензия № 3242, Москва и обл.",0,2016-02-01
"Международный Строительный Банк лицензия № 3484, Москва и обл.",0,2016-02-01
"Межрегиональный Банк Реконструкции лицензия № 2620, Москва и обл.",0,2016-02-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",0,2016-02-01
"Моби.Деньги лицензия № 3523, Москва и обл.",0,2016-02-01
"Монета.ру лицензия № 3508, Марий Эл",0,2016-02-01
"Московский Клиринговый Центр лицензия № 3314, Москва и обл.",0,2016-02-01
"Мострансбанк лицензия № 2258, Москва и обл.",0,2016-02-01
"Нарат лицензия № 1902, Саратовская обл.",0,2016-02-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",0,2016-02-01
"Народный Банк Тувы лицензия № 1309, Тыва",0,2016-02-01
"Народный Земельно-Промышленный Банк лицензия № 2873, Алтайский край",0,2016-02-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",0,2016-02-01
"НКБ лицензия № 2942, Москва и обл.",0,2016-02-01
"Новокиб лицензия № 1747, Кемеровская обл.",0,2016-02-01
"Ноосфера лицензия № 2650, Республика Алтай",0,2016-02-01
"Олма-Банк лицензия № 3250, Москва и обл.",0,2016-02-01
"Оней Банк лицензия № 3516, Москва и обл.",0,2016-02-01
"Петербургский Расчетный Центр лицензия № 3306, Санкт-Петербург и обл.",0,2016-02-01
"Платина лицензия № 2347, Москва и обл.",0,2016-02-01
"Почтобанк лицензия № 1788, Пермская обл.",0,2016-02-01
"Премиум лицензия № 3514, Москва и обл.",0,2016-02-01
"Приполярком лицензия № 507, Тюменская обл.",0,2016-02-01
"ПэйПал Ру лицензия № 3517, Москва и обл.",0,2016-02-01
"Расчетная Палата СВМБ лицензия № 3324, Самарская обл.",0,2016-02-01
"Расчетный Финансовый Дом лицензия № 3430, Санкт-Петербург и обл.",0,2016-02-01
"Рунэтбанк лицензия № 2829, Москва и обл.",0,2016-02-01
"Русский Банк Сбережений лицензия № 779, Ставропольский край",0,2016-02-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",0,2016-02-01
"Северстройбанк лицензия № 3507, Вологодская обл.",0,2016-02-01
"Сириус лицензия № 3506, Омская обл.",0,2016-02-01
"Соверен Банк лицензия № 3206, Москва и обл.",0,2016-02-01
"Стар Альянс лицензия № 3433, Москва и обл.",0,2016-02-01
"Старооскольский Агропромбанк лицензия № 1050, Белгородская обл.",0,2016-02-01
"Тайдон лицензия № 2085, Кемеровская обл.",0,2016-02-01
"Тамбовкредитпромбанк лицензия № 1312, Тамбовская обл.",0,2016-02-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",0,2016-02-01
"Терра лицензия № 3476, Москва и обл.",0,2016-02-01
"Транзит лицензия № 2688, Дагестан",0,2016-02-01
"Телекоммерц Банк лицензия № 3380, Тульская обл.",0,2016-02-01
"Умут лицензия № 2435, Дагестан",0,2016-02-01
"Расчетные Решения лицензия № 3524, Москва и обл.",0,2016-02-01
"Фидбэк лицензия № 3502, Москва и обл.",0,2016-02-01
"Финарс Банк лицензия № 2938, Москва и обл.",0,2016-02-01
"Финтрастбанк лицензия № 3104, Москва и обл.",0,2016-02-01
"Финчер лицензия № 3486, Москва и обл.",0,2016-02-01
"Фольксваген Банк Рус лицензия № 3500, Москва и обл.",0,2016-02-01
"Частный Расчетно-Кассовый Центр лицензия № 3420, Москва и обл.",0,2016-02-01
"Электронный платежный сервис лицензия № 3509, Москва и обл.",0,2016-02-01
"Яндекс.Деньги лицензия № 3510, Россия",0,2016-02-01
"Веста лицензия № 2368, Москва и обл.","55 032,59",2016-03-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.","17 050,00",2016-03-01
"Енисей лицензия № 474, Красноярский край","11 146,26",2016-03-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.","9 217,15",2016-03-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.","8 100,06",2016-03-01
"РЕСО Кредит лицензия № 3450, Москва и обл.","7 574,53",2016-03-01
"Национальный Клиринговый Центр лицензия № 3466, Москва и обл.","5 782,16",2016-03-01
"Морган Стэнли Банк лицензия № 3456, Москва и обл.","5 405,21",2016-03-01
"Интерпромбанк лицензия № 3266, Москва и обл.","3 041,78",2016-03-01
"Металлинвестбанк лицензия № 2440, Москва и обл.","2 808,72",2016-03-01
"Форус Банк лицензия № 3457, Нижегородская обл.","2 459,61",2016-03-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.","2 341,57",2016-03-01
"Система лицензия № 2846, Москва и обл.","2 298,89",2016-03-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.","2 179,56",2016-03-01
"Ханты-Мансийский банк Открытие лицензия № 1971, Москва и обл.","2 053,77",2016-03-01
"Русьуниверсалбанк лицензия № 3293, Москва и обл.","1 883,26",2016-03-01
"Коммерцбанк (Евразия) лицензия № 3333, Москва и обл.","1 775,75",2016-03-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.","1 773,88",2016-03-01
"Экспо Финанс лицензия № 2594, Москва и обл.","1 731,31",2016-03-01
"Внешфинбанк лицензия № 3173, Краснодарский край","1 643,59",2016-03-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.","1 572,33",2016-03-01
"Дойче Банк лицензия № 3328, Москва и обл.","1 507,90",2016-03-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.","1 497,53",2016-03-01
"Агророс лицензия № 2860, Саратовская обл.","1 476,24",2016-03-01
"Новое Время лицензия № 3492, Москва и обл.","1 397,13",2016-03-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.","1 310,11",2016-03-01
"Идея Банк лицензия № 430, Краснодарский край","1 302,15",2016-03-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.","1 300,29",2016-03-01
"Далена Банк лицензия № 1948, Москва и обл.","1 281,41",2016-03-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.","1 269,95",2016-03-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.","1 244,84",2016-03-01
"Сервис-Резерв лицензия № 2034, Москва и обл.","1 244,17",2016-03-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.","1 201,97",2016-03-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Костромская обл.","1 181,38",2016-03-01
"Райффайзенбанк лицензия № 3292, Москва и обл.","1 177,81",2016-03-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.","1 171,47",2016-03-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.","1 166,50",2016-03-01
"Динамичные Системы лицензия № 3439, Москва и обл.","1 157,19",2016-03-01
"Арксбанк лицензия № 1868, Москва и обл.","1 085,98",2016-03-01
"Пульс Столицы лицензия № 3002, Москва и обл.","1 025,40",2016-03-01
"21 Век лицензия № 3309, Санкт-Петербург и обл.",98275,2016-03-01
"Развитие-Столица лицензия № 3013, Москва и обл.",92085,2016-03-01
"Геобанк лицензия № 2027, Москва и обл.",90577,2016-03-01
"Ситибанк лицензия № 2557, Москва и обл.",89888,2016-03-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",87568,2016-03-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",85568,2016-03-01
"Северо-Западный 1 Альянс Банк лицензия № 766, Санкт-Петербург и обл.",83305,2016-03-01
"РУБанк лицензия № 2813, Москва и обл.",79314,2016-03-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",78445,2016-03-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",77906,2016-03-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",77560,2016-03-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",75198,2016-03-01
"Риабанк лицензия № 3434, Москва и обл.",74963,2016-03-01
"ИНГ Банк лицензия № 2495, Москва и обл.",74070,2016-03-01
"НС Банк лицензия № 3124, Москва и обл.",72685,2016-03-01
"Флора-Москва лицензия № 533, Москва и обл.",72437,2016-03-01
"Промсвязьбанк лицензия № 3251, Москва и обл.",71558,2016-03-01
"Девон-Кредит лицензия № 1972, Татарстан",70648,2016-03-01
"МФБанк лицензия № 3163, Москва и обл.",69566,2016-03-01
"Альфа-Банк лицензия № 1326, Москва и обл.",69224,2016-03-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",68436,2016-03-01
"СМП Банк лицензия № 3368, Москва и обл.",67273,2016-03-01
"ИРС лицензия № 272, Москва и обл.",65229,2016-03-01
"Бинбанк лицензия № 323, Москва и обл.",64303,2016-03-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",63061,2016-03-01
"Натиксис Банк лицензия № 3390, Москва и обл.",62065,2016-03-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",61453,2016-03-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",61168,2016-03-01
"Промышленно-Финансовое Сотрудничество лицензия № 2410, Москва и обл.",60808,2016-03-01
"Стратегия лицензия № 2801, Москва и обл.",60291,2016-03-01
"Южный Региональный Банк лицензия № 3015, Ростовская обл.",58978,2016-03-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",58975,2016-03-01
"АББ лицензия № 2937, Москва и обл.",56533,2016-03-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",56394,2016-03-01
"Совкомбанк лицензия № 963, Костромская обл.",54432,2016-03-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",54353,2016-03-01
"Снежинский лицензия № 1376, Челябинская обл.",53680,2016-03-01
"Анкор Банк лицензия № 889, Татарстан",53567,2016-03-01
"УМ-Банк лицензия № 1441, Свердловская обл.",52820,2016-03-01
"ВРБ лицензия № 3499, Ярославская обл.",52767,2016-03-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",52665,2016-03-01
"Финам Банк лицензия № 2799, Москва и обл.",52483,2016-03-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",52359,2016-03-01
"ОТП Банк лицензия № 2766, Москва и обл.",51981,2016-03-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",51645,2016-03-01
"Национальный Банк «Траст» лицензия № 3279, Москва и обл.",51641,2016-03-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",50391,2016-03-01
"ОФК Банк лицензия № 2270, Москва и обл.",50303,2016-03-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",50092,2016-03-01
"Метрополь лицензия № 1639, Москва и обл.",50075,2016-03-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",49994,2016-03-01
"Банкхаус Эрбе лицензия № 1717, Москва и обл.",49967,2016-03-01
"Алеф-Банк лицензия № 2119, Москва и обл.",48952,2016-03-01
"Альба Альянс лицензия № 2593, Москва и обл.",47846,2016-03-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",47845,2016-03-01
"Банк «Санкт-Петербург» лицензия № 436, Санкт-Петербург и обл.",47568,2016-03-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",47178,2016-03-01
"Модульбанк лицензия № 1927, Костромская обл.",47131,2016-03-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",45810,2016-03-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",44850,2016-03-01
"Кредпромбанк лицензия № 1165, Ярославская обл.",44263,2016-03-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",44016,2016-03-01
"Кремлевский лицензия № 2905, Москва и обл.",43814,2016-03-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",43637,2016-03-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",43462,2016-03-01
"Росдорбанк лицензия № 1573, Москва и обл.",42773,2016-03-01
"Индустриальный Сберегательный Банк лицензия № 3175, Москва и обл.",42274,2016-03-01
"Хованский лицензия № 2145, Москва и обл.",41764,2016-03-01
"Евразийский Банк лицензия № 969, Москва и обл.",41220,2016-03-01
"Гаранти Банк — Москва лицензия № 3275, Москва и обл.",40835,2016-03-01
"Возрождение лицензия № 1439, Москва и обл.",39183,2016-03-01
"Новикомбанк лицензия № 2546, Москва и обл.",39104,2016-03-01
"Проминвестбанк лицензия № 2433, Москва и обл.",38940,2016-03-01
"Акцепт лицензия № 567, Новосибирская обл.",38337,2016-03-01
"Камчаткомагропромбанк лицензия № 545, Камчатская обл.",37275,2016-03-01
"Смартбанк лицензия № 3408, Москва и обл.",36814,2016-03-01
"Жилкредит лицензия № 1736, Москва и обл.",36328,2016-03-01
"Братский АНКБ лицензия № 1144, Иркутская обл.",36317,2016-03-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",36037,2016-03-01
"Инкаробанк лицензия № 2696, Москва и обл.",35588,2016-03-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",35270,2016-03-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",34776,2016-03-01
"БайкалБанк лицензия № 2632, Бурятия",34720,2016-03-01
"Башкомснаббанк лицензия № 1398, Башкортостан",34426,2016-03-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",34388,2016-03-01
"Ассоциация лицензия № 732, Нижегородская обл.",34269,2016-03-01
"ФорБанк лицензия № 2063, Москва и обл.",34037,2016-03-01
"Банк БКФ лицензия № 2684, Москва и обл.",33856,2016-03-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",32956,2016-03-01
"Русский Стандарт лицензия № 2289, Москва и обл.",32935,2016-03-01
"Образование лицензия № 1521, Москва и обл.",32845,2016-03-01
"Татфондбанк лицензия № 3058, Татарстан",32644,2016-03-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",32595,2016-03-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",32263,2016-03-01
"Руссобанк лицензия № 2313, Москва и обл.",32155,2016-03-01
"Банк Интеза лицензия № 2216, Москва и обл.",32110,2016-03-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",31932,2016-03-01
"Морской Банк лицензия № 77, Москва и обл.",31781,2016-03-01
"Банк Финсервис лицензия № 3388, Москва и обл.",31739,2016-03-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",31106,2016-03-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",31073,2016-03-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",30819,2016-03-01
"Нейва лицензия № 1293, Свердловская обл.",30610,2016-03-01
"Восточный Банк лицензия № 1460, Амурская обл.",30297,2016-03-01
"Денизбанк Москва лицензия № 3330, Москва и обл.",29929,2016-03-01
"Интеркоопбанк лицензия № 2803, Москва и обл.",29549,2016-03-01
"Пересвет лицензия № 2110, Москва и обл.",29091,2016-03-01
"Инбанк лицензия № 1829, Москва и обл.",29080,2016-03-01
"Банк Глобус лицензия № 2438, Москва и обл.",28332,2016-03-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",27611,2016-03-01
"Лидер лицензия № 3304, Москва и обл.",27474,2016-03-01
"Арсенал лицензия № 3000, Москва и обл.",27252,2016-03-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",27227,2016-03-01
"Союзный лицензия № 3236, Москва и обл.",27095,2016-03-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",26913,2016-03-01
"Современные Стандарты Бизнеса лицензия № 3397, Москва и обл.",26831,2016-03-01
"Глобэкс лицензия № 1942, Москва и обл.",26629,2016-03-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",26626,2016-03-01
"Аресбанк лицензия № 2914, Москва и обл.",26476,2016-03-01
"Легион лицензия № 3117, Москва и обл.",25464,2016-03-01
"Росэксимбанк лицензия № 2790, Москва и обл.",25439,2016-03-01
"Банк ВВБ лицензия № 1093, Севастополь",25337,2016-03-01
"Промсельхозбанк лицензия № 538, Москва и обл.",25261,2016-03-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",25005,2016-03-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",24987,2016-03-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",24958,2016-03-01
"Максима лицензия № 3379, Москва и обл.",24948,2016-03-01
"Росэнергобанк лицензия № 2211, Москва и обл.",24862,2016-03-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",24430,2016-03-01
"Си Ди Би Банк лицензия № 3339, Краснодарский край",24306,2016-03-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",23985,2016-03-01
"Торговый Городской Банк лицензия № 3180, Москва и обл.",23875,2016-03-01
"Московский Областной Банк лицензия № 1751, Москва и обл.",23457,2016-03-01
"Экономикс-Банк лицензия № 2136, Москва и обл.",23456,2016-03-01
"Абсолют Банк лицензия № 2306, Москва и обл.",23189,2016-03-01
"Банк Премьер Кредит лицензия № 1663, Москва и обл.",23165,2016-03-01
"Рост Банк лицензия № 2888, Москва и обл.",22764,2016-03-01
"Держава лицензия № 2738, Москва и обл.",22642,2016-03-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",22638,2016-03-01
"Заречье лицензия № 817, Татарстан",22251,2016-03-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",21545,2016-03-01
"Рублев лицензия № 3098, Москва и обл.",21382,2016-03-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",21302,2016-03-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",21212,2016-03-01
"Солид Банк лицензия № 1329, Камчатская обл.",20891,2016-03-01
"Соколовский лицензия № 2830, Москва и обл.",20527,2016-03-01
"Оргбанк лицензия № 3312, Москва и обл.",20356,2016-03-01
"Воронеж лицензия № 654, Воронежская обл.",20310,2016-03-01
"ВТБ лицензия № 1000, Санкт-Петербург и обл.",20276,2016-03-01
"Приморье лицензия № 3001, Приморский край",19952,2016-03-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",19856,2016-03-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.",19710,2016-03-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",19641,2016-03-01
"Кросна-Банк лицензия № 2607, Москва и обл.",19545,2016-03-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",19021,2016-03-01
"Ростфинанс лицензия № 481, Ростовская обл.",18813,2016-03-01
"Темпбанк лицензия № 55, Москва и обл.",18754,2016-03-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",18632,2016-03-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",18498,2016-03-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",18480,2016-03-01
"ЮниКредит Банк лицензия № 1, Москва и обл.",18352,2016-03-01
"МДМ Банк лицензия № 2562, Москва и обл.",18048,2016-03-01
"Ланта-Банк лицензия № 1920, Москва и обл.",17938,2016-03-01
"Северо-Восточный Альянс лицензия № 2768, Москва и обл.",17731,2016-03-01
"Московский Кредитный Банк лицензия № 1978, Москва и обл.",17405,2016-03-01
"Резерв лицензия № 2364, Челябинская обл.",17381,2016-03-01
"Генбанк лицензия № 2490, Симферополь",17160,2016-03-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",17137,2016-03-01
"Преодоление лицензия № 2649, Москва и обл.",17098,2016-03-01
"МТИ-Банк лицензия № 1052, Москва и обл.",16809,2016-03-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",16782,2016-03-01
"Славянский Кредит лицензия № 2960, Москва и обл.",16738,2016-03-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",16645,2016-03-01
"БыстроБанк лицензия № 1745, Удмуртия",16545,2016-03-01
"Уральский Банк Реконструкции и Развития лицензия № 429, Свердловская обл.",16182,2016-03-01
