лицензия,дата,fact,CatBoost,RF
101,2017-06-01,0.0,0.2430308938914181,0.3790854681143349
101,2017-07-01,0.0,0.14133736229280025,0.3873993999065012
101,2017-08-01,0.0,0.12725728613937246,0.35658059513463186
101,2017-09-01,0.0,0.23025936369182573,0.3699453261832477
101,2017-10-01,0.0,0.21603850798165522,0.34270683063435
101,2017-11-01,0.0,0.08778410945737959,0.3548481558580362
101,2017-12-01,0.0,0.13866449676760959,0.3589875839941344
103,2017-01-01,0.0,0.2797424544639161,0.35044454021582927
103,2017-02-01,0.0,0.2643235543392221,0.34093609066687935
103,2017-03-01,0.0,0.1789483639375759,0.3304987476920686
103,2017-04-01,0.0,0.15303425282407146,0.3312765557739432
103,2017-05-01,0.0,0.16411720513083639,0.3463638440061594
103,2017-06-01,0.0,0.27329154406099554,0.35184987056261774
103,2017-07-01,0.0,0.1951697430028194,0.3493033299614109
103,2017-08-01,0.0,0.29974336230841736,0.3146530269658031
103,2017-09-01,0.0,0.3180217235712732,0.35960021137076564
103,2017-10-01,0.0,0.27317632386190155,0.34725743008583176
103,2017-11-01,0.0,0.16911213794929414,0.3475294250890088
103,2017-12-01,0.0,0.21740354317122973,0.3426056751833351
106,2017-01-01,0.0,0.23956785963528646,0.4001066356365396
106,2017-02-01,0.0,0.34480488022416056,0.3811777774254604
106,2017-03-01,0.0,0.36281918524286155,0.357829367185858
106,2017-04-01,0.0,0.36691000669031315,0.4226468247870299
106,2017-05-01,0.0,0.3488241577258062,0.4076811816735037
106,2017-06-01,0.0,0.45697041298289903,0.4082417560452871
106,2017-07-01,0.0,0.34473964815863484,0.4113474907671174
106,2017-08-01,0.0,0.37049817536580876,0.3499066434486813
106,2017-09-01,0.0,0.5119341746666949,0.39998363868900866
106,2017-10-01,0.0,0.552849902535247,0.41158244380258796
106,2017-11-01,0.0,0.41267155911203435,0.40731238665532743
106,2017-12-01,0.0,0.32120357050368553,0.3956920292784941
121,2017-01-01,0.0,0.311903063754072,0.4904130918174919
121,2017-02-01,0.0,0.14777003369180816,0.3161032946222698
121,2017-03-01,0.0,0.10298996385158447,0.32021914698152554
121,2017-04-01,0.0,0.17590656204801822,0.4743003944787894
121,2017-05-01,0.0,0.10755528305494519,0.334452441813009
121,2017-06-01,0.0,0.29703664671676594,0.44672770621130936
121,2017-07-01,0.0,0.12539616008674667,0.45915767862191953
121,2017-08-01,0.0,0.11977950157319395,0.2946212720712791
121,2017-09-01,0.0,0.1357615343655853,0.3321401208641555
121,2017-10-01,0.0,0.1393851092041385,0.2874064330842553
121,2017-11-01,0.0,0.061195470913201384,0.3158569807806591
121,2017-12-01,0.0,0.13312790948248912,0.30612074116624016
128,2017-10-01,0.0,0.22298841136419892,0.3753251315522844
128,2017-11-01,0.0,0.11975638143838657,0.4328212962981975
128,2017-12-01,0.0,0.06713080311869639,0.4062854701918928
149,2017-06-01,0.0,0.4624062900800303,0.4841217348789718
153,2017-01-01,1.0,0.7254648309820457,0.5118141670541791
153,2017-02-01,1.0,0.5257148388606412,0.44799409471355905
170,2017-01-01,0.0,0.2613041949054851,0.39924672815229034
170,2017-02-01,0.0,0.11874288937594336,0.3299820839420147
170,2017-03-01,0.0,0.1693120234664642,0.3273968393168766
170,2017-04-01,0.0,0.22135340317339552,0.36286533284738
170,2017-05-01,0.0,0.1449332229011695,0.36220093797071573
170,2017-06-01,0.0,0.2500324861328303,0.41519268001600435
170,2017-07-01,0.0,0.09549669218800774,0.4169722509684927
170,2017-08-01,0.0,0.13298368926683538,0.3694474844519554
170,2017-09-01,0.0,0.21452051622469853,0.41329443676401034
170,2017-10-01,0.0,0.18739920795580628,0.4066162304471736
170,2017-11-01,0.0,0.13968487528057083,0.36704679580268623
170,2017-12-01,0.0,0.08697493865566358,0.36056380099356333
197,2017-01-01,0.0,0.6075451152811584,0.4144690754421494
197,2017-02-01,0.0,0.6098479506305711,0.4890178644252119
197,2017-03-01,0.0,0.391895371254964,0.4685633232009964
197,2017-04-01,0.0,0.3285005406523598,0.4256136589852696
197,2017-05-01,0.0,0.4774407497611195,0.5340553161710355
197,2017-06-01,0.0,0.6319556494536888,0.5301219644253253
197,2017-07-01,0.0,0.34241087316919117,0.43021144603107253
197,2017-08-01,0.0,0.4054087229454409,0.4728268040277407
197,2017-09-01,0.0,0.6246170192343141,0.5208869901305799
197,2017-10-01,0.0,0.4922846613953907,0.39108057297111404
197,2017-11-01,0.0,0.2708603153296622,0.4115657432573143
197,2017-12-01,0.0,0.3715560708276993,0.5120934335433514
208,2017-01-01,1.0,0.6488589807755867,0.5982080320204416
212,2017-01-01,0.0,0.41728835688296334,0.5071346658997709
212,2017-02-01,0.0,0.29594634747238363,0.5073771785755742
212,2017-03-01,0.0,0.26188523195708374,0.4532587890507072
212,2017-04-01,0.0,0.2537888612280929,0.5009456589387985
212,2017-05-01,0.0,0.2750852338785332,0.4894015745362982
212,2017-06-01,0.0,0.22823356505138612,0.46677660706791146
212,2017-07-01,0.0,0.12073639571846352,0.4691173592363338
212,2017-08-01,0.0,0.285336704088345,0.4472838093828713
212,2017-09-01,0.0,0.24898101417912205,0.4567635951691635
212,2017-10-01,0.0,0.35944857867482005,0.44499246204067466
212,2017-11-01,0.0,0.2220694547860865,0.4764970057969869
212,2017-12-01,0.0,0.1974883644359151,0.4251789720898233
232,2017-01-01,0.0,0.40835353043259115,0.454050118766448
232,2017-02-01,0.0,0.41766728353845123,0.433362111847059
232,2017-03-01,0.0,0.25180528965834015,0.4053490911940725
232,2017-04-01,0.0,0.1869990221829347,0.47089585588905347
232,2017-05-01,0.0,0.17040434315721154,0.4319052156853065
232,2017-06-01,0.0,0.2820674026908868,0.4266060006087228
232,2017-07-01,0.0,0.15794044610614397,0.45905870916751407
232,2017-08-01,0.0,0.20260952491479697,0.4070295111383954
232,2017-09-01,0.0,0.2534278322578859,0.4510410694396604
232,2017-10-01,0.0,0.42406864889943036,0.4426079333799581
232,2017-11-01,0.0,0.12322120565737703,0.4282993587797718
232,2017-12-01,0.0,0.13893287219160713,0.4293163654792792
236,2017-01-01,0.0,0.44462448023524836,0.46078585041593045
236,2017-02-01,0.0,0.41423975147222863,0.37924987186161785
236,2017-03-01,0.0,0.24997542441363002,0.386378548832542
236,2017-04-01,0.0,0.2748197435824096,0.42933520520035506
236,2017-05-01,0.0,0.3295754948714513,0.42791510282019063
236,2017-06-01,0.0,0.5231526012290071,0.42553848846284276
236,2017-07-01,0.0,0.22068252106132094,0.409849799692873
236,2017-08-01,0.0,0.36356127816867156,0.35938628857287425
236,2017-09-01,0.0,0.48631035181385757,0.41582123083030176
236,2017-10-01,0.0,0.5321292642898339,0.406503546254104
236,2017-11-01,0.0,0.290349683539446,0.4104556342964128
236,2017-12-01,0.0,0.2962484092225063,0.4240179855893137
249,2017-01-01,0.0,0.1727393946094754,0.38402640364574414
249,2017-02-01,0.0,0.2588358033573048,0.5308097300243197
249,2017-03-01,0.0,0.21824195927342444,0.5205461512585907
249,2017-05-01,0.0,0.20614029301739886,0.4175286162288666
249,2017-06-01,0.0,0.3522037569963988,0.4930861861143107
249,2017-07-01,0.0,0.0957286363019691,0.40345320247904287
249,2017-08-01,0.0,0.22576033572583806,0.4124259060808545
249,2017-09-01,0.0,0.140822252926764,0.3674435381713472
249,2017-11-01,0.0,0.17409338704638522,0.44328324971788335
249,2017-12-01,0.0,0.15153615463185244,0.40915411126906404
254,2017-01-01,0.0,0.290462464624148,0.40327363013213224
254,2017-02-01,0.0,0.24088547663718887,0.41388702038543945
254,2017-03-01,0.0,0.11307494305783726,0.38399486533400595
254,2017-04-01,0.0,0.1603571066242456,0.385581087921003
254,2017-05-01,0.0,0.17560283213288266,0.39748175053356116
254,2017-06-01,0.0,0.2248088454032114,0.3769225305809213
254,2017-07-01,0.0,0.10753699948999922,0.3789401727164546
254,2017-08-01,0.0,0.17040317496110333,0.3861495664591753
254,2017-09-01,0.0,0.2353923063596904,0.37769878106517846
254,2017-10-01,0.0,0.2218756142712497,0.3809200523756663
254,2017-11-01,0.0,0.20627264166259765,0.42716464081311767
254,2017-12-01,0.0,0.18227200508565294,0.40839593515471784
256,2017-01-01,0.0,0.3353950326901302,0.4646300685059364
256,2017-02-01,0.0,0.3469609148664695,0.38676652788634996
256,2017-03-01,0.0,0.23052701961877892,0.36330724606680465
256,2017-08-01,0.0,0.5375994724760098,0.4033499117674081
256,2017-09-01,0.0,0.38720089023263576,0.42792803422002484
256,2017-10-01,0.0,0.37801507588353905,0.41616385960123436
256,2017-11-01,0.0,0.21187815464246998,0.40876061413656223
256,2017-12-01,0.0,0.16641668820013167,0.4339934892513164
272,2017-01-01,0.0,0.35591693150313025,0.472914968967297
272,2017-02-01,0.0,0.24103712137732755,0.4055901222690766
272,2017-03-01,0.0,0.2022355512809613,0.39251001527192025
272,2017-04-01,0.0,0.3029279306435511,0.4334194386517738
272,2017-05-01,0.0,0.28114185665524305,0.42841139828935554
272,2017-06-01,0.0,0.49522429604546075,0.4199713547758252
272,2017-07-01,0.0,0.2324074280765537,0.4094938263523896
272,2017-08-01,0.0,0.2587301730632026,0.37096360054904237
272,2017-09-01,0.0,0.6040383971148876,0.5018388456228917
272,2017-10-01,0.0,0.57950584344443,0.5203847477805968
272,2017-11-01,0.0,0.46662698096430905,0.5144559466725865
272,2017-12-01,0.0,0.4494159652860458,0.4850111801160407
316,2017-01-01,0.0,0.10109974904456563,0.31043023239932366
316,2017-02-01,0.0,0.224761232777837,0.27776032257695615
316,2017-03-01,0.0,0.060236872079745166,0.26301428680584166
316,2017-04-01,0.0,0.1465819949333821,0.2876065413485832
316,2017-05-01,0.0,0.15789084181730265,0.2803510617077456
316,2017-06-01,0.0,0.24459280616460405,0.2568834161743118
316,2017-07-01,0.0,0.06212923615340358,0.24822153756332077
316,2017-08-01,0.0,0.13017154529906175,0.2729840157777313
316,2017-09-01,0.0,0.14803937899629274,0.29204578196642467
316,2017-10-01,0.0,0.10127361342095578,0.2582575129432006
316,2017-11-01,0.0,0.052511423254469655,0.28125730495605117
316,2017-12-01,0.0,0.043876187602687654,0.27614670838042
323,2017-01-01,0.0,0.3308232570650207,0.26171884274215274
323,2017-02-01,0.0,0.19779106627194046,0.2949738667341084
323,2017-03-01,0.0,0.11398595385246298,0.26425685558488704
323,2017-04-01,0.0,0.1826805581126725,0.25259582055763335
323,2017-05-01,0.0,0.17161042744517332,0.2249474047403525
323,2017-06-01,1.0,0.35758868141653993,0.26353730805920417
323,2017-07-01,1.0,0.18446954376664948,0.2390260059560318
323,2017-08-01,1.0,0.16106537088645095,0.2599320399122769
328,2017-01-01,0.0,0.1952289836495468,0.21595555609529166
328,2017-02-01,0.0,0.14663224940592662,0.20901526263538525
328,2017-03-01,0.0,0.06371201933569193,0.19330547976347984
328,2017-04-01,0.0,0.08679554731681524,0.17808648781505204
328,2017-05-01,0.0,0.09534729960284075,0.16703346405059433
328,2017-06-01,0.0,0.16833242368096285,0.19960005861397342
328,2017-07-01,0.0,0.08539794804976016,0.18204629493356714
328,2017-08-01,0.0,0.1864430413191913,0.21623564651654226
328,2017-09-01,0.0,0.1991297936636328,0.1976131802103232
328,2017-10-01,0.0,0.17785809565270388,0.19241920198643295
328,2017-11-01,0.0,0.0961669945598798,0.20689544550690386
328,2017-12-01,0.0,0.07527098228044495,0.18799553901588836
330,2017-01-01,0.0,0.47060279299396046,0.5398698280267009
330,2017-02-01,0.0,0.4130657464885463,0.4518482054010925
330,2017-03-01,0.0,0.2939341316940652,0.4290948509145256
330,2017-04-01,0.0,0.18695307431378183,0.459977422553376
330,2017-05-01,0.0,0.17773386544743686,0.4602256479423337
330,2017-06-01,0.0,0.34107233077596877,0.4505618231587851
330,2017-07-01,0.0,0.11448825551917169,0.4150560595906062
330,2017-08-01,0.0,0.1709091492908959,0.36063480185788854
330,2017-09-01,0.0,0.24695558846326982,0.41469071580050665
330,2017-10-01,0.0,0.20446476281213527,0.4044035529179538
330,2017-11-01,0.0,0.12792914527206628,0.4237452392945345
330,2017-12-01,0.0,0.21196294910935515,0.4712671285938619
354,2017-01-01,0.0,0.12922574750015572,0.16226191362630357
354,2017-02-01,0.0,0.04301709605236816,0.19045333937019385
354,2017-03-01,0.0,0.030659273757308186,0.17641670144305424
354,2017-04-01,0.0,0.0627992005585416,0.15175656646923527
354,2017-05-01,0.0,0.07009244733673599,0.13587841078388085
354,2017-06-01,0.0,0.1386240678245213,0.1650391218945826
354,2017-07-01,0.0,0.053689854364976725,0.1504939258066566
354,2017-08-01,0.0,0.0627460118812861,0.1926058415899337
354,2017-09-01,0.0,0.14275014885748163,0.1699003761741444
354,2017-10-01,0.0,0.1349995960899955,0.15076918831386538
354,2017-11-01,0.0,0.07563757045893583,0.15911423270595282
354,2017-12-01,0.0,0.0808957969424473,0.15742525126305743
356,2017-01-01,0.0,0.2594643452090145,0.44025601685129834
356,2017-02-01,0.0,0.3502049455447505,0.48137488076947754
356,2017-03-01,0.0,0.19147636339324797,0.4401153970726391
356,2017-04-01,0.0,0.1735660884811112,0.4480035075637042
356,2017-05-01,0.0,0.2468540302755406,0.470708177345018
356,2017-06-01,0.0,0.3711984754982833,0.45599414588892745
356,2017-07-01,0.0,0.14729866467565428,0.4488887064131064
356,2017-08-01,0.0,0.44247462069537474,0.48614713106815743
356,2017-09-01,0.0,0.5603643840265139,0.5979216253746221
356,2017-10-01,0.0,0.5395214561026788,0.5735888521206188
356,2017-11-01,0.0,0.28141186578230765,0.5439857438447346
356,2017-12-01,0.0,0.35341474951108753,0.5449035602840209
370,2017-01-01,0.0,0.3644346263401325,0.4399555058762109
370,2017-02-01,0.0,0.3389613690935515,0.40589584432950865
370,2017-03-01,0.0,0.17233655062424091,0.3873495472582554
370,2017-04-01,0.0,0.30489424352748584,0.42562044563682866
370,2017-05-01,0.0,0.2829118651463575,0.41933575554308494
370,2017-06-01,0.0,0.34629729229936357,0.4256956506114773
370,2017-07-01,0.0,0.16774607621000645,0.4025460033614491
370,2017-08-01,1.0,0.2588393109711836,0.3678133464046504
370,2017-09-01,1.0,0.2944965075610226,0.3900700423427661
370,2017-10-01,1.0,0.4380480985058006,0.47677717563466776
415,2017-01-01,0.0,0.1225456933037318,0.3178961912883186
415,2017-02-01,0.0,0.07146857689649637,0.26992673509481147
415,2017-03-01,0.0,0.06658362970639352,0.270758074030458
415,2017-04-01,0.0,0.06475930685034303,0.2927905570028174
415,2017-05-01,0.0,0.0632999729530548,0.2810951983634375
415,2017-06-01,0.0,0.1292985431328954,0.3042869795222556
415,2017-07-01,0.0,0.0700704081586873,0.2940549026442772
415,2017-08-01,0.0,0.09159891899156296,0.2821438441010297
415,2017-09-01,0.0,0.16648557616615145,0.3127691784486701
415,2017-10-01,0.0,0.11262196191368762,0.2802636007077385
415,2017-11-01,0.0,0.049385659113038195,0.3014778922481459
415,2017-12-01,0.0,0.0710858915822137,0.2894629840865409
429,2017-01-01,0.0,0.3485012636895281,0.31969548767553624
429,2017-02-01,0.0,0.44577282924653644,0.3271874678650575
429,2017-03-01,0.0,0.2954114749549888,0.31955737151106445
429,2017-04-01,0.0,0.2852795315153496,0.29765939360743776
429,2017-05-01,0.0,0.27619903712044624,0.30062901954584004
429,2017-06-01,0.0,0.4310377690873988,0.31217411522318966
429,2017-07-01,0.0,0.2799981743504456,0.3059974565567768
429,2017-08-01,0.0,0.3439903855918419,0.30528439575958616
429,2017-09-01,0.0,0.41270013823906004,0.30583785409839903
429,2017-10-01,0.0,0.35722010937727355,0.3187219087173227
429,2017-11-01,0.0,0.07829601685421374,0.3425562425616632
429,2017-12-01,0.0,0.18283987862502868,0.34810087046487603
435,2017-01-01,0.0,0.2673302930371614,0.3828758365685373
435,2017-02-01,0.0,0.2148212532195147,0.3743179872208079
435,2017-03-01,0.0,0.08818285335118946,0.33069017156367503
435,2017-04-01,0.0,0.15233330091706881,0.39867959188430674
435,2017-05-01,0.0,0.1401975859337977,0.357508594186355
435,2017-06-01,0.0,0.17619357523509582,0.36882049134743544
435,2017-07-01,0.0,0.1281135375119146,0.3783687525459059
435,2017-08-01,0.0,0.1917855834547246,0.3147163206394135
435,2017-09-01,0.0,0.2606550632627705,0.38420716546719247
435,2017-10-01,0.0,0.22760491119321033,0.37918115445782535
435,2017-11-01,0.0,0.17067815842674605,0.3862592832505591
435,2017-12-01,0.0,0.1557875495417536,0.3688762615592965
436,2017-01-01,0.0,0.19809618972656604,0.24608939428649665
436,2017-02-01,0.0,0.1707478046742826,0.2063570060493452
436,2017-03-01,0.0,0.07451931500518681,0.1764981367873123
436,2017-04-01,0.0,0.07808067812764759,0.2191556220523768
436,2017-05-01,0.0,0.11135557541880976,0.19830319649720599
436,2017-06-01,0.0,0.17205068557948439,0.20009938782054637
436,2017-07-01,0.0,0.11598959901103968,0.241303986346623
436,2017-08-01,0.0,0.2765255901714879,0.2214078079771598
436,2017-09-01,0.0,0.24546743574557484,0.22206768451898914
436,2017-10-01,0.0,0.1868468693238955,0.17543336939153206
436,2017-11-01,0.0,0.12922428832004637,0.18357025206285554
436,2017-12-01,0.0,0.12583308875390192,0.1572590455164803
438,2017-01-01,0.0,0.2954759572276467,0.4251387673202805
438,2017-02-01,0.0,0.23379467732015222,0.3942020779156644
438,2017-03-01,0.0,0.10213682089605995,0.3949204062630056
438,2017-04-01,0.0,0.1609173619165703,0.4335955126802796
438,2017-05-01,0.0,0.21527375037535215,0.46555306801246665
438,2017-06-01,0.0,0.285516320567843,0.4394123950111718
438,2017-07-01,0.0,0.14320497665437565,0.457856277872654
438,2017-08-01,0.0,0.2639798956543498,0.4368999560694061
438,2017-09-01,0.0,0.3660403758899605,0.47280589105955767
438,2017-10-01,0.0,0.21587148864285652,0.42673394313050406
438,2017-11-01,0.0,0.302390704294497,0.40935109646545714
438,2017-12-01,0.0,0.3825781404447301,0.4533717316492452
444,2017-01-01,0.0,0.2595830558504649,0.4067628355228813
444,2017-02-01,0.0,0.31118536779547984,0.36669333622598377
444,2017-03-01,0.0,0.32148354026889525,0.34324656878008375
444,2017-04-01,0.0,0.27283316013196285,0.4301386643593198
444,2017-05-01,0.0,0.35334806926985207,0.4253194418077789
444,2017-06-01,0.0,0.3815108208083701,0.418628880387783
444,2017-07-01,0.0,0.29232330412327645,0.40557140808752956
444,2017-08-01,0.0,0.27394320328411254,0.3779099106244336
444,2017-09-01,0.0,0.314992539793811,0.40901163425453185
444,2017-10-01,0.0,0.24366895839025993,0.39547591317614605
444,2017-11-01,0.0,0.23796784749214406,0.39880501975565685
444,2017-12-01,0.0,0.27709267590943987,0.39941483257864896
456,2017-01-01,1.0,0.5794398198743255,0.4532427684667498
467,2017-01-01,1.0,0.6725604986897364,0.5312465761519791
467,2017-02-01,1.0,0.7503010823134884,0.5940264652999647
467,2017-03-01,1.0,0.7557370871221485,0.5489166115953219
469,2017-01-01,0.0,0.6046884193680832,0.47341833230728597
469,2017-02-01,0.0,0.30140440193942214,0.37617546916354516
469,2017-03-01,0.0,0.3804113600480656,0.43498457251931777
469,2017-04-01,0.0,0.3359348141762838,0.49060107065743236
469,2017-05-01,0.0,0.21238764128687213,0.41552006699690536
469,2017-06-01,0.0,0.41360798188865444,0.4387099755476568
469,2017-07-01,0.0,0.18427472976249198,0.3706662077488746
469,2017-08-01,0.0,0.22680427138573206,0.34105488408068935
469,2017-09-01,0.0,0.2779918541642037,0.37632333892909864
469,2017-10-01,0.0,0.2622101012382441,0.3607497702537605
469,2017-11-01,0.0,0.17553045721169974,0.358424764798973
469,2017-12-01,0.0,0.15342318526145185,0.38039964156277006
474,2017-01-01,0.0,0.3946972190903297,0.4165886552261962
474,2017-02-01,0.0,0.34540294493690477,0.39120828857309486
478,2017-01-01,0.0,0.48276653346852805,0.4314356213123095
478,2017-02-01,0.0,0.4423464428850574,0.39055935702249045
478,2017-03-01,0.0,0.24596300847009622,0.37596984871224803
478,2017-04-01,0.0,0.4700577950377679,0.41681296227154296
478,2017-05-01,0.0,0.45216958492922055,0.40612517663900405
478,2017-06-01,0.0,0.47534082605090927,0.40326033532152306
478,2017-07-01,0.0,0.25751404971288666,0.403598051204222
478,2017-08-01,0.0,0.39147928144774075,0.36817006388786433
478,2017-09-01,0.0,0.44490208858156116,0.39780405017405135
