Лицензия_банк,ИД_1400,дата
"Банк РСИ лицензия № 3415, Москва и обл.",12454,2016-05-01
"Региональный Коммерческий Банк лицензия № 836, Ульяновская обл.",12416,2016-05-01
"Челиндбанк лицензия № 485, Челябинская обл.",12371,2016-05-01
"Банк Глобус лицензия № 2438, Москва и обл.",12355,2016-05-01
"Возрождение лицензия № 1439, Москва и обл.",12303,2016-05-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",12269,2016-05-01
"Златкомбанк лицензия № 568, Москва и обл.",12247,2016-05-01
"Актив Банк лицензия № 2529, Мордовия",12246,2016-05-01
"Акцепт лицензия № 567, Новосибирская обл.",12239,2016-05-01
"Банк «Санкт-Петербург» лицензия № 436, Санкт-Петербург и обл.",12234,2016-05-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",12232,2016-05-01
"Алтынбанк лицензия № 2070, Татарстан",12202,2016-05-01
"Агророс лицензия № 2860, Саратовская обл.",12192,2016-05-01
"Кранбанк лицензия № 2271, Ивановская обл.",12177,2016-05-01
"Северстройбанк лицензия № 3507, Вологодская обл.",12145,2016-05-01
"Руна-Банк лицензия № 3207, Москва и обл.",12130,2016-05-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",12110,2016-05-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",12094,2016-05-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",12066,2016-05-01
"РТС-Банк лицензия № 3401, Самарская обл.",12054,2016-05-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",12047,2016-05-01
"Арсенал лицензия № 3000, Москва и обл.",12031,2016-05-01
"Эко-Инвест лицензия № 3116, Москва и обл.",12007,2016-05-01
"Проинвестбанк лицензия № 784, Пермская обл.",11958,2016-05-01
"Северный Кредит лицензия № 2398, Вологодская обл.",11923,2016-05-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",11915,2016-05-01
"Эксперт Банк лицензия № 2949, Омская обл.",11889,2016-05-01
"Газбанк лицензия № 2316, Самарская обл.",11888,2016-05-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",11883,2016-05-01
"Риал-Кредит лицензия № 3393, Москва и обл.",11881,2016-05-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",11873,2016-05-01
"Промышленно-Финансовое Сотрудничество лицензия № 2410, Москва и обл.",11821,2016-05-01
"Аресбанк лицензия № 2914, Москва и обл.",11815,2016-05-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",11783,2016-05-01
"Примсоцбанк лицензия № 2733, Приморский край",11781,2016-05-01
"Росдорбанк лицензия № 1573, Москва и обл.",11769,2016-05-01
"Иваново лицензия № 1763, Ивановская обл.",11765,2016-05-01
"Курскпромбанк лицензия № 735, Курская обл.",11732,2016-05-01
"Арксбанк лицензия № 1868, Москва и обл.",11726,2016-05-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",11724,2016-05-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",11720,2016-05-01
"УМ-Банк лицензия № 1441, Свердловская обл.",11712,2016-05-01
"Кубань Кредит лицензия № 2518, Краснодарский край",11659,2016-05-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",11657,2016-05-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",11620,2016-05-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",11581,2016-05-01
"ПИР Банк лицензия № 2655, Москва и обл.",11505,2016-05-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",11499,2016-05-01
"Хлынов лицензия № 254, Кировская обл.",11454,2016-05-01
"Прохладный лицензия № 874, Кабардино-Балкария",11449,2016-05-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",11438,2016-05-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",11409,2016-05-01
"Ижкомбанк лицензия № 646, Удмуртия",11339,2016-05-01
"Промэнергобанк лицензия № 2728, Вологодская обл.",11323,2016-05-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",11307,2016-05-01
"Дон-Тексбанк лицензия № 1818, Ростовская обл.",11284,2016-05-01
"Новый Символ лицензия № 370, Москва и обл.",11233,2016-05-01
"Росэнергобанк лицензия № 2211, Москва и обл.",11189,2016-05-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",11092,2016-05-01
"Вятич лицензия № 2796, Рязанская обл.",11053,2016-05-01
"Эл Банк лицензия № 1025, Самарская обл.",11031,2016-05-01
"Энергобанк лицензия № 67, Татарстан",10987,2016-05-01
"Айви Банк лицензия № 2055, Москва и обл.",10924,2016-05-01
"Севзапинвестпромбанк лицензия № 2152, Санкт-Петербург и обл.",10917,2016-05-01
"Плюс Банк лицензия № 1189, Москва и обл.",10894,2016-05-01
"Нико-Банк лицензия № 702, Оренбургская обл.",10882,2016-05-01
"Народный Банк Тувы лицензия № 1309, Тыва",10862,2016-05-01
"ИТ Банк лицензия № 2609, Омская обл.",10854,2016-05-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",10841,2016-05-01
"Банк Интеза лицензия № 2216, Москва и обл.",10828,2016-05-01
"Центркомбанк лицензия № 2983, Москва и обл.",10809,2016-05-01
"Мегаполис лицензия № 3265, Чувашия",10806,2016-05-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",10728,2016-05-01
"Инвестторгбанк лицензия № 2763, Москва и обл.",10713,2016-05-01
"Русь лицензия № 704, Оренбургская обл.",10691,2016-05-01
"Кросна-Банк лицензия № 2607, Москва и обл.",10627,2016-05-01
"Российский Капитал лицензия № 2312, Москва и обл.",10625,2016-05-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",10618,2016-05-01
"РосинтерБанк лицензия № 226, Москва и обл.",10597,2016-05-01
"Крокус-Банк лицензия № 2682, Москва и обл.",10563,2016-05-01
"Газтрансбанк лицензия № 665, Адыгея",10537,2016-05-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",10526,2016-05-01
"Вега-Банк лицензия № 3270, Москва и обл.",10520,2016-05-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",10507,2016-05-01
"ББР Банк лицензия № 2929, Москва и обл.",10501,2016-05-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",10494,2016-05-01
"Дальневосточный Банк лицензия № 843, Приморский край",10493,2016-05-01
"Булгар Банк лицензия № 1917, Ярославская обл.",10472,2016-05-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",10455,2016-05-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",10447,2016-05-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",10443,2016-05-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",10415,2016-05-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",10413,2016-05-01
"Элита лицензия № 1399, Калужская обл.",10411,2016-05-01
"БыстроБанк лицензия № 1745, Удмуртия",10381,2016-05-01
"Развитие-Столица лицензия № 3013, Москва и обл.",10365,2016-05-01
"Русский Национальный Банк лицензия № 469, Ростовская обл.",10354,2016-05-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",10347,2016-05-01
"Солидарность (Москва) лицензия № 1555, Москва и обл.",10342,2016-05-01
"Кремлевский лицензия № 2905, Москва и обл.",10341,2016-05-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",10293,2016-05-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",10191,2016-05-01
"Легион лицензия № 3117, Москва и обл.",10187,2016-05-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",10164,2016-05-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",10161,2016-05-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",10155,2016-05-01
"Синергия лицензия № 2884, Саратовская обл.",10137,2016-05-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",10113,2016-05-01
"Земкомбанк лицензия № 574, Ростовская обл.",10025,2016-05-01
"Россита-Банк лицензия № 3257, Москва и обл.",10000,2016-05-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",9977,2016-05-01
"Народный Земельно-Промышленный Банк лицензия № 2873, Алтайский край",9967,2016-05-01
"КОР лицензия № 2148, Волгоградская обл.",9929,2016-05-01
"Спецстройбанк лицензия № 236, Москва и обл.",9865,2016-05-01
"Ноосфера лицензия № 2650, Республика Алтай",9860,2016-05-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",9856,2016-05-01
"Нарат лицензия № 1902, Саратовская обл.",9840,2016-05-01
"ВРБ лицензия № 3499, Ярославская обл.",9829,2016-05-01
"Ростфинанс лицензия № 481, Ростовская обл.",9815,2016-05-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",9786,2016-05-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",9755,2016-05-01
"ПартнерКапиталБанк (бывш. НоваховКапиталБанк) лицензия № 635, Москва и обл.",9736,2016-05-01
"Банк Уралсиб лицензия № 2275, Москва и обл.",9726,2016-05-01
"Алеф-Банк лицензия № 2119, Москва и обл.",9702,2016-05-01
"Банк Раунд лицензия № 2506, Москва и обл.",9660,2016-05-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",9652,2016-05-01
"НКБ лицензия № 2942, Москва и обл.",9595,2016-05-01
"Кузнецкий лицензия № 609, Пензенская обл.",9587,2016-05-01
"Россельхозбанк лицензия № 3349, Москва и обл.",9492,2016-05-01
"БМ-Банк лицензия № 2748, Москва и обл.",9479,2016-05-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",9383,2016-05-01
"Воронеж лицензия № 654, Воронежская обл.",9370,2016-05-01
"Агросоюз лицензия № 1459, Москва и обл.",9369,2016-05-01
"Новикомбанк лицензия № 2546, Москва и обл.",9363,2016-05-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",9306,2016-05-01
"Руссобанк лицензия № 2313, Москва и обл.",9267,2016-05-01
"Ишбанк лицензия № 2867, Москва и обл.",9237,2016-05-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.",9222,2016-05-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",9217,2016-05-01
"Промрегионбанк лицензия № 2123, Москва и обл.",9215,2016-05-01
"Соколовский лицензия № 2830, Москва и обл.",9193,2016-05-01
"Кредит Экспресс лицензия № 3186, Ростовская обл.",9095,2016-05-01
"Уссури лицензия № 596, Хабаровский край",9083,2016-05-01
"Рублев лицензия № 3098, Москва и обл.",9073,2016-05-01
"Первомайский лицензия № 518, Краснодарский край",9038,2016-05-01
"Бинбанк Сургут лицензия № 1701, Ханты-Мансийский АО — Югра",9030,2016-05-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",9017,2016-05-01
"Унифондбанк лицензия № 3416, Москва и обл.",8974,2016-05-01
"Стар Альянс лицензия № 3433, Москва и обл.",8955,2016-05-01
"РосЕвроБанк лицензия № 3137, Москва и обл.",8954,2016-05-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",8912,2016-05-01
"Банк Премьер Кредит лицензия № 1663, Москва и обл.",8880,2016-05-01
"АвтоКредитБанк лицензия № 1973, Татарстан",8803,2016-05-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",8780,2016-05-01
"Анкор Банк лицензия № 889, Татарстан",8742,2016-05-01
"Акибанк лицензия № 2587, Татарстан",8726,2016-05-01
"Банк Агора лицензия № 3231, Москва и обл.",8720,2016-05-01
"Девон-Кредит лицензия № 1972, Татарстан",8704,2016-05-01
"МДМ Банк лицензия № 2562, Москва и обл.",8673,2016-05-01
"Спурт Банк лицензия № 2207, Татарстан",8602,2016-05-01
"СИАБ лицензия № 3245, Санкт-Петербург и обл.",8588,2016-05-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",8342,2016-05-01
"БайкалБанк лицензия № 2632, Бурятия",8298,2016-05-01
"Форус Банк лицензия № 3457, Нижегородская обл.",8287,2016-05-01
"Венец лицензия № 524, Ульяновская обл.",8282,2016-05-01
"Геобанк лицензия № 2027, Москва и обл.",8237,2016-05-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",8225,2016-05-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Костромская обл.",8158,2016-05-01
"Аверс лицензия № 415, Татарстан",8139,2016-05-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",8129,2016-05-01
"Новое Время лицензия № 3492, Москва и обл.",8116,2016-05-01
"Форштадт лицензия № 2208, Оренбургская обл.",8104,2016-05-01
"Левобережный лицензия № 1343, Новосибирская обл.",8095,2016-05-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.",8068,2016-05-01
"МФБанк лицензия № 3163, Москва и обл.",8049,2016-05-01
"Кузбассхимбанк лицензия № 2868, Кемеровская обл.",8040,2016-05-01
"Новопокровский лицензия № 467, Краснодарский край",8015,2016-05-01
"Интехбанк лицензия № 2705, Татарстан",8014,2016-05-01
"Республиканский Кредитный Альянс лицензия № 3017, Москва и обл.",7971,2016-05-01
"Райффайзенбанк лицензия № 3292, Москва и обл.",7957,2016-05-01
"Заречье лицензия № 817, Татарстан",7848,2016-05-01
"НБД-Банк лицензия № 1966, Нижегородская обл.",7802,2016-05-01
"Абсолют Банк лицензия № 2306, Москва и обл.",7762,2016-05-01
"Олма-Банк лицензия № 3250, Москва и обл.",7737,2016-05-01
"Международный Финансовый Клуб лицензия № 2618, Москва и обл.",7697,2016-05-01
"Сталь Банк лицензия № 2248, Москва и обл.",7619,2016-05-01
"ЮниКредит Банк лицензия № 1, Москва и обл.",7593,2016-05-01
"Банк Финсервис лицензия № 3388, Москва и обл.",7589,2016-05-01
"ИР-Кредит лицензия № 1724, Москва и обл.",7589,2016-05-01
"Вокбанк лицензия № 312, Нижегородская обл.",7587,2016-05-01
"Развитие лицензия № 2729, Карачаево-Черкесия",7565,2016-05-01
"Морской Банк лицензия № 77, Москва и обл.",7515,2016-05-01
"РФИ Банк лицензия № 3351, Москва и обл.",7505,2016-05-01
"Связь-Банк лицензия № 1470, Москва и обл.",7481,2016-05-01
"Ханты-Мансийский банк Открытие лицензия № 1971, Москва и обл.",7478,2016-05-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.",7468,2016-05-01
"Севергазбанк лицензия № 2816, Вологодская обл.",7463,2016-05-01
"Онего лицензия № 2484, Карелия",7434,2016-05-01
"Собинбанк лицензия № 1317, Москва и обл.",7425,2016-05-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",7409,2016-05-01
"Банк Казани лицензия № 708, Татарстан",7335,2016-05-01
"Капитал лицензия № 575, Москва и обл.",7264,2016-05-01
"Интерпромбанк лицензия № 3266, Москва и обл.",7259,2016-05-01
"Альфа-Банк лицензия № 1326, Москва и обл.",7247,2016-05-01
"Современные Стандарты Бизнеса лицензия № 3397, Москва и обл.",7165,2016-05-01
"Металлинвестбанк лицензия № 2440, Москва и обл.",7153,2016-05-01
"Крайинвестбанк лицензия № 3360, Краснодарский край",7151,2016-05-01
"Альба Альянс лицензия № 2593, Москва и обл.",7078,2016-05-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",7072,2016-05-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",7067,2016-05-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",7024,2016-05-01
"Татсоцбанк лицензия № 480, Татарстан",7016,2016-05-01
"Генбанк лицензия № 2490, Симферополь",6990,2016-05-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",6962,2016-05-01
"ЮМК лицензия № 3495, Краснодарский край",6961,2016-05-01
"Система лицензия № 2846, Москва и обл.",6741,2016-05-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.",6736,2016-05-01
"Нейва лицензия № 1293, Свердловская обл.",6662,2016-05-01
"Русьуниверсалбанк лицензия № 3293, Москва и обл.",6649,2016-05-01
"ЕАТП Банк лицензия № 1765, Астраханская обл.",6640,2016-05-01
"Сбербанк России лицензия № 1481, Москва и обл.",6622,2016-05-01
"Логос лицензия № 3233, Москва и обл.",6596,2016-05-01
"Металлург лицензия № 2877, Москва и обл.",6593,2016-05-01
"Резерв лицензия № 2364, Челябинская обл.",6592,2016-05-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",6529,2016-05-01
"Промсвязьбанк лицензия № 3251, Москва и обл.",6503,2016-05-01
"Экономикс-Банк лицензия № 2136, Москва и обл.",6492,2016-05-01
"Новый Век лицензия № 3417, Москва и обл.",6486,2016-05-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",6470,2016-05-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",6441,2016-05-01
"Авангард лицензия № 2879, Москва и обл.",6429,2016-05-01
"Оренбург лицензия № 3269, Оренбургская обл.",6372,2016-05-01
"Синко-Банк лицензия № 2838, Москва и обл.",6371,2016-05-01
"Тендер-Банк лицензия № 2252, Москва и обл.",6266,2016-05-01
"Приморье лицензия № 3001, Приморский край",6261,2016-05-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",6253,2016-05-01
"Москва лицензия № 1661, Москва и обл.",6172,2016-05-01
"Профессионал Банк (бывш. Наш Дом) лицензия № 3296, Москва и обл.",6149,2016-05-01
"СМП Банк лицензия № 3368, Москва и обл.",6107,2016-05-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",6002,2016-05-01
"Метрополь лицензия № 1639, Москва и обл.",5894,2016-05-01
"Жилстройбанк лицензия № 2769, Москва и обл.",5807,2016-05-01
"Югра лицензия № 880, Москва и обл.",5765,2016-05-01
"Образование лицензия № 1521, Москва и обл.",5760,2016-05-01
"Азия-Инвест Банк лицензия № 3303, Москва и обл.",5722,2016-05-01
"Ак Барс лицензия № 2590, Татарстан",5690,2016-05-01
"Балтийский Банк лицензия № 128, Санкт-Петербург и обл.",5684,2016-05-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",5681,2016-05-01
"Пересвет лицензия № 2110, Москва и обл.",5613,2016-05-01
"Уралфинанс лицензия № 1370, Свердловская обл.",5571,2016-05-01
"Ринвестбанк лицензия № 3262, Рязанская обл.",5556,2016-05-01
"Россия лицензия № 328, Санкт-Петербург и обл.",5531,2016-05-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",5518,2016-05-01
"Уральский Банк Реконструкции и Развития лицензия № 429, Свердловская обл.",5509,2016-05-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",5413,2016-05-01
"Дом-Банк лицензия № 3209, Москва и обл.",5271,2016-05-01
"Внешфинбанк лицензия № 3173, Краснодарский край",5126,2016-05-01
"Татфондбанк лицензия № 3058, Татарстан",5049,2016-05-01
"НК Банк лицензия № 2755, Москва и обл.",5044,2016-05-01
"Бинбанк лицензия № 323, Москва и обл.",5039,2016-05-01
"ОФК Банк лицензия № 2270, Москва и обл.",4952,2016-05-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",4931,2016-05-01
"РНКБ лицензия № 1354, Симферополь",4913,2016-05-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",4867,2016-05-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",4866,2016-05-01
"Газпромбанк лицензия № 354, Москва и обл.",4762,2016-05-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",4754,2016-05-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",4749,2016-05-01
"Нижневолжский Коммерческий Банк лицензия № 931, Саратовская обл.",4741,2016-05-01
"Стратегия лицензия № 2801, Москва и обл.",4687,2016-05-01
"Мосуралбанк лицензия № 2468, Москва и обл.",4649,2016-05-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",4569,2016-05-01
"Данске Банк лицензия № 3307, Санкт-Петербург и обл.",4555,2016-05-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",4501,2016-05-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",4459,2016-05-01
"Промтрансбанк лицензия № 2638, Башкортостан",4427,2016-05-01
"МТС Банк лицензия № 2268, Москва и обл.",4379,2016-05-01
"Телекоммерц Банк лицензия № 3380, Тульская обл.",4359,2016-05-01
"МБА-Москва лицензия № 3395, Москва и обл.",4216,2016-05-01
"Сибэс лицензия № 208, Омская обл.",4168,2016-05-01
"Сириус лицензия № 3506, Омская обл.",4160,2016-05-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",4159,2016-05-01
"ВТБ 24 лицензия № 1623, Москва и обл.",4065,2016-05-01
"Екатеринбург лицензия № 3161, Свердловская обл.",4046,2016-05-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",4045,2016-05-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",3982,2016-05-01
"Национальный Резервный Банк лицензия № 2170, Москва и обл.",3975,2016-05-01
"Денизбанк Москва лицензия № 3330, Москва и обл.",3890,2016-05-01
"Терра лицензия № 3476, Москва и обл.",3793,2016-05-01
"Вестинтербанк лицензия № 3398, Москва и обл.",3708,2016-05-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",3453,2016-05-01
"ЦентроКредит лицензия № 121, Москва и обл.",3453,2016-05-01
"Тальменка-Банк лицензия № 826, Алтайский край",3441,2016-05-01
"Платина лицензия № 2347, Москва и обл.",3407,2016-05-01
"Хованский лицензия № 2145, Москва и обл.",3361,2016-05-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",3338,2016-05-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",3326,2016-05-01
"Экспресс-Волга лицензия № 3085, Костромская обл.",3315,2016-05-01
"Газстройбанк лицензия № 2919, Москва и обл.",3289,2016-05-01
"ВТБ лицензия № 1000, Санкт-Петербург и обл.",3237,2016-05-01
"Нордеа Банк лицензия № 3016, Москва и обл.",3235,2016-05-01
"Московский Областной Банк лицензия № 1751, Москва и обл.",3186,2016-05-01
"Банк РМП лицензия № 2574, Москва и обл.",3137,2016-05-01
"Мир Бизнес Банк лицензия № 3396, Москва и обл.",3102,2016-05-01
"Национальный Банк «Траст» лицензия № 3279, Москва и обл.",3019,2016-05-01
"Енисейский Объединенный Банк лицензия № 2645, Красноярский край",2867,2016-05-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",2828,2016-05-01
"К2 Банк лицензия № 2851, Карачаево-Черкесия",2803,2016-05-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",2792,2016-05-01
"Кредо Финанс лицензия № 793, Дагестан",2776,2016-05-01
"ДельтаКредит лицензия № 3338, Москва и обл.",2748,2016-05-01
"Темпбанк лицензия № 55, Москва и обл.",2741,2016-05-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",2686,2016-05-01
"Канский лицензия № 860, Красноярский край",2521,2016-05-01
"РУБанк лицензия № 2813, Москва и обл.",2508,2016-05-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",2429,2016-05-01
"Век лицензия № 2299, Москва и обл.",2393,2016-05-01
"Рост Банк лицензия № 2888, Москва и обл.",2248,2016-05-01
"Московский Кредитный Банк лицензия № 1978, Москва и обл.",2161,2016-05-01
"Интеркредит лицензия № 3047, Москва и обл.",2139,2016-05-01
"РусьРегионБанк лицензия № 685, Москва и обл.",2082,2016-05-01
"Мострансбанк лицензия № 2258, Москва и обл.",2031,2016-05-01
"Межрегиональный Клиринговый Банк лицензия № 2543, Москва и обл.",2004,2016-05-01
"СКБ-Банк лицензия № 705, Свердловская обл.",1997,2016-05-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",1919,2016-05-01
"Башпромбанк лицензия № 1006, Башкортостан",1912,2016-05-01
"Совкомбанк лицензия № 963, Костромская обл.",1906,2016-05-01
"Межрегиональный Банк Реконструкции лицензия № 2620, Москва и обл.",1847,2016-05-01
"РИТЦ Банк лицензия № 2677, Карелия",1832,2016-05-01
"Лайтбанк лицензия № 3177, Москва и обл.",1824,2016-05-01
"ЕвроАксис Банк лицензия № 3273, Москва и обл.",1740,2016-05-01
"Центрально-Европейский Банк лицензия № 2670, Москва и обл.",1729,2016-05-01
"Русский Финансовый Альянс лицензия № 2035, Москва и обл.",1717,2016-05-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",1716,2016-05-01
"Рунэтбанк лицензия № 2829, Москва и обл.",1664,2016-05-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",1661,2016-05-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",1620,2016-05-01
"Платежный Клиринговый Дом лицензия № 3343, Москва и обл.",1587,2016-05-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.",1494,2016-05-01
"Ури Банк лицензия № 3479, Москва и обл.",1385,2016-05-01
"Динамичные Системы лицензия № 3439, Москва и обл.",1260,2016-05-01
"Башкомснаббанк лицензия № 1398, Башкортостан",1255,2016-05-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",1253,2016-05-01
"Кольцо Урала лицензия № 65, Свердловская обл.",1165,2016-05-01
"Проминвестбанк лицензия № 2433, Москва и обл.",969,2016-05-01
"ОТП Банк лицензия № 2766, Москва и обл.",947,2016-05-01
"Миръ лицензия № 3089, Москва и обл.",938,2016-05-01
"Северо-Восточный Альянс лицензия № 2768, Москва и обл.",780,2016-05-01
"Русский Стандарт лицензия № 2289, Москва и обл.",661,2016-05-01
"Финтрастбанк лицензия № 3104, Москва и обл.",607,2016-05-01
"Новый Промышленный Банк лицензия № 930, Москва и обл.",602,2016-05-01
"Восточный Банк лицензия № 1460, Амурская обл.",524,2016-05-01
"Гаранти Банк — Москва лицензия № 3275, Москва и обл.",495,2016-05-01
"Коммерцбанк (Евразия) лицензия № 3333, Москва и обл.",383,2016-05-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",351,2016-05-01
"Апабанк лицензия № 2404, Москва и обл.",349,2016-05-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",335,2016-05-01
"Натиксис Банк лицензия № 3390, Москва и обл.",331,2016-05-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",297,2016-05-01
"Газэнергобанк лицензия № 3252, Калужская обл.",270,2016-05-01
"ФФин Банк лицензия № 1143, Москва и обл.",258,2016-05-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.",230,2016-05-01
"Международный Строительный Банк лицензия № 3484, Москва и обл.",214,2016-05-01
"Межрегиональный Почтовый Банк лицензия № 3171, Москва и обл.",189,2016-05-01
"Чайна Констракшн лицензия № 3515, Москва и обл.",189,2016-05-01
"Энтузиастбанк лицензия № 3048, Москва и обл.",171,2016-05-01
"Модульбанк лицензия № 1927, Костромская обл.",77,2016-05-01
"Национальная Факторинговая Компания лицензия № 3437, Москва и обл.",72,2016-05-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",68,2016-05-01
"ИНГ Банк лицензия № 2495, Москва и обл.",52,2016-05-01
"Ситибанк лицензия № 2557, Москва и обл.",12,2016-05-01
"Пойдем! лицензия № 2534, Москва и обл.",3,2016-05-01
"21 Век лицензия № 3309, Санкт-Петербург и обл.",0,2016-05-01
"АББ лицензия № 2937, Москва и обл.",0,2016-05-01
"Азия Банк лицензия № 3183, Москва и обл.",0,2016-05-01
"АйСиБиСи Банк лицензия № 3475, Москва и обл.",0,2016-05-01
"Америкэн Экспресс Банк лицензия № 3460, Москва и обл.",0,2016-05-01
"АРБ-Инкасс лицензия № 3353, Москва и обл.",0,2016-05-01
"Банк Кредит Свисс лицензия № 2494, Москва и обл.",0,2016-05-01
"Банк Сберегательно-кредитного сервиса лицензия № 3224, Москва и обл.",0,2016-05-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",0,2016-05-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",0,2016-05-01
