Лицензия_банк,ИД_1800,дата
"Примсоцбанк лицензия № 2733, Приморский край",22101,2016-04-01
"Инбанк лицензия № 1829, Москва и обл.",21950,2016-04-01
"ИРС лицензия № 272, Москва и обл.",21866,2016-04-01
"Кредо Финанс лицензия № 793, Дагестан",21787,2016-04-01
"Агропромкредит лицензия № 2880, Москва и обл.",21724,2016-04-01
"Нико-Банк лицензия № 702, Оренбургская обл.",21665,2016-04-01
"Новокиб лицензия № 1747, Кемеровская обл.",21209,2016-04-01
"Чайна Констракшн лицензия № 3515, Москва и обл.",21095,2016-04-01
"Агросоюз лицензия № 1459, Москва и обл.",21080,2016-04-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",20887,2016-04-01
"Саровбизнесбанк лицензия № 2048, Нижегородская обл.",20796,2016-04-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",20749,2016-04-01
"Вега-Банк лицензия № 3270, Москва и обл.",20663,2016-04-01
"КЭБ ЭйчЭнБи Банк лицензия № 3525, Москва и обл.",20662,2016-04-01
"Пойдем! лицензия № 2534, Москва и обл.",20556,2016-04-01
"Современные Стандарты Бизнеса лицензия № 3397, Москва и обл.",20501,2016-04-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",20401,2016-04-01
"Торжокуниверсалбанк лицензия № 933, Тверская обл.",20348,2016-04-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",20312,2016-04-01
"Солид Банк лицензия № 1329, Камчатская обл.",20226,2016-04-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.",20178,2016-04-01
"Московский Кредитный Банк лицензия № 1978, Москва и обл.",20154,2016-04-01
"Солидарность (Самара) лицензия № 554, Самарская обл.",20088,2016-04-01
"Первоуральскбанк лицензия № 965, Свердловская обл.",19988,2016-04-01
"Азия Банк лицензия № 3183, Москва и обл.",19913,2016-04-01
"НС Банк лицензия № 3124, Москва и обл.",19839,2016-04-01
"Энтузиастбанк лицензия № 3048, Москва и обл.",19790,2016-04-01
"ЮМК лицензия № 3495, Краснодарский край",19764,2016-04-01
"Холмск лицензия № 503, Сахалинская обл.",19673,2016-04-01
"РУБанк лицензия № 2813, Москва и обл.",19640,2016-04-01
"Сталь Банк лицензия № 2248, Москва и обл.",19572,2016-04-01
"Кросна-Банк лицензия № 2607, Москва и обл.",19517,2016-04-01
"Москва лицензия № 1661, Москва и обл.",19506,2016-04-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",19323,2016-04-01
"Развитие-Столица лицензия № 3013, Москва и обл.",19180,2016-04-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",19065,2016-04-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",18989,2016-04-01
"Выборг-Банк лицензия № 720, Санкт-Петербург и обл.",18845,2016-04-01
"Банк Глобус лицензия № 2438, Москва и обл.",18755,2016-04-01
"Сургутнефтегазбанк лицензия № 588, Ханты-Мансийский АО — Югра",18595,2016-04-01
"Оней Банк лицензия № 3516, Москва и обл.",18588,2016-04-01
"Русьуниверсалбанк лицензия № 3293, Москва и обл.",18525,2016-04-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",18487,2016-04-01
"Южный Региональный Банк лицензия № 3015, Ростовская обл.",18462,2016-04-01
"Международный Расчетный Банк лицензия № 3028, Москва и обл.",18438,2016-04-01
"Сириус лицензия № 3506, Омская обл.",18426,2016-04-01
"Башкомснаббанк лицензия № 1398, Башкортостан",18414,2016-04-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",18369,2016-04-01
"Международный Банк Санкт-Петербурга (МБСП) лицензия № 197, Санкт-Петербург и обл.",18293,2016-04-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",18292,2016-04-01
"БайкалИнвестБанк лицензия № 1067, Иркутская обл.",18266,2016-04-01
"Столичный Кредит лицензия № 2853, Москва и обл.",18235,2016-04-01
"Расчетно-Кредитный Банк лицензия № 103, Москва и обл.",18223,2016-04-01
"Заубер Банк лицензия № 1614, Санкт-Петербург и обл.",18221,2016-04-01
"Сити Инвест Банк лицензия № 3194, Санкт-Петербург и обл.",18188,2016-04-01
"Банк РСИ лицензия № 3415, Москва и обл.",18148,2016-04-01
"КОР лицензия № 2148, Волгоградская обл.",18074,2016-04-01
"Москва-Сити лицензия № 3247, Москва и обл.",18063,2016-04-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",17932,2016-04-01
"Банк БЦК-Москва лицензия № 3480, Москва и обл.",17867,2016-04-01
"Долинск лицензия № 857, Сахалинская обл.",17781,2016-04-01
"Москоммерцбанк лицензия № 3365, Москва и обл.",17767,2016-04-01
"Тройка-Д Банк лицензия № 3431, Москва и обл.",17749,2016-04-01
"Промрегионбанк лицензия № 2123, Москва и обл.",17721,2016-04-01
"Континенталь лицензия № 3184, Ставропольский край",17691,2016-04-01
"Металлург лицензия № 2877, Москва и обл.",17660,2016-04-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",17648,2016-04-01
"МВС Банк лицензия № 2407, Дагестан",17632,2016-04-01
"НБД-Банк лицензия № 1966, Нижегородская обл.",17622,2016-04-01
"Геобанк лицензия № 2027, Москва и обл.",17560,2016-04-01
"Татагропромбанк лицензия № 728, Татарстан",17512,2016-04-01
"Аксонбанк лицензия № 680, Костромская обл.",17501,2016-04-01
"Веста лицензия № 2368, Москва и обл.",17486,2016-04-01
"Ижкомбанк лицензия № 646, Удмуртия",17466,2016-04-01
"Россельхозбанк лицензия № 3349, Москва и обл.",17396,2016-04-01
"Вологжанин лицензия № 1896, Вологодская обл.",17355,2016-04-01
"СКБ-Банк лицензия № 705, Свердловская обл.",17223,2016-04-01
"Вкабанк лицензия № 1027, Астраханская обл.",17152,2016-04-01
"Финансово-Промышленный Капитал лицензия № 3295, Москва и обл.",17135,2016-04-01
"Кредитинвест лицензия № 1197, Дагестан",17125,2016-04-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",17098,2016-04-01
"Майкопбанк лицензия № 1136, Адыгея",17092,2016-04-01
"Спутник лицензия № 1071, Оренбургская обл.",17012,2016-04-01
"Центрально-Европейский Банк лицензия № 2670, Москва и обл.",17007,2016-04-01
"Унифондбанк лицензия № 3416, Москва и обл.",17001,2016-04-01
"Росэнергобанк лицензия № 2211, Москва и обл.",16987,2016-04-01
"Химик лицензия № 1114, Нижегородская обл.",16908,2016-04-01
"Мосуралбанк лицензия № 2468, Москва и обл.",16858,2016-04-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",16818,2016-04-01
"Райффайзенбанк лицензия № 3292, Москва и обл.",16744,2016-04-01
"Вакобанк лицензия № 1291, Псковская обл.",16695,2016-04-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",16525,2016-04-01
"Развитие лицензия № 2729, Карачаево-Черкесия",16469,2016-04-01
"Ноосфера лицензия № 2650, Республика Алтай",16377,2016-04-01
"Промышленно-Финансовое Сотрудничество лицензия № 2410, Москва и обл.",16345,2016-04-01
"АвтоКредитБанк лицензия № 1973, Татарстан",16334,2016-04-01
"Тальменка-Банк лицензия № 826, Алтайский край",16333,2016-04-01
"Тойота Банк лицензия № 3470, Москва и обл.",16324,2016-04-01
"Санкт-Петербургский Банк Инвестиций лицензия № 3468, Санкт-Петербург и обл.",16304,2016-04-01
"Инкаробанк лицензия № 2696, Москва и обл.",16139,2016-04-01
"Локо-Банк лицензия № 2707, Москва и обл.",16098,2016-04-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",16095,2016-04-01
"Взаимодействие лицензия № 1704, Новосибирская обл.",16030,2016-04-01
"РЕСО Кредит лицензия № 3450, Москва и обл.",16021,2016-04-01
"Славия лицензия № 2664, Москва и обл.",16020,2016-04-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",15983,2016-04-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",15951,2016-04-01
"Аспект лицензия № 608, Москва и обл.",15930,2016-04-01
"Зираат Банк лицензия № 2559, Москва и обл.",15887,2016-04-01
"СМП Банк лицензия № 3368, Москва и обл.",15845,2016-04-01
"Евразийский Банк лицензия № 969, Москва и обл.",15824,2016-04-01
"Объединенный Банк Республики лицензия № 1016, Чувашия",15824,2016-04-01
"Метрополь лицензия № 1639, Москва и обл.",15810,2016-04-01
"Газтрансбанк лицензия № 665, Адыгея",15767,2016-04-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",15760,2016-04-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",15726,2016-04-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",15708,2016-04-01
"Алма Банк лицензия № 604, Москва и обл.",15689,2016-04-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",15670,2016-04-01
"Газэнергобанк лицензия № 3252, Калужская обл.",15632,2016-04-01
"Новобанк лицензия № 1352, Новгородская обл.",15571,2016-04-01
"Республиканский Кредитный Альянс лицензия № 3017, Москва и обл.",15542,2016-04-01
"Онего лицензия № 2484, Карелия",15498,2016-04-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",15480,2016-04-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",15380,2016-04-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",15347,2016-04-01
"Банк МБФИ лицензия № 2073, Москва и обл.",15334,2016-04-01
"Сбербанк России лицензия № 1481, Москва и обл.",15311,2016-04-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",15300,2016-04-01
"Лэнд-Банк лицензия № 1478, Москва и обл.",15270,2016-04-01
"Система лицензия № 2846, Москва и обл.",15269,2016-04-01
"Морган Стэнли Банк лицензия № 3456, Москва и обл.",15266,2016-04-01
"Проинвестбанк лицензия № 784, Пермская обл.",15261,2016-04-01
"Классик Эконом Банк лицензия № 3298, Северная Осетия — Алания",15204,2016-04-01
"Вокбанк лицензия № 312, Нижегородская обл.",15203,2016-04-01
"Земкомбанк лицензия № 574, Ростовская обл.",15125,2016-04-01
"Курган лицензия № 2568, Курганская обл.",15125,2016-04-01
"Азия-Инвест Банк лицензия № 3303, Москва и обл.",15115,2016-04-01
"Спецстройбанк лицензия № 236, Москва и обл.",14991,2016-04-01
"ИК Банк лицензия № 1732, Татарстан",14946,2016-04-01
"Венец лицензия № 524, Ульяновская обл.",14941,2016-04-01
"Байкалкредобанк лицензия № 2990, Иркутская обл.",14893,2016-04-01
"Нижневолжский Коммерческий Банк лицензия № 931, Саратовская обл.",14869,2016-04-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",14799,2016-04-01
"Гута-Банк лицензия № 256, Москва и обл.",14716,2016-04-01
"Рента-Банк лицензия № 3095, Москва и обл.",14627,2016-04-01
"Оргбанк лицензия № 3312, Москва и обл.",14603,2016-04-01
"Консервативный Коммерческий Банк лицензия № 1087, Астраханская обл.",14548,2016-04-01
"ЮниКредит Банк лицензия № 1, Москва и обл.",14533,2016-04-01
"Центркомбанк лицензия № 2983, Москва и обл.",14484,2016-04-01
"Банк на Гончарной (бывш. Япы Креди Банк Москва) лицензия № 2555, Москва и обл.",14481,2016-04-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",14470,2016-04-01
"Бест Эффортс Банк лицензия № 435, Москва и обл.",14437,2016-04-01
"Евроальянс лицензия № 1781, Ивановская обл.",14420,2016-04-01
"Руснарбанк лицензия № 3403, Москва и обл.",14375,2016-04-01
"Руна-Банк лицензия № 3207, Москва и обл.",14326,2016-04-01
"Новое Время лицензия № 3492, Москва и обл.",14319,2016-04-01
"Крокус-Банк лицензия № 2682, Москва и обл.",14295,2016-04-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",14281,2016-04-01
"Дружба лицензия № 990, Тюменская обл.",14208,2016-04-01
"Народный Земельно-Промышленный Банк лицензия № 2873, Алтайский край",14132,2016-04-01
"ИНГ Банк лицензия № 2495, Москва и обл.",14102,2016-04-01
"Натиксис Банк лицензия № 3390, Москва и обл.",14088,2016-04-01
"МСП Банк лицензия № 3340, Москва и обл.",14082,2016-04-01
"Банк ВВБ лицензия № 1093, Севастополь",14039,2016-04-01
"Экономикс-Банк лицензия № 2136, Москва и обл.",14038,2016-04-01
"Энерготрансбанк лицензия № 1307, Калининградская обл.",13990,2016-04-01
"Вестинтербанк лицензия № 3398, Москва и обл.",13966,2016-04-01
"Московский Коммерческий Банк лицензия № 3172, Москва и обл.",13965,2016-04-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",13961,2016-04-01
"АлтайБизнес-Банк лицензия № 2388, Алтайский край",13915,2016-04-01
"Газпромбанк лицензия № 354, Москва и обл.",13842,2016-04-01
"Камчаткомагропромбанк лицензия № 545, Камчатская обл.",13832,2016-04-01
"Кремлевский лицензия № 2905, Москва и обл.",13828,2016-04-01
"Примтеркомбанк лицензия № 21, Приморский край",13777,2016-04-01
"Аверс лицензия № 415, Татарстан",13774,2016-04-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.",13751,2016-04-01
"Финам Банк лицензия № 2799, Москва и обл.",13749,2016-04-01
"Таатта лицензия № 1249, Саха (Якутия)",13746,2016-04-01
"БайкалБанк лицензия № 2632, Бурятия",13737,2016-04-01
"Радиотехбанк лицензия № 1166, Нижегородская обл.",13563,2016-04-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",13518,2016-04-01
"Риал-Кредит лицензия № 3393, Москва и обл.",13409,2016-04-01
"Новый Век лицензия № 3417, Москва и обл.",13367,2016-04-01
"Дойче Банк лицензия № 3328, Москва и обл.",13338,2016-04-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",13320,2016-04-01
"Первомайский лицензия № 518, Краснодарский край",13298,2016-04-01
"Мурманский Социальный Коммерческий Банк лицензия № 2722, Мурманская обл.",13275,2016-04-01
"Банк Премьер Кредит лицензия № 1663, Москва и обл.",13270,2016-04-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",13232,2016-04-01
"Белгородсоцбанк лицензия № 760, Белгородская обл.",13220,2016-04-01
"Сибэс лицензия № 208, Омская обл.",13210,2016-04-01
"БыстроБанк лицензия № 1745, Удмуртия",13200,2016-04-01
"РН Банк лицензия № 170, Москва и обл.",13196,2016-04-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",13186,2016-04-01
"Таганрогбанк лицензия № 3136, Ростовская обл.",13178,2016-04-01
"Тамбовкредитпромбанк лицензия № 1312, Тамбовская обл.",13175,2016-04-01
"Росбанк лицензия № 2272, Москва и обл.",13153,2016-04-01
"Саратов лицензия № 330, Саратовская обл.",13110,2016-04-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",13108,2016-04-01
"Банк РМП лицензия № 2574, Москва и обл.",13076,2016-04-01
"ОТП Банк лицензия № 2766, Москва и обл.",13042,2016-04-01
"Стратегия лицензия № 2801, Москва и обл.",13013,2016-04-01
"Торговый Городской Банк лицензия № 3180, Москва и обл.",12941,2016-04-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",12932,2016-04-01
"Северный Народный Банк лицензия № 2721, Коми",12914,2016-04-01
"Банк Зенит лицензия № 3255, Москва и обл.",12857,2016-04-01
"ЦентроКредит лицензия № 121, Москва и обл.",12841,2016-04-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",12822,2016-04-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.",12820,2016-04-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",12818,2016-04-01
"Сумитомо Мицуи лицензия № 3494, Москва и обл.",12795,2016-04-01
"Владпромбанк лицензия № 870, Владимирская обл.",12735,2016-04-01
"Братский АНКБ лицензия № 1144, Иркутская обл.",12724,2016-04-01
"Экспо Финанс лицензия № 2594, Москва и обл.",12704,2016-04-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",12668,2016-04-01
"Форштадт лицензия № 2208, Оренбургская обл.",12665,2016-04-01
"Московский Нефтехимический Банк лицензия № 1411, Москва и обл.",12658,2016-04-01
"Индустриальный Сберегательный Банк лицензия № 3175, Москва и обл.",12655,2016-04-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",12647,2016-04-01
"Банк Финсервис лицензия № 3388, Москва и обл.",12625,2016-04-01
"ВТБ 24 лицензия № 1623, Москва и обл.",12597,2016-04-01
"Канский лицензия № 860, Красноярский край",12579,2016-04-01
"Сельмашбанк лицензия № 106, Ростовская обл.",12553,2016-04-01
"Инвестсоцбанк лицензия № 3010, Москва и обл.",12533,2016-04-01
"Риабанк лицензия № 3434, Москва и обл.",12487,2016-04-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",12484,2016-04-01
"Альфа-Банк лицензия № 1326, Москва и обл.",12465,2016-04-01
"Жилкредит лицензия № 1736, Москва и обл.",12461,2016-04-01
"Модульбанк лицензия № 1927, Костромская обл.",12449,2016-04-01
"Кемсоцинбанк лицензия № 96, Кемеровская обл.",12409,2016-04-01
"Вологдабанк лицензия № 992, Вологодская обл.",12401,2016-04-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",12373,2016-04-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",12349,2016-04-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",12325,2016-04-01
"Холдинвестбанк лицензия № 2837, Москва и обл.",12292,2016-04-01
"Агророс лицензия № 2860, Саратовская обл.",12187,2016-04-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",12161,2016-04-01
"Итуруп лицензия № 2390, Сахалинская обл.",12144,2016-04-01
"Объединенный Капитал лицензия № 2611, Санкт-Петербург и обл.",12137,2016-04-01
"Хлынов лицензия № 254, Кировская обл.",12088,2016-04-01
"Энергобанк лицензия № 67, Татарстан",12079,2016-04-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",12069,2016-04-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",12057,2016-04-01
"Донхлеббанк лицензия № 2285, Ростовская обл.",12055,2016-04-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",12031,2016-04-01
"Сервис-Резерв лицензия № 2034, Москва и обл.",12019,2016-04-01
"РНКБ лицензия № 1354, Симферополь",11975,2016-04-01
"Верхневолжский лицензия № 1084, Ярославская обл.",11962,2016-04-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",11926,2016-04-01
"Северный Кредит лицензия № 2398, Вологодская обл.",11892,2016-04-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",11876,2016-04-01
"Анелик РУ лицензия № 3443, Москва и обл.",11869,2016-04-01
"Хованский лицензия № 2145, Москва и обл.",11821,2016-04-01
"ФорБанк лицензия № 2063, Москва и обл.",11811,2016-04-01
"Банк Уралсиб лицензия № 2275, Москва и обл.",11786,2016-04-01
"Воронеж лицензия № 654, Воронежская обл.",11772,2016-04-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",11753,2016-04-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",11736,2016-04-01
"Еврофинанс Моснарбанк лицензия № 2402, Москва и обл.",11718,2016-04-01
"Девон-Кредит лицензия № 1972, Татарстан",11717,2016-04-01
"Интерпромбанк лицензия № 3266, Москва и обл.",11667,2016-04-01
"Держава лицензия № 2738, Москва и обл.",11664,2016-04-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",11657,2016-04-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",11633,2016-04-01
"Легион лицензия № 3117, Москва и обл.",11621,2016-04-01
"Бинбанк Столица лицензия № 3052, Москва и обл.",11600,2016-04-01
"Промсвязьбанк лицензия № 3251, Москва и обл.",11568,2016-04-01
"ББР Банк лицензия № 2929, Москва и обл.",11557,2016-04-01
"Акцент лицензия № 696, Оренбургская обл.",11556,2016-04-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",11542,2016-04-01
"Ишбанк лицензия № 2867, Москва и обл.",11516,2016-04-01
"Кубань Кредит лицензия № 2518, Краснодарский край",11475,2016-04-01
"Славянский Кредит лицензия № 2960, Москва и обл.",11464,2016-04-01
"Россита-Банк лицензия № 3257, Москва и обл.",11404,2016-04-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",11377,2016-04-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",11374,2016-04-01
"Россия лицензия № 328, Санкт-Петербург и обл.",11316,2016-04-01
"РИТЦ Банк лицензия № 2677, Карелия",11259,2016-04-01
"Регионфинансбанк лицензия № 3357, Москва и обл.",11257,2016-04-01
"Кредит-Москва лицензия № 5, Москва и обл.",11230,2016-04-01
"Ак Барс лицензия № 2590, Татарстан",11223,2016-04-01
"Вятич лицензия № 2796, Рязанская обл.",11220,2016-04-01
"Космос лицензия № 2245, Москва и обл.",11197,2016-04-01
"Ури Банк лицензия № 3479, Москва и обл.",11162,2016-04-01
"Аресбанк лицензия № 2914, Москва и обл.",11154,2016-04-01
"РФИ Банк лицензия № 3351, Москва и обл.",11146,2016-04-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",11143,2016-04-01
"Америкэн Экспресс Банк лицензия № 3460, Москва и обл.",11131,2016-04-01
"Татсоцбанк лицензия № 480, Татарстан",11115,2016-04-01
"Промтрансбанк лицензия № 2638, Башкортостан",11110,2016-04-01
"Дом-Банк лицензия № 3209, Москва и обл.",11025,2016-04-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",11007,2016-04-01
"Гефест лицензия № 1046, Тверская обл.",10967,2016-04-01
"Земский Банк лицензия № 2900, Самарская обл.",10927,2016-04-01
"Автоторгбанк лицензия № 2776, Москва и обл.",10903,2016-04-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",10896,2016-04-01
"Русский Финансовый Альянс лицензия № 2035, Москва и обл.",10859,2016-04-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",10833,2016-04-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",10822,2016-04-01
"Русский Банк Сбережений лицензия № 779, Ставропольский край",10806,2016-04-01
"Кранбанк лицензия № 2271, Ивановская обл.",10705,2016-04-01
"Йошкар-Ола лицензия № 2802, Марий Эл",10701,2016-04-01
"Ресурс-Траст лицензия № 3122, Москва и обл.",10689,2016-04-01
"Славянбанк лицензия № 804, Новгородская обл.",10646,2016-04-01
"Новикомбанк лицензия № 2546, Москва и обл.",10625,2016-04-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",10599,2016-04-01
"Банк Раунд лицензия № 2506, Москва и обл.",10598,2016-04-01
"Старооскольский Агропромбанк лицензия № 1050, Белгородская обл.",10597,2016-04-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",10584,2016-04-01
"Интехбанк лицензия № 2705, Татарстан",10580,2016-04-01
"Арзамас лицензия № 1281, Нижегородская обл.",10572,2016-04-01
"МС Банк Рус лицензия № 2789, Москва и обл.",10571,2016-04-01
"Пересвет лицензия № 2110, Москва и обл.",10558,2016-04-01
"Акибанк лицензия № 2587, Татарстан",10554,2016-04-01
"Ростфинанс лицензия № 481, Ростовская обл.",10545,2016-04-01
"Ланта-Банк лицензия № 1920, Москва и обл.",10521,2016-04-01
"Калуга лицензия № 1151, Калужская обл.",10505,2016-04-01
"Газбанк лицензия № 2316, Самарская обл.",10498,2016-04-01
"Флора-Москва лицензия № 533, Москва и обл.",10491,2016-04-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",10486,2016-04-01
"Мегаполис лицензия № 3265, Чувашия",10465,2016-04-01
"Московское Ипотечное Агентство лицензия № 3344, Москва и обл.",10460,2016-04-01
"Углеметбанк лицензия № 2997, Челябинская обл.",10454,2016-04-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",10443,2016-04-01
"Национальная Факторинговая Компания лицензия № 3437, Москва и обл.",10440,2016-04-01
"Российская Финансовая Корпорация лицензия № 3099, Москва и обл.",10439,2016-04-01
"Московский Областной Банк лицензия № 1751, Москва и обл.",10414,2016-04-01
"РосинтерБанк лицензия № 226, Москва и обл.",10407,2016-04-01
"Татфондбанк лицензия № 3058, Татарстан",10353,2016-04-01
"Динамичные Системы лицензия № 3439, Москва и обл.",10339,2016-04-01
"Камский Горизонт лицензия № 2554, Татарстан",10328,2016-04-01
"Банк Экономический Союз лицензия № 2798, Москва и обл.",10324,2016-04-01
"Руссобанк лицензия № 2313, Москва и обл.",10309,2016-04-01
"Новый Промышленный Банк лицензия № 930, Москва и обл.",10291,2016-04-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",10290,2016-04-01
"Севастопольский Морской Банк лицензия № 3528, Севастополь",10285,2016-04-01
"Донкомбанк лицензия № 492, Ростовская обл.",10248,2016-04-01
"Национальный Банк Взаимного Кредита лицензия № 3214, Москва и обл.",10183,2016-04-01
"Далена Банк лицензия № 1948, Москва и обл.",10133,2016-04-01
"Национальный Клиринговый Центр лицензия № 3466, Москва и обл.",10121,2016-04-01
"Денизбанк Москва лицензия № 3330, Москва и обл.",10051,2016-04-01
"Автоградбанк лицензия № 1455, Татарстан",10027,2016-04-01
"РТС-Банк лицензия № 3401, Самарская обл.",10008,2016-04-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",9968,2016-04-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",9912,2016-04-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",9849,2016-04-01
"Платина лицензия № 2347, Москва и обл.",9816,2016-04-01
"Эльбин лицензия № 2267, Дагестан",9787,2016-04-01
"Фора-Банк лицензия № 1885, Москва и обл.",9678,2016-04-01
"Социум-Банк лицензия № 2881, Москва и обл.",9616,2016-04-01
"Московский Национальный Инвестиционный Банк лицензия № 3181, Москва и обл.",9610,2016-04-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",9594,2016-04-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",9578,2016-04-01
"Пермь лицензия № 875, Пермская обл.",9563,2016-04-01
"Синко-Банк лицензия № 2838, Москва и обл.",9557,2016-04-01
"Бинбанк лицензия № 323, Москва и обл.",9554,2016-04-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",9456,2016-04-01
"Майский лицензия № 1673, Кабардино-Балкария",9441,2016-04-01
"Банк Агора лицензия № 3231, Москва и обл.",9441,2016-04-01
"Проминвестбанк лицензия № 2433, Москва и обл.",9432,2016-04-01
"Банк Казани лицензия № 708, Татарстан",9431,2016-04-01
"Элита лицензия № 1399, Калужская обл.",9403,2016-04-01
"Первый Дортрансбанк лицензия № 3271, Кировская обл.",9291,2016-04-01
"Кетовский Коммерческий Банк лицензия № 842, Курганская обл.",9224,2016-04-01
"Трансстройбанк лицензия № 2807, Москва и обл.",9157,2016-04-01
"Народный Банк Тувы лицензия № 1309, Тыва",9139,2016-04-01
"Прокоммерцбанк лицензия № 2996, Москва и обл.",9139,2016-04-01
"Банк ПСА Финанс Рус лицензия № 3481, Москва и обл.",9128,2016-04-01
"БМВ Банк лицензия № 3482, Москва и обл.",9128,2016-04-01
"Айви Банк лицензия № 2055, Москва и обл.",9115,2016-04-01
"Юнистрим лицензия № 3467, Москва и обл.",9095,2016-04-01
"Ермак лицензия № 1809, Ханты-Мансийский АО — Югра",9046,2016-04-01
"Жилстройбанк лицензия № 2769, Москва и обл.",9008,2016-04-01
"Банк Интеза лицензия № 2216, Москва и обл.",8930,2016-04-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",8872,2016-04-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.",8851,2016-04-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",8829,2016-04-01
"Северо-Восточный Альянс лицензия № 2768, Москва и обл.",8819,2016-04-01
"Соколовский лицензия № 2830, Москва и обл.",8794,2016-04-01
