Лицензия_банк,ИД_1800,дата
"Лесбанк лицензия № 1598, Москва и обл.",10378,2015-04-01
"Сельмашбанк лицензия № 106, Ростовская обл.",10378,2015-04-01
"Хлынов лицензия № 254, Кировская обл.",10368,2015-04-01
"Космос лицензия № 2245, Москва и обл.",10357,2015-04-01
"Леноблбанк лицензия № 1003, Санкт-Петербург и обл.",10356,2015-04-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",10328,2015-04-01
"Банк Премьер Кредит лицензия № 1663, Москва и обл.",10313,2015-04-01
"Русь лицензия № 704, Оренбургская обл.",10262,2015-04-01
"Банк ПСА Финанс Рус лицензия № 3481, Москва и обл.",10260,2015-04-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",10231,2015-04-01
"Аделантбанк лицензия № 1835, Москва и обл.",10212,2015-04-01
"Банк Интеза лицензия № 2216, Москва и обл.",10210,2015-04-01
"Международный Коммерческий Банк лицензия № 2524, Москва и обл.",10208,2015-04-01
"Северный Кредит лицензия № 2398, Вологодская обл.",10204,2015-04-01
"Российская Финансовая Корпорация лицензия № 3099, Москва и обл.",10195,2015-04-01
"Горбанк лицензия № 2982, Санкт-Петербург и обл.",10193,2015-04-01
"Агророс лицензия № 2860, Саратовская обл.",10190,2015-04-01
"Балаково-Банк лицензия № 444, Саратовская обл.",10184,2015-04-01
"Газбанк лицензия № 2316, Самарская обл.",10183,2015-04-01
"Далена Банк лицензия № 1948, Москва и обл.",10139,2015-04-01
"Руссобанк лицензия № 2313, Москва и обл.",10118,2015-04-01
"Первомайский лицензия № 518, Краснодарский край",10090,2015-04-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",10084,2015-04-01
"Объединенный Капитал лицензия № 2611, Санкт-Петербург и обл.",10065,2015-04-01
"Русьуниверсалбанк лицензия № 3293, Москва и обл.",10052,2015-04-01
"Банк «Советский» лицензия № 558, Санкт-Петербург и обл.",10023,2015-04-01
"Далетбанк лицензия № 3049, Москва и обл.",10013,2015-04-01
"Ганзакомбанк лицензия № 1734, Санкт-Петербург и обл.",10008,2015-04-01
"Натиксис Банк лицензия № 3390, Москва и обл.",9988,2015-04-01
"Региональный Коммерческий Банк лицензия № 836, Ульяновская обл.",9981,2015-04-01
"Сетелем Банк лицензия № 2168, Москва и обл.",9979,2015-04-01
"Гаранти Банк — Москва лицензия № 3275, Москва и обл.",9871,2015-04-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",9850,2015-04-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",9848,2015-04-01
"Национальный Клиринговый Центр лицензия № 3466, Москва и обл.",9833,2015-04-01
"Форштадт лицензия № 2208, Оренбургская обл.",9811,2015-04-01
"Банк Реалист (бывш. МПБ) лицензия № 2646, Москва и обл.",9799,2015-04-01
"Примтеркомбанк лицензия № 21, Приморский край",9785,2015-04-01
"Девон-Кредит лицензия № 1972, Татарстан",9780,2015-04-01
"Россельхозбанк лицензия № 3349, Москва и обл.",9776,2015-04-01
"Кузнецкий Мост лицензия № 2254, Москва и обл.",9774,2015-04-01
"РИТЦ Банк лицензия № 2677, Москва и обл.",9774,2015-04-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",9759,2015-04-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",9755,2015-04-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",9752,2015-04-01
"Ланта-Банк лицензия № 1920, Москва и обл.",9723,2015-04-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",9723,2015-04-01
"Интерактивный Банк лицензия № 3378, Москва и обл.",9722,2015-04-01
"Бэнк оф Чайна лицензия № 2309, Москва и обл.",9706,2015-04-01
"Аресбанк лицензия № 2914, Москва и обл.",9700,2015-04-01
"Ресурс-Траст лицензия № 3122, Москва и обл.",9677,2015-04-01
"Майский лицензия № 1673, Кабардино-Балкария",9675,2015-04-01
"Соверен Банк лицензия № 3206, Москва и обл.",9675,2015-04-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",9668,2015-04-01
"Промэнергобанк лицензия № 2728, Вологодская обл.",9655,2015-04-01
"НК Банк лицензия № 2755, Москва и обл.",9645,2015-04-01
"Преодоление лицензия № 2649, Москва и обл.",9605,2015-04-01
"Финам Банк лицензия № 2799, Москва и обл.",9604,2015-04-01
"Агропромкредит лицензия № 2880, Москва и обл.",9594,2015-04-01
"РН Банк лицензия № 170, Москва и обл.",9586,2015-04-01
"АйСиБиСи Банк лицензия № 3475, Москва и обл.",9580,2015-04-01
"Владбизнесбанк лицензия № 903, Владимирская обл.",9565,2015-04-01
"ИпоТек Банк лицензия № 2794, Москва и обл.",9530,2015-04-01
"Бинбанк Столица лицензия № 3052, Москва и обл.",9504,2015-04-01
"СДМ-Банк лицензия № 1637, Москва и обл.",9469,2015-04-01
"Глобэкс лицензия № 1942, Москва и обл.",9456,2015-04-01
"Ури Банк лицензия № 3479, Москва и обл.",9451,2015-04-01
"Траст Капитал Банк лицензия № 2741, Москва и обл.",9447,2015-04-01
"Банк РСИ лицензия № 3415, Москва и обл.",9437,2015-04-01
"Фора-Банк лицензия № 1885, Москва и обл.",9419,2015-04-01
"Система лицензия № 2846, Москва и обл.",9398,2015-04-01
"Евромет лицензия № 2902, Москва и обл.",9392,2015-04-01
"Платина лицензия № 2347, Москва и обл.",9351,2015-04-01
"Банк Казани лицензия № 708, Татарстан",9346,2015-04-01
"Татфондбанк лицензия № 3058, Татарстан",9346,2015-04-01
"Соколовский лицензия № 2830, Москва и обл.",9342,2015-04-01
"Вкабанк лицензия № 1027, Астраханская обл.",9293,2015-04-01
"Жилстройбанк лицензия № 2769, Москва и обл.",9287,2015-04-01
"Нота-Банк лицензия № 2913, Москва и обл.",9267,2015-04-01
"Банк БКФ лицензия № 2684, Москва и обл.",9264,2015-04-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",9261,2015-04-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",9251,2015-04-01
"Консервативный Коммерческий Банк лицензия № 1087, Астраханская обл.",9250,2015-04-01
"Международный Банк Развития лицензия № 2704, Москва и обл.",9246,2015-04-01
"Интерпромбанк лицензия № 3266, Москва и обл.",9240,2015-04-01
"Юнистрим лицензия № 3467, Москва и обл.",9228,2015-04-01
"Евроазиатский Инвестиционный Банк лицензия № 2897, Москва и обл.",9217,2015-04-01
"РФИ Банк лицензия № 3351, Москва и обл.",9194,2015-04-01
"1Банк лицензия № 2896, Северная Осетия — Алания",9167,2015-04-01
"Региональный Банк Развития лицензия № 2782, Башкортостан",9152,2015-04-01
"Славянбанк лицензия № 804, Новгородская обл.",9143,2015-04-01
"Металлург лицензия № 2877, Москва и обл.",9136,2015-04-01
"Промтрансбанк лицензия № 2638, Башкортостан",9129,2015-04-01
"Дружба лицензия № 990, Тюменская обл.",9111,2015-04-01
"Кедр лицензия № 1574, Красноярский край",9074,2015-04-01
"Углеметбанк лицензия № 2997, Челябинская обл.",9042,2015-04-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",9039,2015-04-01
"СМП Банк лицензия № 3368, Москва и обл.",9021,2015-04-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",9017,2015-04-01
"Невский Банк лицензия № 1068, Санкт-Петербург и обл.",9015,2015-04-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",9014,2015-04-01
"Крона-Банк лицензия № 2499, Иркутская обл.",8987,2015-04-01
"Екатерининский лицензия № 2167, Москва и обл.",8974,2015-04-01
"Новый Кредитный Союз лицензия № 3139, Москва и обл.",8962,2015-04-01
"Интехбанк лицензия № 2705, Татарстан",8958,2015-04-01
"Первый Клиентский Банк лицензия № 3436, Москва и обл.",8906,2015-04-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",8906,2015-04-01
"Татагропромбанк лицензия № 728, Татарстан",8905,2015-04-01
"Н-Банк лицензия № 3493, Москва и обл.",8899,2015-04-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",8898,2015-04-01
"Пересвет лицензия № 2110, Москва и обл.",8888,2015-04-01
"Ипозембанк лицензия № 3026, Самарская обл.",8879,2015-04-01
"Зираат Банк лицензия № 2559, Москва и обл.",8877,2015-04-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",8873,2015-04-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",8859,2015-04-01
"Тетраполис лицензия № 1586, Санкт-Петербург и обл.",8829,2015-04-01
"Народный Банк Тувы лицензия № 1309, Тыва",8827,2015-04-01
"ФорБанк лицензия № 2063, Москва и обл.",8824,2015-04-01
"Лайтбанк лицензия № 3177, Москва и обл.",8823,2015-04-01
"Стратегия лицензия № 2801, Москва и обл.",8809,2015-04-01
"Вэлтон Банк лицензия № 1105, Белгородская обл.",8807,2015-04-01
"Энергобанк лицензия № 67, Татарстан",8803,2015-04-01
"РБА лицензия № 3413, Москва и обл.",8755,2015-04-01
"Синко-Банк лицензия № 2838, Москва и обл.",8744,2015-04-01
"Союз лицензия № 2307, Москва и обл.",8737,2015-04-01
"Дил-Банк лицензия № 3384, Москва и обл.",8707,2015-04-01
"Коммерцбанк (Евразия) лицензия № 3333, Москва и обл.",8697,2015-04-01
"Еврокапитал-Альянс лицензия № 3459, Ярославская обл.",8633,2015-04-01
"Темпбанк лицензия № 55, Москва и обл.",8603,2015-04-01
"Нальчик лицензия № 695, Кабардино-Балкария",8590,2015-04-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",8537,2015-04-01
"Турбобанк лицензия № 3203, Санкт-Петербург и обл.",8519,2015-04-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",8516,2015-04-01
"Кредпромбанк лицензия № 1165, Ярославская обл.",8498,2015-04-01
"Кольцо Урала лицензия № 65, Свердловская обл.",8497,2015-04-01
"БСТ-Банк лицензия № 2883, Кемеровская обл.",8482,2015-04-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",8473,2015-04-01
"Первобанк лицензия № 3461, Самарская обл.",8473,2015-04-01
"Данске Банк лицензия № 3307, Санкт-Петербург и обл.",8470,2015-04-01
"Адмиралтейский лицензия № 3054, Москва и обл.",8457,2015-04-01
"Онего лицензия № 2484, Карелия",8366,2015-04-01
"Эл Банк лицензия № 1025, Самарская обл.",8305,2015-04-01
"Сибирский Банк Реконструкции и Развития лицензия № 1284, Тюменская обл.",8299,2015-04-01
"Автоторгбанк лицензия № 2776, Москва и обл.",8273,2015-04-01
"Апабанк лицензия № 2404, Москва и обл.",8257,2015-04-01
"Русстройбанк лицензия № 3205, Москва и обл.",8251,2015-04-01
"ИР-Кредит лицензия № 1724, Москва и обл.",8233,2015-04-01
"Акцент лицензия № 696, Оренбургская обл.",8195,2015-04-01
"Автоградбанк лицензия № 1455, Татарстан",8170,2015-04-01
"Рублев лицензия № 3098, Москва и обл.",8155,2015-04-01
"Связной Банк лицензия № 1961, Москва и обл.",8146,2015-04-01
"Алтынбанк лицензия № 2070, Татарстан",8140,2015-04-01
"Камский Горизонт лицензия № 2554, Татарстан",8112,2015-04-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",8098,2015-04-01
"Век лицензия № 2299, Москва и обл.",8052,2015-04-01
"Морской Банк лицензия № 77, Москва и обл.",8050,2015-04-01
"БайкалБанк лицензия № 2632, Бурятия",8009,2015-04-01
"Стройлесбанк лицензия № 2995, Тюменская обл.",8002,2015-04-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",7961,2015-04-01
"Гефест лицензия № 1046, Тверская обл.",7956,2015-04-01
"Гута-Банк лицензия № 256, Москва и обл.",7950,2015-04-01
"Ринвестбанк лицензия № 3262, Рязанская обл.",7942,2015-04-01
"МТИ-Банк лицензия № 1052, Москва и обл.",7917,2015-04-01
"Новый Символ лицензия № 370, Москва и обл.",7913,2015-04-01
"Вологдабанк лицензия № 992, Вологодская обл.",7885,2015-04-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",7876,2015-04-01
"Калуга лицензия № 1151, Калужская обл.",7858,2015-04-01
"Сибнефтебанк лицензия № 385, Тюменская обл.",7845,2015-04-01
"Геленджик-Банк лицензия № 790, Краснодарский край",7798,2015-04-01
"Максима лицензия № 3379, Москва и обл.",7795,2015-04-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",7781,2015-04-01
"АББ лицензия № 2937, Москва и обл.",7764,2015-04-01
"Флора-Москва лицензия № 533, Москва и обл.",7764,2015-04-01
"Нерюнгрибанк лицензия № 825, Саха (Якутия)",7748,2015-04-01
"Пермь лицензия № 875, Пермская обл.",7725,2015-04-01
"Эльбин лицензия № 2267, Дагестан",7722,2015-04-01
"Национальный Банк Взаимного Кредита лицензия № 3214, Москва и обл.",7713,2015-04-01
"Социум-Банк лицензия № 2881, Москва и обл.",7708,2015-04-01
"Динамичные Системы лицензия № 3439, Москва и обл.",7701,2015-04-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",7697,2015-04-01
"СЭБ Банк лицензия № 3235, Санкт-Петербург и обл.",7671,2015-04-01
"Проминвестбанк лицензия № 2433, Москва и обл.",7632,2015-04-01
"Мерседес-Бенц Банк Рус лицензия № 3473, Москва и обл.",7629,2015-04-01
"Тексбанк лицензия № 2756, Карачаево-Черкесия",7618,2015-04-01
"Викинг лицензия № 2, Санкт-Петербург и обл.",7613,2015-04-01
"Новый Промышленный Банк лицензия № 930, Москва и обл.",7611,2015-04-01
"БМ-Банк лицензия № 2748, Москва и обл.",7610,2015-04-01
"Кетовский Коммерческий Банк лицензия № 842, Курганская обл.",7596,2015-04-01
"Кубань Кредит лицензия № 2518, Краснодарский край",7594,2015-04-01
"Инкаробанк лицензия № 2696, Москва и обл.",7575,2015-04-01
"ББР Банк лицензия № 2929, Москва и обл.",7483,2015-04-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",7467,2015-04-01
"Башкомснаббанк лицензия № 1398, Башкортостан",7465,2015-04-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",7434,2015-04-01
"Столичный Кредит лицензия № 2853, Москва и обл.",7430,2015-04-01
"ФДБ лицензия № 3071, Москва и обл.",7426,2015-04-01
"Киви Банк лицензия № 2241, Москва и обл.",7419,2015-04-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",7387,2015-04-01
"Златкомбанк лицензия № 568, Москва и обл.",7361,2015-04-01
"Банк Развития Технологий лицензия № 3441, Москва и обл.",7351,2015-04-01
"ОПМ-Банк лицензия № 2734, Москва и обл.",7327,2015-04-01
"Пульс Столицы лицензия № 3002, Москва и обл.",7305,2015-04-01
"Кузнецкий лицензия № 609, Пензенская обл.",7279,2015-04-01
"Ермак лицензия № 1809, Ханты-Мансийский АО — Югра",7266,2015-04-01
"Русский Финансовый Альянс лицензия № 2035, Москва и обл.",7266,2015-04-01
"Креди Агриколь КИБ лицензия № 1680, Санкт-Петербург и обл.",7263,2015-04-01
"Сибсоцбанк лицензия № 2015, Алтайский край",7254,2015-04-01
"Бумеранг лицензия № 1002, Вологодская обл.",7187,2015-04-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.",7181,2015-04-01
"Стелла-Банк лицензия № 2948, Ростовская обл.",7133,2015-04-01
"Донкомбанк лицензия № 492, Ростовская обл.",7096,2015-04-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",7095,2015-04-01
"Яринтербанк лицензия № 2564, Ярославская обл.",7094,2015-04-01
"Бизнес для Бизнеса лицензия № 1060, Чувашия",7044,2015-04-01
"Донхлеббанк лицензия № 2285, Ростовская обл.",7033,2015-04-01
"АвтоКредитБанк лицензия № 1973, Татарстан",6983,2015-04-01
"Современный Коммерческий Инновационный Банк лицензия № 3329, Костромская обл.",6979,2015-04-01
"Унифин лицензия № 2654, Москва и обл.",6965,2015-04-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",6964,2015-04-01
"Кранбанк лицензия № 2271, Ивановская обл.",6958,2015-04-01
"Пробизнесбанк лицензия № 2412, Москва и обл.",6956,2015-04-01
"Коммерческий Банк Развития лицензия № 3364, Москва и обл.",6917,2015-04-01
"Национальный Банк Сбережений лицензия № 1949, Ивановская обл.",6883,2015-04-01
"Межрегиональный Клиринговый Банк лицензия № 2543, Москва и обл.",6828,2015-04-01
"Промсвязьбанк лицензия № 3251, Москва и обл.",6827,2015-04-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",6804,2015-04-01
"Финтрастбанк лицензия № 3104, Москва и обл.",6795,2015-04-01
"Росдорбанк лицензия № 1573, Москва и обл.",6787,2015-04-01
"Акибанк лицензия № 2587, Татарстан",6761,2015-04-01
"Мурманский Социальный Коммерческий Банк лицензия № 2722, Мурманская обл.",6756,2015-04-01
"Трансстройбанк лицензия № 2807, Москва и обл.",6751,2015-04-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",6739,2015-04-01
"Элита лицензия № 1399, Калужская обл.",6737,2015-04-01
"Майкопбанк лицензия № 1136, Адыгея",6674,2015-04-01
"Заречье лицензия № 817, Татарстан",6639,2015-04-01
"Интеркредит лицензия № 3047, Москва и обл.",6611,2015-04-01
"Абсолют Банк лицензия № 2306, Москва и обл.",6605,2015-04-01
"Татсоцбанк лицензия № 480, Татарстан",6591,2015-04-01
"Мосстройэкономбанк (М Банк) лицензия № 948, Москва и обл.",6581,2015-04-01
"Витязь лицензия № 2890, Москва и обл.",6580,2015-04-01
"ЕАТП Банк лицензия № 1765, Астраханская обл.",6567,2015-04-01
"Легион лицензия № 3117, Москва и обл.",6525,2015-04-01
"Старооскольский Агропромбанк лицензия № 1050, Белгородская обл.",6516,2015-04-01
"Тройка-Д Банк лицензия № 3431, Москва и обл.",6516,2015-04-01
"Мико-Банк лицензия № 3195, Москва и обл.",6496,2015-04-01
"Солид Банк лицензия № 1329, Камчатская обл.",6451,2015-04-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",6431,2015-04-01
"Йошкар-Ола лицензия № 2802, Марий Эл",6424,2015-04-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",6414,2015-04-01
"Кредит Экспресс лицензия № 3186, Ростовская обл.",6372,2015-04-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",6324,2015-04-01
"Алданзолотобанк лицензия № 854, Саха (Якутия)",6315,2015-04-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",6311,2015-04-01
"Спурт Банк лицензия № 2207, Татарстан",6310,2015-04-01
"Новация лицензия № 840, Адыгея",6305,2015-04-01
"Банк Город лицензия № 2644, Москва и обл.",6283,2015-04-01
"Авангард лицензия № 2879, Москва и обл.",6269,2015-04-01
"Смартбанк лицензия № 3408, Москва и обл.",6258,2015-04-01
"Московский Национальный Инвестиционный Банк лицензия № 3181, Москва и обл.",6250,2015-04-01
"ОФК Банк лицензия № 2270, Москва и обл.",6230,2015-04-01
"Старый Кремль лицензия № 2657, Москва и обл.",6227,2015-04-01
"МАК-Банк лицензия № 1088, Москва и обл.",6215,2015-04-01
"Новикомбанк лицензия № 2546, Москва и обл.",6213,2015-04-01
"Агроинкомбанк лицензия № 1946, Астраханская обл.",6211,2015-04-01
"Миллениум Банк лицензия № 3423, Москва и обл.",6210,2015-04-01
"Экономбанк лицензия № 1319, Саратовская обл.",6204,2015-04-01
"Уральский Банк Реконструкции и Развития лицензия № 429, Свердловская обл.",6152,2015-04-01
"Джаст Банк лицензия № 3503, Москва и обл.",6139,2015-04-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",6112,2015-04-01
"Тихоокеанский Внешторгбанк лицензия № 1378, Сахалинская обл.",6106,2015-04-01
"Расчетный Дом лицензия № 3350, Москва и обл.",6095,2015-04-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",6033,2015-04-01
"Ноосфера лицензия № 2650, Республика Алтай",6017,2015-04-01
"Крайинвестбанк лицензия № 3360, Краснодарский край",5983,2015-04-01
"Газстройбанк лицензия № 2919, Москва и обл.",5925,2015-04-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",5810,2015-04-01
"Таурус Банк лицензия № 655, Москва и обл.",5790,2015-04-01
"Почта Банк лицензия № 650, Москва и обл.",5687,2015-04-01
"Анталбанк лицензия № 3115, Москва и обл.",5658,2015-04-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",5645,2015-04-01
"Российский Кредит лицензия № 324, Москва и обл.",5622,2015-04-01
"Богородский Муниципальный Банк лицензия № 2992, Москва и обл.",5583,2015-04-01
"МБА-Москва лицензия № 3395, Москва и обл.",5561,2015-04-01
"Зернобанк лицензия № 2337, Алтайский край",5550,2015-04-01
"Профит Банк лицензия № 3234, Москва и обл.",5511,2015-04-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",5508,2015-04-01
"Инвест-Экобанк лицензия № 1956, Санкт-Петербург и обл.",5475,2015-04-01
"Верхневолжский лицензия № 1084, Ярославская обл.",5432,2015-04-01
"МФБанк лицензия № 3163, Москва и обл.",5427,2015-04-01
"ФИА-Банк лицензия № 2542, Самарская обл.",5426,2015-04-01
"Богородский лицензия № 1277, Нижегородская обл.",5416,2015-04-01
"Объединенный Банк Промышленных Инвестиций лицензия № 2626, Москва и обл.",5322,2015-04-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",5259,2015-04-01
"Альба Альянс лицензия № 2593, Москва и обл.",5239,2015-04-01
"Бум-Банк лицензия № 1137, Кабардино-Балкария",5070,2015-04-01
"Финанс Бизнес Банк лицензия № 520, Москва и обл.",2237,2015-04-01
"Инвестиционный Республиканский Банк лицензия № 2571, Москва и обл.",1854,2015-04-01
"Фондсервисбанк лицензия № 2989, Москва и обл.",1844,2015-04-01
"Таврический лицензия № 2304, Санкт-Петербург и обл.",191,2015-04-01
"Тор Кредит лицензия № 3497, Москва и обл.","99 999 999,99",2015-05-01
"Голдман Сакс Банк лицензия № 3490, Москва и обл.","814 510,00",2015-05-01
"Еврокапитал-Альянс лицензия № 2672, Ярославская обл.","79 319,44",2015-05-01
"ВРБ лицензия № 3499, Москва и обл.","19 315,19",2015-05-01
"Финтрастбанк лицензия № 3104, Москва и обл.","4 827,67",2015-05-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.","4 526,76",2015-05-01
"Зеленокумская лицензия № 1239, Ставропольский край","4 480,50",2015-05-01
"ФФин Банк лицензия № 1143, Сахалинская обл.","4 421,05",2015-05-01
"Эно лицензия № 1988, Краснодарский край","1 834,46",2015-05-01
"Восточно-Европейский Трастовый Банк лицензия № 2253, Москва и обл.","1 793,99",2015-05-01
"Иваново лицензия № 1763, Ивановская обл.","1 615,24",2015-05-01
"Икано Банк лицензия № 3519, Центр","1 515,70",2015-05-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.","1 502,83",2015-05-01
"Терра лицензия № 3476, Москва и обл.","1 458,25",2015-05-01
"Кузнецкбизнесбанк лицензия № 1158, Кемеровская обл.","1 357,46",2015-05-01
"Нордеа Банк лицензия № 3016, Москва и обл.","1 328,35",2015-05-01
"ДельтаКредит лицензия № 3338, Москва и обл.","1 291,43",2015-05-01
"Восточный Банк лицензия № 1460, Амурская обл.","1 279,57",2015-05-01
"Норвик Банк лицензия № 902, Кировская обл.","1 208,13",2015-05-01
"Рунэтбанк лицензия № 2829, Москва и обл.","1 199,75",2015-05-01
"ИТ Банк лицензия № 2609, Омская обл.","1 198,50",2015-05-01
"Банк Сберегательно-кредитного сервиса лицензия № 3224, Москва и обл.","1 193,62",2015-05-01
"Форус Банк лицензия № 3457, Нижегородская обл.","1 193,60",2015-05-01
"Росэксимбанк лицензия № 2790, Москва и обл.","1 191,95",2015-05-01
"АйМаниБанк лицензия № 1975, Москва и обл.","1 150,85",2015-05-01
"МАСТ-Банк лицензия № 3267, Москва и обл.","1 113,03",2015-05-01
"Севергазбанк лицензия № 2816, Вологодская обл.","1 105,47",2015-05-01
"Оней Банк лицензия № 3516, Москва и обл.","1 065,26",2015-05-01
"Запсибкомбанк лицензия № 918, Тюменская обл.","1 058,79",2015-05-01
"НКБ лицензия № 2942, Калмыкия","1 049,73",2015-05-01
"Акцепт лицензия № 567, Новосибирская обл.","1 002,38",2015-05-01
"Арксбанк лицензия № 1868, Москва и обл.",99436,2015-05-01
"Еврокоммерц лицензия № 1777, Москва и обл.",98416,2015-05-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",92436,2015-05-01
"Оренбург лицензия № 3269, Оренбургская обл.",90850,2015-05-01
"Радиотехбанк лицензия № 1166, Нижегородская обл.",89821,2015-05-01
"Уралприватбанк лицензия № 153, Свердловская обл.",80692,2015-05-01
"Екатеринбург лицензия № 3161, Свердловская обл.",80344,2015-05-01
"Курскпромбанк лицензия № 735, Курская обл.",77182,2015-05-01
"Банк ВВБ лицензия № 1093, Ярославская обл.",75777,2015-05-01
"К2 Банк лицензия № 2851, Карачаево-Черкесия",70614,2015-05-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",70531,2015-05-01
"Северстройбанк лицензия № 3507, Вологодская обл.",69730,2015-05-01
"Коммерческий Индо Банк лицензия № 3446, Москва и обл.",67753,2015-05-01
"Рост Банк лицензия № 2888, Москва и обл.",63281,2015-05-01
"Национальный Банк «Траст» лицензия № 3279, Москва и обл.",62694,2015-05-01
"Европейский Стандарт лицензия № 3200, Кабардино-Балкария",60988,2015-05-01
"Зенит Сочи лицензия № 232, Краснодарский край",60624,2015-05-01
"Дорис Банк лицензия № 1679, Москва и обл.",60331,2015-05-01
"Тойота Банк лицензия № 3470, Москва и обл.",57792,2015-05-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",57193,2015-05-01
"Банк АВБ лицензия № 23, Самарская обл.",57010,2015-05-01
"Тимер Банк лицензия № 1581, Татарстан",56771,2015-05-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",52103,2015-05-01
"Бинбанк Мурманск лицензия № 1276, Мурманская обл.",50960,2015-05-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",49733,2015-05-01
"Левобережный лицензия № 1343, Новосибирская обл.",49251,2015-05-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",48260,2015-05-01
"Капитал лицензия № 575, Москва и обл.",46522,2015-05-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",44395,2015-05-01
"Роспромбанк лицензия № 3204, Москва и обл.",42717,2015-05-01
"Резерв лицензия № 2364, Челябинская обл.",42583,2015-05-01
"Арсенал лицензия № 3000, Москва и обл.",41883,2015-05-01
"Джей энд Ти Банк лицензия № 3061, Москва и обл.",40693,2015-05-01
"Эксперт Банк лицензия № 2949, Омская обл.",40601,2015-05-01
"МВС Банк лицензия № 2407, Дагестан",40157,2015-05-01
"Приморье лицензия № 3001, Приморский край",40003,2015-05-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",39897,2015-05-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",38834,2015-05-01
"Центрально-Азиатский лицензия № 3037, Хакасия",36637,2015-05-01
"Альтернатива лицензия № 3452, Москва и обл.",36165,2015-05-01
"Пойдем! лицензия № 2534, Москва и обл.",36049,2015-05-01
"Национальный Корпоративный Банк лицензия № 3422, Москва и обл.",35897,2015-05-01
"МТС Банк лицензия № 2268, Москва и обл.",35833,2015-05-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",35804,2015-05-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",34811,2015-05-01
"Тайдон лицензия № 2085, Кемеровская обл.",34801,2015-05-01
"Чайна Констракшн лицензия № 3515, Москва и обл.",34398,2015-05-01
"Енисей лицензия № 474, Красноярский край",34342,2015-05-01
"Экспресс-Волга лицензия № 3085, Саратовская обл.",33741,2015-05-01
"Дальневосточный Банк лицензия № 843, Приморский край",33506,2015-05-01
