Лицензия_банк,ИД_1600,дата
"Пульс Столицы лицензия № 3002, Москва и обл.",2145,2015-12-01
"Торжокуниверсалбанк лицензия № 933, Тверская обл.",2141,2015-12-01
"Денизбанк Москва лицензия № 3330, Москва и обл.",2137,2015-12-01
"Веста лицензия № 2368, Москва и обл.",2134,2015-12-01
"Констанс-Банк лицензия № 2228, Санкт-Петербург и обл.",2128,2015-12-01
"Взаимодействие лицензия № 1704, Новосибирская обл.",2113,2015-12-01
"Форштадт лицензия № 2208, Оренбургская обл.",2108,2015-12-01
"АРБ-Инкасс лицензия № 3353, Москва и обл.",2093,2015-12-01
"Мосуралбанк лицензия № 2468, Москва и обл.",2080,2015-12-01
"Алтайкапиталбанк лицензия № 2659, Алтайский край",2071,2015-12-01
"Майкопбанк лицензия № 1136, Адыгея",2068,2015-12-01
"БНП Париба Банк лицензия № 3407, Москва и обл.",2066,2015-12-01
"Оренбург лицензия № 3269, Оренбургская обл.",2061,2015-12-01
"Профессионал Банк (бывш. Наш Дом) лицензия № 3296, Москва и обл.",2058,2015-12-01
"Эйч-Эс-Би-Си Банк (HSBC) лицензия № 3290, Москва и обл.",2057,2015-12-01
"Банк Жилищного Финансирования лицензия № 3138, Москва и обл.",2049,2015-12-01
"Тагилбанк лицензия № 1635, Свердловская обл.",2047,2015-12-01
"Апабанк лицензия № 2404, Москва и обл.",2045,2015-12-01
"Югра лицензия № 880, Ханты-Мансийский АО — Югра",2040,2015-12-01
"Прайм Финанс лицензия № 2758, Санкт-Петербург и обл.",2028,2015-12-01
"Спиритбанк лицензия № 2053, Тульская обл.",2022,2015-12-01
"Мурманский Расчетный Центр лицензия № 3341, Мурманская обл.",2012,2015-12-01
"Азия-Инвест Банк лицензия № 3303, Москва и обл.",2008,2015-12-01
"Приобье лицензия № 537, Ханты-Мансийский АО — Югра",2004,2015-12-01
"Канский лицензия № 860, Красноярский край",2003,2015-12-01
"БМВ Банк лицензия № 3482, Москва и обл.",1992,2015-12-01
"Северный Народный Банк лицензия № 2721, Коми",1983,2015-12-01
"Мастер-Капитал лицензия № 3011, Москва и обл.",1977,2015-12-01
"Финансовый Капитал лицензия № 3288, Санкт-Петербург и обл.",1976,2015-12-01
"Резерв лицензия № 2364, Челябинская обл.",1971,2015-12-01
"Дальневосточный Банк лицензия № 843, Приморский край",1968,2015-12-01
"Объединенная Расчетная Система лицензия № 3342, Москва и обл.",1967,2015-12-01
"Хакасский Муниципальный Банк лицензия № 1049, Хакасия",1966,2015-12-01
"Объединенный Капитал лицензия № 2611, Санкт-Петербург и обл.",1959,2015-12-01
"Татагропромбанк лицензия № 728, Татарстан",1948,2015-12-01
"Столичный Кредит лицензия № 2853, Москва и обл.",1937,2015-12-01
"Расчетная Палата СВМБ лицензия № 3324, Самарская обл.",1936,2015-12-01
"Тойота Банк лицензия № 3470, Москва и обл.",1928,2015-12-01
"Кроссинвестбанк лицензия № 2849, Москва и обл.",1922,2015-12-01
"Риал-Кредит лицензия № 3393, Москва и обл.",1921,2015-12-01
"Нордеа Банк лицензия № 3016, Москва и обл.",1910,2015-12-01
"Новый Символ лицензия № 370, Москва и обл.",1898,2015-12-01
"РН Банк лицензия № 170, Москва и обл.",1896,2015-12-01
"Кошелев-Банк лицензия № 3300, Самарская обл.",1895,2015-12-01
"Старооскольский Агропромбанк лицензия № 1050, Белгородская обл.",1895,2015-12-01
"Мосводоканалбанк лицензия № 2863, Москва и обл.",1894,2015-12-01
"Центркомбанк лицензия № 2983, Москва и обл.",1894,2015-12-01
"Челябинвестбанк лицензия № 493, Челябинская обл.",1890,2015-12-01
"Межрегиональный Клиринговый Банк лицензия № 2543, Москва и обл.",1869,2015-12-01
"Метрополь лицензия № 1639, Москва и обл.",1862,2015-12-01
"Московский Вексельный Банк лицензия № 2697, Москва и обл.",1859,2015-12-01
"Межбанковский Кредитный Союз лицензия № 3242, Москва и обл.",1854,2015-12-01
"Развитие-Столица лицензия № 3013, Москва и обл.",1843,2015-12-01
"Петербургский Социальный Коммерческий Банк лицензия № 2551, Санкт-Петербург и обл.",1833,2015-12-01
"РУБанк лицензия № 2813, Москва и обл.",1829,2015-12-01
"Арксбанк лицензия № 1868, Москва и обл.",1828,2015-12-01
"Сетелем Банк лицензия № 2168, Москва и обл.",1827,2015-12-01
"Банк БКФ лицензия № 2684, Москва и обл.",1811,2015-12-01
"Россельхозбанк лицензия № 3349, Москва и обл.",1811,2015-12-01
"Промышленно-Финансовое Сотрудничество лицензия № 2410, Москва и обл.",1797,2015-12-01
"РусЮгбанк лицензия № 2093, Волгоградская обл.",1793,2015-12-01
"Русский Финансовый Альянс лицензия № 2035, Москва и обл.",1791,2015-12-01
"Русь лицензия № 704, Оренбургская обл.",1773,2015-12-01
"Курскпромбанк лицензия № 735, Курская обл.",1771,2015-12-01
"Челиндбанк лицензия № 485, Челябинская обл.",1771,2015-12-01
"Единая Расчетная Палата лицензия № 384, Москва и обл.",1759,2015-12-01
"Евроальянс лицензия № 1781, Ивановская обл.",1745,2015-12-01
"Бум-Банк лицензия № 1137, Кабардино-Балкария",1743,2015-12-01
"Снежинский лицензия № 1376, Челябинская обл.",1738,2015-12-01
"Кетовский Коммерческий Банк лицензия № 842, Курганская обл.",1734,2015-12-01
"Росгосстрах Банк лицензия № 3073, Москва и обл.",1729,2015-12-01
"Финам Банк лицензия № 2799, Москва и обл.",1728,2015-12-01
"ИТ Банк лицензия № 2609, Омская обл.",1727,2015-12-01
"Национальный Залоговый Банк лицензия № 2944, Москва и обл.",1726,2015-12-01
"Русфинанс Банк лицензия № 1792, Самарская обл.",1720,2015-12-01
"Национальная Факторинговая Компания лицензия № 3437, Москва и обл.",1718,2015-12-01
"Русский Международный Банк лицензия № 3123, Москва и обл.",1710,2015-12-01
"Союзный лицензия № 3236, Москва и обл.",1707,2015-12-01
"Народный Банк лицензия № 2249, Карачаево-Черкесия",1705,2015-12-01
"АйСиБиСи Банк лицензия № 3475, Москва и обл.",1703,2015-12-01
"Автоградбанк лицензия № 1455, Татарстан",1696,2015-12-01
"Экси-Банк лицензия № 2530, Санкт-Петербург и обл.",1690,2015-12-01
"Зенит Сочи лицензия № 232, Краснодарский край",1688,2015-12-01
"Банк Зенит лицензия № 3255, Москва и обл.",1681,2015-12-01
"Аресбанк лицензия № 2914, Москва и обл.",1680,2015-12-01
"Вологжанин лицензия № 1896, Вологодская обл.",1679,2015-12-01
"Бинбанк Смоленск лицензия № 1957, Смоленская обл.",1676,2015-12-01
"Рапида лицензия № 3371, Москва и обл.",1672,2015-12-01
"Агророс лицензия № 2860, Саратовская обл.",1671,2015-12-01
"Пересвет лицензия № 2110, Москва и обл.",1668,2015-12-01
"Костромаселькомбанк лицензия № 1115, Костромская обл.",1660,2015-12-01
"Кубанский Универсальный Банк лицензия № 2898, Краснодарский край",1657,2015-12-01
"Юнистрим лицензия № 3467, Москва и обл.",1641,2015-12-01
"Век лицензия № 2299, Москва и обл.",1640,2015-12-01
"Йошкар-Ола лицензия № 2802, Марий Эл",1639,2015-12-01
"Яринтербанк лицензия № 2564, Ярославская обл.",1638,2015-12-01
"МБА-Москва лицензия № 3395, Москва и обл.",1634,2015-12-01
"Национальный Стандарт лицензия № 3421, Москва и обл.",1620,2015-12-01
"Эс-Би-Ай Банк (бывш. ЯР-Банк) лицензия № 3185, Москва и обл.",1615,2015-12-01
"Трансстройбанк лицензия № 2807, Москва и обл.",1610,2015-12-01
"Связь-Банк лицензия № 1470, Москва и обл.",1607,2015-12-01
"Банк БФА лицензия № 3038, Санкт-Петербург и обл.",1601,2015-12-01
"Банк Раунд лицензия № 2506, Москва и обл.",1599,2015-12-01
"Красноярский Краевой Расчетный Центр лицензия № 3483, Красноярский край",1599,2015-12-01
"Михайловский ПЖСБ лицензия № 2961, Волгоградская обл.",1596,2015-12-01
"Аспект лицензия № 608, Москва и обл.",1588,2015-12-01
"Кредит Урал Банк лицензия № 2584, Челябинская обл.",1581,2015-12-01
"Преодоление лицензия № 2649, Москва и обл.",1580,2015-12-01
"Соверен Банк лицензия № 3206, Москва и обл.",1578,2015-12-01
"Долинск лицензия № 857, Сахалинская обл.",1577,2015-12-01
"Стратегия лицензия № 2801, Москва и обл.",1577,2015-12-01
"Славия лицензия № 2664, Москва и обл.",1576,2015-12-01
"Интерпрогрессбанк лицензия № 600, Москва и обл.",1574,2015-12-01
"Углеметбанк лицензия № 2997, Челябинская обл.",1565,2015-12-01
"Финчер лицензия № 3486, Москва и обл.",1562,2015-12-01
"Народный Доверительный Банк лицензия № 2374, Москва и обл.",1560,2015-12-01
"Нэклис-Банк лицензия № 1671, Москва и обл.",1560,2015-12-01
"Банк Глобус лицензия № 2438, Москва и обл.",1558,2015-12-01
"Промэнергобанк лицензия № 2728, Вологодская обл.",1554,2015-12-01
"Локо-Банк лицензия № 2707, Москва и обл.",1541,2015-12-01
"Уралкапиталбанк лицензия № 2519, Башкортостан",1539,2015-12-01
"Камский Коммерческий Банк лицензия № 438, Татарстан",1538,2015-12-01
"Новикомбанк лицензия № 2546, Москва и обл.",1535,2015-12-01
"Интерпромбанк лицензия № 3266, Москва и обл.",1528,2015-12-01
"Энергомашбанк лицензия № 52, Санкт-Петербург и обл.",1525,2015-12-01
"НБД-Банк лицензия № 1966, Нижегородская обл.",1524,2015-12-01
"Банк Интеза лицензия № 2216, Москва и обл.",1518,2015-12-01
"Союз лицензия № 2307, Москва и обл.",1514,2015-12-01
"Акибанк лицензия № 2587, Татарстан",1505,2015-12-01
"Златкомбанк лицензия № 568, Москва и обл.",1504,2015-12-01
"Тройка-Д Банк лицензия № 3431, Москва и обл.",1498,2015-12-01
"Тольяттихимбанк лицензия № 2507, Самарская обл.",1496,2015-12-01
"Банк Инноваций и Развития лицензия № 2647, Москва и обл.",1491,2015-12-01
"Сибирский Банк Реконструкции и Развития лицензия № 1284, Тюменская обл.",1491,2015-12-01
"Ростфинанс лицензия № 481, Ростовская обл.",1487,2015-12-01
"Ситибанк лицензия № 2557, Москва и обл.",1485,2015-12-01
"Экспобанк лицензия № 2998, Москва и обл.",1480,2015-12-01
"Бинбанк Тверь лицензия № 777, Тверская обл.",1479,2015-12-01
"Национальный Клиринговый Центр лицензия № 3466, Москва и обл.",1477,2015-12-01
"Нацинвестпромбанк лицензия № 3077, Москва и обл.",1472,2015-12-01
"Банк «Санкт-Петербург» лицензия № 436, Санкт-Петербург и обл.",1471,2015-12-01
"НС Банк лицензия № 3124, Москва и обл.",1470,2015-12-01
"Тамбовкредитпромбанк лицензия № 1312, Тамбовская обл.",1468,2015-12-01
"Роял Кредит Банк лицензия № 783, Хабаровский край",1464,2015-12-01
"Кольцо Урала лицензия № 65, Свердловская обл.",1462,2015-12-01
"Совкомбанк лицензия № 963, Костромская обл.",1460,2015-12-01
"Нефтепромбанк лицензия № 2156, Москва и обл.",1457,2015-12-01
"Дойче Банк лицензия № 3328, Москва и обл.",1455,2015-12-01
"Лидер лицензия № 3304, Москва и обл.",1454,2015-12-01
"Московский Нефтехимический Банк лицензия № 1411, Москва и обл.",1453,2015-12-01
"Ассоциация лицензия № 732, Нижегородская обл.",1452,2015-12-01
"Морской Банк лицензия № 77, Москва и обл.",1451,2015-12-01
"Национальный Корпоративный Банк лицензия № 3422, Москва и обл.",1451,2015-12-01
"Металлинвестбанк лицензия № 2440, Москва и обл.",1449,2015-12-01
"МТС Банк лицензия № 2268, Москва и обл.",1446,2015-12-01
"Риабанк лицензия № 3434, Москва и обл.",1445,2015-12-01
"ТЭМБР-Банк лицензия № 2764, Москва и обл.",1444,2015-12-01
"Росбанк лицензия № 2272, Москва и обл.",1441,2015-12-01
"Кросна-Банк лицензия № 2607, Москва и обл.",1436,2015-12-01
"ВТБ лицензия № 1000, Санкт-Петербург и обл.",1435,2015-12-01
"Авангард лицензия № 2879, Москва и обл.",1433,2015-12-01
"Газбанк лицензия № 2316, Самарская обл.",1433,2015-12-01
"1Банк лицензия № 2896, Северная Осетия — Алания",1427,2015-12-01
"Иваново лицензия № 1763, Ивановская обл.",1426,2015-12-01
"Ставропольпромстройбанк лицензия № 1288, Ставропольский край",1426,2015-12-01
"Гранд Инвест Банк лицензия № 3053, Москва и обл.",1425,2015-12-01
"Александровский лицензия № 53, Санкт-Петербург и обл.",1416,2015-12-01
"Банк «ФК Открытие» лицензия № 2209, Москва и обл.",1415,2015-12-01
"РосЕвроБанк лицензия № 3137, Москва и обл.",1414,2015-12-01
"Инбанк лицензия № 1829, Москва и обл.",1413,2015-12-01
"Кранбанк лицензия № 2271, Ивановская обл.",1412,2015-12-01
"Транскапиталбанк лицензия № 2210, Москва и обл.",1412,2015-12-01
"Региональный Коммерческий Банк лицензия № 836, Ульяновская обл.",1409,2015-12-01
"БФГ-Кредит лицензия № 3068, Москва и обл.",1402,2015-12-01
"Смартбанк лицензия № 3408, Москва и обл.",1402,2015-12-01
"Ланта-Банк лицензия № 1920, Москва и обл.",1400,2015-12-01
"Муниципальный Камчатпрофитбанк лицензия № 2103, Камчатская обл.",1398,2015-12-01
"Возрождение лицензия № 1439, Москва и обл.",1397,2015-12-01
"Меткомбанк (Каменск-Уральский) лицензия № 2443, Свердловская обл.",1397,2015-12-01
"Юниаструм Банк лицензия № 2771, Москва и обл.",1392,2015-12-01
"Газпромбанк лицензия № 354, Москва и обл.",1384,2015-12-01
"Донхлеббанк лицензия № 2285, Ростовская обл.",1383,2015-12-01
"Банк Казани лицензия № 708, Татарстан",1382,2015-12-01
"Киви Банк лицензия № 2241, Москва и обл.",1382,2015-12-01
"Агропромкредит лицензия № 2880, Москва и обл.",1381,2015-12-01
"Крыловский лицензия № 456, Краснодарский край",1381,2015-12-01
"Альта-Банк лицензия № 2269, Москва и обл.",1370,2015-12-01
"Земский Банк лицензия № 2900, Самарская обл.",1370,2015-12-01
"Хоум Кредит Банк лицензия № 316, Москва и обл.",1367,2015-12-01
"Райффайзенбанк лицензия № 3292, Москва и обл.",1365,2015-12-01
"Кедр лицензия № 1574, Красноярский край",1362,2015-12-01
"ОТП Банк лицензия № 2766, Москва и обл.",1362,2015-12-01
"Промсвязьбанк лицензия № 3251, Москва и обл.",1359,2015-12-01
"Всероссийский Банк Развития Регионов лицензия № 3287, Москва и обл.",1358,2015-12-01
"Акцепт лицензия № 567, Новосибирская обл.",1357,2015-12-01
"Собинбанк лицензия № 1317, Москва и обл.",1355,2015-12-01
"Алмазэргиэнбанк лицензия № 2602, Саха (Якутия)",1354,2015-12-01
"МДМ Банк лицензия № 2562, Москва и обл.",1354,2015-12-01
"Росэнергобанк лицензия № 2211, Москва и обл.",1354,2015-12-01
"Братский АНКБ лицензия № 1144, Иркутская обл.",1353,2015-12-01
"Приморье лицензия № 3001, Приморский край",1348,2015-12-01
"Абсолют Банк лицензия № 2306, Москва и обл.",1345,2015-12-01
"Анкор Банк лицензия № 889, Татарстан",1340,2015-12-01
"Газстройбанк лицензия № 2919, Москва и обл.",1339,2015-12-01
"Новация лицензия № 840, Адыгея",1338,2015-12-01
"Мегаполис лицензия № 3265, Чувашия",1334,2015-12-01
"ЮниКредит Банк лицензия № 1, Москва и обл.",1334,2015-12-01
"Банкирский Дом лицензия № 2928, Санкт-Петербург и обл.",1332,2015-12-01
"Екатеринбург лицензия № 3161, Свердловская обл.",1330,2015-12-01
"Развитие лицензия № 2729, Карачаево-Черкесия",1327,2015-12-01
"Екатерининский лицензия № 2167, Москва и обл.",1325,2015-12-01
"МФБанк лицензия № 3163, Москва и обл.",1320,2015-12-01
"Таатта лицензия № 1249, Саха (Якутия)",1320,2015-12-01
"Запсибкомбанк лицензия № 918, Тюменская обл.",1319,2015-12-01
"Русский Трастовый Банк лицензия № 1139, Москва и обл.",1319,2015-12-01
"Норвик Банк лицензия № 902, Кировская обл.",1315,2015-12-01
"СИАБ лицензия № 3245, Санкт-Петербург и обл.",1311,2015-12-01
"Юг-Инвестбанк лицензия № 2772, Краснодарский край",1308,2015-12-01
"Церих лицензия № 3278, Орловская обл.",1307,2015-12-01
"Интехбанк лицензия № 2705, Татарстан",1304,2015-12-01
"Тинькофф Банк лицензия № 2673, Москва и обл.",1304,2015-12-01
"БКС (БКС Премьер) лицензия № 101, Новосибирская обл.",1299,2015-12-01
"Хлынов лицензия № 254, Кировская обл.",1297,2015-12-01
"Роспромбанк лицензия № 3204, Москва и обл.",1290,2015-12-01
"Банк на Красных Воротах лицензия № 2472, Москва и обл.",1287,2015-12-01
"Ханты-Мансийский банк Открытие лицензия № 1971, Москва и обл.",1286,2015-12-01
"Держава лицензия № 2738, Москва и обл.",1283,2015-12-01
"Кредит Европа Банк лицензия № 3311, Москва и обл.",1283,2015-12-01
"СДМ-Банк лицензия № 1637, Москва и обл.",1283,2015-12-01
"НК Банк лицензия № 2755, Москва и обл.",1278,2015-12-01
"Московский Кредитный Банк лицензия № 1978, Москва и обл.",1272,2015-12-01
"Милбанк лицензия № 3256, Москва и обл.",1270,2015-12-01
"АктивКапитал Банк лицензия № 3006, Самарская обл.",1266,2015-12-01
"Агросоюз лицензия № 1459, Москва и обл.",1265,2015-12-01
"Спурт Банк лицензия № 2207, Татарстан",1265,2015-12-01
"Нейва лицензия № 1293, Свердловская обл.",1264,2015-12-01
"Енисейский Объединенный Банк лицензия № 2645, Красноярский край",1262,2015-12-01
"Межрегиональный промышленно-строительный банк лицензия № 752, Мордовия",1261,2015-12-01
"Нико-Банк лицензия № 702, Оренбургская обл.",1261,2015-12-01
"Центр-инвест лицензия № 2225, Ростовская обл.",1258,2015-12-01
"Владпромбанк лицензия № 870, Владимирская обл.",1254,2015-12-01
"Газнефтьбанк лицензия № 3223, Саратовская обл.",1254,2015-12-01
"БыстроБанк лицензия № 1745, Удмуртия",1251,2015-12-01
"Донкомбанк лицензия № 492, Ростовская обл.",1248,2015-12-01
"Сургутнефтегазбанк лицензия № 588, Ханты-Мансийский АО — Югра",1245,2015-12-01
"Альфа-Банк лицензия № 1326, Москва и обл.",1240,2015-12-01
"Росавтобанк лицензия № 2767, Москва и обл.",1239,2015-12-01
"Витабанк лицензия № 356, Санкт-Петербург и обл.",1237,2015-12-01
"Объединенный Резервный Банк лицензия № 937, Москва и обл.",1237,2015-12-01
"Синко-Банк лицензия № 2838, Москва и обл.",1235,2015-12-01
"Банк Торгового Финансирования лицензия № 1982, Москва и обл.",1234,2015-12-01
"Росбизнесбанк лицензия № 1405, Москва и обл.",1230,2015-12-01
"Левобережный лицензия № 1343, Новосибирская обл.",1228,2015-12-01
"Межтрастбанк лицензия № 2493, Москва и обл.",1225,2015-12-01
"Ринвестбанк лицензия № 3262, Рязанская обл.",1225,2015-12-01
"Русский Ипотечный Банк лицензия № 1968, Москва и обл.",1222,2015-12-01
"Международный Строительный Банк лицензия № 3484, Москва и обл.",1221,2015-12-01
"Альба Альянс лицензия № 2593, Москва и обл.",1216,2015-12-01
"Северо-Восточный Альянс лицензия № 2768, Москва и обл.",1214,2015-12-01
"М2М Прайвет Банк лицензия № 1414, Москва и обл.",1213,2015-12-01
"Проинвестбанк лицензия № 784, Пермская обл.",1212,2015-12-01
"Кузнецкий лицензия № 609, Пензенская обл.",1204,2015-12-01
"Сибэс лицензия № 208, Омская обл.",1203,2015-12-01
"ФорБанк лицензия № 2063, Москва и обл.",1200,2015-12-01
"Межтопэнергобанк лицензия № 2956, Москва и обл.",1196,2015-12-01
"Кубань Кредит лицензия № 2518, Краснодарский край",1194,2015-12-01
"ББР Банк лицензия № 2929, Москва и обл.",1188,2015-12-01
"Ижкомбанк лицензия № 646, Удмуртия",1186,2015-12-01
"Образование лицензия № 1521, Москва и обл.",1186,2015-12-01
"Вега-Банк лицензия № 3270, Москва и обл.",1185,2015-12-01
"ПИР Банк лицензия № 2655, Москва и обл.",1184,2015-12-01
"Уралтрансбанк лицензия № 812, Свердловская обл.",1184,2015-12-01
"Примсоцбанк лицензия № 2733, Приморский край",1183,2015-12-01
"Уссури лицензия № 596, Хабаровский край",1183,2015-12-01
"Конфидэнс Банк лицензия № 970, Костромская обл.",1182,2015-12-01
"Финпромбанк (ФПБ Банк) лицензия № 2157, Москва и обл.",1181,2015-12-01
"Липецккомбанк лицензия № 1242, Липецкая обл.",1177,2015-12-01
"ПЧРБ Банк лицензия № 3291, Москва и обл.",1177,2015-12-01
"Рублев лицензия № 3098, Москва и обл.",1177,2015-12-01
"Бинбанк лицензия № 323, Москва и обл.",1173,2015-12-01
"Модульбанк лицензия № 1927, Костромская обл.",1170,2015-12-01
"Первобанк лицензия № 3461, Самарская обл.",1169,2015-12-01
"Ак Барс лицензия № 2590, Татарстан",1165,2015-12-01
"Банк Финсервис лицензия № 3388, Москва и обл.",1163,2015-12-01
"Меткомбанк (Череповец) лицензия № 901, Вологодская обл.",1163,2015-12-01
"Фора-Банк лицензия № 1885, Москва и обл.",1161,2015-12-01
"СтарБанк лицензия № 548, Москва и обл.",1157,2015-12-01
"Первомайский лицензия № 518, Краснодарский край",1149,2015-12-01
"ОФК Банк лицензия № 2270, Москва и обл.",1147,2015-12-01
"Лайтбанк лицензия № 3177, Москва и обл.",1146,2015-12-01
"Промтрансбанк лицензия № 2638, Башкортостан",1146,2015-12-01
"Генбанк лицензия № 2490, Москва и обл.",1145,2015-12-01
"Промрегионбанк лицензия № 2123, Томская обл.",1144,2015-12-01
"Военно-Промышленный Банк лицензия № 3065, Москва и обл.",1142,2015-12-01
"Российский Капитал лицензия № 2312, Москва и обл.",1141,2015-12-01
"СКБ-Банк лицензия № 705, Свердловская обл.",1138,2015-12-01
"Азиатско-Тихоокеанский Банк лицензия № 1810, Амурская обл.",1135,2015-12-01
"Новый Московский Банк лицензия № 2932, Москва и обл.",1132,2015-12-01
"Россия лицензия № 328, Санкт-Петербург и обл.",1127,2015-12-01
"Русский Торговый Банк лицензия № 2842, Москва и обл.",1123,2015-12-01
"Прио-Внешторгбанк лицензия № 212, Рязанская обл.",1122,2015-12-01
"Новопокровский лицензия № 467, Краснодарский край",1119,2015-12-01
"Живаго-Банк лицензия № 2065, Рязанская обл.",1118,2015-12-01
"ЕвроситиБанк лицензия № 1869, Москва и обл.",1116,2015-12-01
"Урал ФД лицензия № 249, Пермская обл.",1114,2015-12-01
"Эл Банк лицензия № 1025, Самарская обл.",1113,2015-12-01
"КС Банк лицензия № 1752, Мордовия",1111,2015-12-01
"Уральский Банк Реконструкции и Развития лицензия № 429, Свердловская обл.",1109,2015-12-01
"Интеркоммерц Банк лицензия № 1657, Москва и обл.",1106,2015-12-01
"Росдорбанк лицензия № 1573, Москва и обл.",1106,2015-12-01
"Северный Кредит лицензия № 2398, Вологодская обл.",1105,2015-12-01
"Идея Банк лицензия № 430, Краснодарский край",1104,2015-12-01
"Мираф-Банк лицензия № 2244, Омская обл.",1104,2015-12-01
"Воронеж лицензия № 654, Воронежская обл.",1103,2015-12-01
"ДельтаКредит лицензия № 3338, Москва и обл.",1102,2015-12-01
"Башкомснаббанк лицензия № 1398, Башкортостан",1099,2015-12-01
"БМ-Банк лицензия № 2748, Москва и обл.",1096,2015-12-01
"Глобэкс лицензия № 1942, Москва и обл.",1093,2015-12-01
"Пойдем! лицензия № 2534, Москва и обл.",1092,2015-12-01
"Татфондбанк лицензия № 3058, Татарстан",1092,2015-12-01
"Банк Оранжевый лицензия № 1659, Санкт-Петербург и обл.",1091,2015-12-01
"Богородский лицензия № 1277, Нижегородская обл.",1088,2015-12-01
"Нижневолжский Коммерческий Банк лицензия № 931, Саратовская обл.",1087,2015-12-01
"Ренессанс Кредит лицензия № 3354, Москва и обл.",1087,2015-12-01
"Севергазбанк лицензия № 2816, Вологодская обл.",1086,2015-12-01
"Томскпромстройбанк лицензия № 1720, Томская обл.",1086,2015-12-01
"Кредит-Москва лицензия № 5, Москва и обл.",1084,2015-12-01
"Солид Банк лицензия № 1329, Камчатская обл.",1083,2015-12-01
"Легион лицензия № 3117, Москва и обл.",1081,2015-12-01
"Нефтяной Альянс лицензия № 2859, Москва и обл.",1080,2015-12-01
"РосинтерБанк лицензия № 226, Москва и обл.",1080,2015-12-01
"Эргобанк лицензия № 2856, Москва и обл.",1078,2015-12-01
"К2 Банк лицензия № 2851, Карачаево-Черкесия",1076,2015-12-01
"Торговый Городской Банк лицензия № 3180, Тверская обл.",1075,2015-12-01
"Айви Банк лицензия № 2055, Москва и обл.",1073,2015-12-01
"Выборг-Банк лицензия № 720, Санкт-Петербург и обл.",1072,2015-12-01
"Гарант-Инвест лицензия № 2576, Москва и обл.",1071,2015-12-01
"Енисей лицензия № 474, Красноярский край",1071,2015-12-01
"Солидарность (Москва) лицензия № 1555, Москва и обл.",1069,2015-12-01
"Объединенный Кредитный Банк лицензия № 1118, Ярославская обл.",1066,2015-12-01
"Международный Акционерный Банк лицензия № 1987, Москва и обл.",1065,2015-12-01
"Аксонбанк лицензия № 680, Костромская обл.",1063,2015-12-01
"Темпбанк лицензия № 55, Москва и обл.",1062,2015-12-01
"Плюс Банк лицензия № 1189, Москва и обл.",1061,2015-12-01
"ВостСибтранскомбанк лицензия № 2731, Иркутская обл.",1059,2015-12-01
"Чувашкредитпромбанк лицензия № 1280, Чувашия",1059,2015-12-01
"ФИА-Банк лицензия № 2542, Самарская обл.",1057,2015-12-01
"Восточный Банк лицензия № 1460, Амурская обл.",1050,2015-12-01
"Финансовый Стандарт лицензия № 1053, Москва и обл.",1047,2015-12-01
"СМП Банк лицензия № 3368, Москва и обл.",1046,2015-12-01
"Русстройбанк лицензия № 3205, Москва и обл.",1044,2015-12-01
"Верхневолжский лицензия № 1084, Ярославская обл.",1043,2015-12-01
"Экспресс-Кредит лицензия № 210, Москва и обл.",1041,2015-12-01
"Миллениум Банк лицензия № 3423, Москва и обл.",1032,2015-12-01
"ВТБ 24 лицензия № 1623, Москва и обл.",1031,2015-12-01
"Приско Капитал Банк лицензия № 2537, Москва и обл.",1030,2015-12-01
"АйМаниБанк лицензия № 1975, Москва и обл.",1029,2015-12-01
"Рускобанк лицензия № 138, Санкт-Петербург и обл.",1029,2015-12-01
"РТС-Банк лицензия № 3401, Самарская обл.",1025,2015-12-01
"Унифин лицензия № 2654, Москва и обл.",1025,2015-12-01
"Московский Индустриальный Банк лицензия № 912, Москва и обл.",1017,2015-12-01
"БайкалБанк лицензия № 2632, Бурятия",1011,2015-12-01
"Почта Банк лицензия № 650, Москва и обл.",1008,2015-12-01
"Дил-Банк лицензия № 3384, Москва и обл.",1007,2015-12-01
"Внешпромбанк лицензия № 3261, Москва и обл.",784,2015-12-01
"Тимер Банк лицензия № 1581, Татарстан",362,2015-12-01
"Балтинвестбанк лицензия № 3176, Санкт-Петербург и обл.",329,2015-12-01
"Бинбанк Диджитал лицензия № 2827, Москва и обл.",321,2015-12-01
"Ренессанс лицензия № 1939, Москва и обл.",201,2015-12-01
"Расчетные Решения лицензия № 3524, Москва и обл.","1 724,27",2016-01-01
"ФФин Банк лицензия № 1143, Сахалинская обл.",33808,2016-01-01
"Умут лицензия № 2435, Дагестан",21551,2016-01-01
"Вест лицензия № 2605, Москва и обл.",18728,2016-01-01
"Чайнасельхозбанк лицензия № 3529, Москва и обл.",16843,2016-01-01
"Логос лицензия № 3233, Москва и обл.",14264,2016-01-01
"Расчетный Финансовый Дом лицензия № 3430, Санкт-Петербург и обл.",13842,2016-01-01
"Рунэтбанк лицензия № 2829, Москва и обл.",11793,2016-01-01
"Майма лицензия № 1037, Москва и обл.",11636,2016-01-01
"Алжан лицензия № 2491, Дагестан",11634,2016-01-01
"Транзит лицензия № 2688, Дагестан",11078,2016-01-01
"Ю Би Эс Банк лицензия № 3463, Москва и обл.",10942,2016-01-01
"Континент Финанс лицензия № 149, Москва и обл.",10634,2016-01-01
"АвтоКредитБанк лицензия № 1973, Татарстан",10371,2016-01-01
